op,caixa,kp,_kf_macho,maquina,inicio,fim,not_before_date,deadline,config,sub_machine,has_lateness,dia,delay,tempo_processamento_minutos_total
146463,20,4805,2629,coldboxsoprado_sopradora,2025-09-29 11:50:00,2025-09-29 11:54:00,2025-09-29,2025-09-30,A,0,0,2025-09-29,0,4.0
146464,20,4805,2629,coldboxsoprado_sopradora,2025-09-29 11:54:00,2025-09-29 11:58:00,2025-09-29,2025-09-30,A,0,0,2025-09-29,0,4.0
145799,20,4621,2629,coldboxsoprado_sopradora,2025-09-29 11:58:00,2025-09-29 12:04:00,2025-09-29,2025-09-30,A,0,0,2025-09-29,0,6.0
145269,20,5134,2629,coldboxsoprado_sopradora,2025-09-29 12:04:00,2025-09-29 12:12:00,2025-09-29,2025-09-30,A,0,0,2025-09-29,0,8.0
146056,20,5135,2629,coldboxsoprado_sopradora,2025-09-29 12:12:00,2025-09-29 12:20:00,2025-09-29,2025-09-30,A,0,0,2025-09-29,0,8.0
146136,20,4668,2629,coldboxsoprado_sopradora,2025-09-29 12:20:00,2025-09-29 12:30:00,2025-09-29,2025-09-30,A,0,0,2025-09-29,0,10.0
146056,7,5135,841,coldboxsoprado_sopradora,2025-09-29 12:40:00,2025-09-29 12:44:00,2025-09-29,2025-09-30,A,0,0,2025-09-29,0,4.0
146463,3,4805,2692,coldboxsoprado_sopradora,2025-09-29 12:54:00,2025-09-29 12:58:00,2025-09-29,2025-09-30,A,0,0,2025-09-29,0,4.0
146464,3,4805,2692,coldboxsoprado_sopradora,2025-09-29 12:58:00,2025-09-29 13:02:00,2025-09-29,2025-09-30,A,0,0,2025-09-29,0,4.0
146463,4,4805,2693,coldboxsoprado_sopradora,2025-09-29 13:12:00,2025-09-29 13:20:00,2025-09-29,2025-09-30,A,0,0,2025-09-29,0,8.0
146464,4,4805,2693,coldboxsoprado_sopradora,2025-09-29 13:30:00,2025-09-29 13:38:00,2025-09-29,2025-09-30,A,0,0,2025-09-29,0,8.0
146243,2,4755,117,coldboxsoprado_sopradora,2025-09-29 13:48:00,2025-09-29 14:08:00,2025-09-29,2025-09-30,A,0,0,2025-09-29,0,20.0
146243,3,4755,2514,coldboxsoprado_sopradora,2025-09-29 14:38:00,2025-09-29 14:38:00,2025-09-29,2025-09-30,B,0,0,2025-09-29,0,0.0
146136,1,4668,2578,coldboxsoprado_sopradora,2025-09-29 14:48:00,2025-09-29 15:38:00,2025-09-29,2025-09-30,B,0,0,2025-09-29,0,50.0
146377,4,4689,386,coldboxsoprado_sopradora,2025-09-30 04:00:00,2025-09-30 04:02:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,2.0
146378,4,4689,386,coldboxsoprado_sopradora,2025-09-30 04:02:00,2025-09-30 04:04:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,2.0
146379,4,4689,386,coldboxsoprado_sopradora,2025-09-30 04:04:00,2025-09-30 04:06:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,2.0
146415,4,4690,385,coldboxsoprado_sopradora,2025-09-30 04:06:00,2025-09-30 04:08:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,2.0
146416,4,4690,385,coldboxsoprado_sopradora,2025-09-30 04:08:00,2025-09-30 04:10:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,2.0
146417,4,4690,385,coldboxsoprado_sopradora,2025-09-30 04:10:00,2025-09-30 04:12:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,2.0
146377,20,4689,2629,coldboxsoprado_sopradora,2025-09-30 04:22:00,2025-09-30 04:24:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,2.0
146378,20,4689,2629,coldboxsoprado_sopradora,2025-09-30 04:24:00,2025-09-30 04:26:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,2.0
146379,20,4689,2629,coldboxsoprado_sopradora,2025-09-30 04:26:00,2025-09-30 04:28:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,2.0
146415,20,4690,2629,coldboxsoprado_sopradora,2025-09-30 04:28:00,2025-09-30 04:30:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,2.0
146416,20,4690,2629,coldboxsoprado_sopradora,2025-09-30 04:30:00,2025-09-30 04:32:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,2.0
146417,20,4690,2629,coldboxsoprado_sopradora,2025-09-30 04:32:00,2025-09-30 04:34:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,2.0
146465,20,4805,2629,coldboxsoprado_sopradora,2025-09-30 04:34:00,2025-09-30 04:38:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,4.0
146466,20,4805,2629,coldboxsoprado_sopradora,2025-09-30 04:38:00,2025-09-30 04:42:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,4.0
146467,20,4805,2629,coldboxsoprado_sopradora,2025-09-30 04:42:00,2025-09-30 04:46:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,4.0
145270,20,5134,2629,coldboxsoprado_sopradora,2025-09-30 04:46:00,2025-09-30 04:54:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,8.0
145775,6,4054,840,coldboxsoprado_sopradora,2025-09-30 05:04:00,2025-09-30 05:07:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,3.0
145775,7,4054,834,coldboxsoprado_sopradora,2025-09-30 05:17:00,2025-09-30 05:20:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,3.0
146465,3,4805,2692,coldboxsoprado_sopradora,2025-09-30 05:30:00,2025-09-30 05:34:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,4.0
146466,3,4805,2692,coldboxsoprado_sopradora,2025-09-30 05:34:00,2025-09-30 05:38:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,4.0
146467,3,4805,2692,coldboxsoprado_sopradora,2025-09-30 05:38:00,2025-09-30 05:42:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,4.0
146465,4,4805,2693,coldboxsoprado_sopradora,2025-09-30 05:52:00,2025-09-30 06:00:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,8.0
146466,4,4805,2693,coldboxsoprado_sopradora,2025-09-30 06:00:00,2025-09-30 06:08:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,8.0
146467,4,4805,2693,coldboxsoprado_sopradora,2025-09-30 06:08:00,2025-09-30 06:16:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,8.0
146244,2,4755,117,coldboxsoprado_sopradora,2025-09-30 06:26:00,2025-09-30 06:36:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,10.0
146813,2,4835,2708,coldboxsoprado_sopradora,2025-09-30 06:46:00,2025-09-30 07:06:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,20.0
146813,3,4835,2709,coldboxsoprado_sopradora,2025-09-30 07:06:00,2025-09-30 07:26:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,20.0
146832,2,4836,2708,coldboxsoprado_sopradora,2025-09-30 07:26:00,2025-09-30 07:46:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,20.0
146832,3,4836,2709,coldboxsoprado_sopradora,2025-09-30 07:46:00,2025-09-30 08:16:00,2025-09-30,2025-10-01,A,0,0,2025-09-30,0,30.0
146244,3,4755,2514,coldboxsoprado_sopradora,2025-09-30 08:46:00,2025-09-30 08:51:00,2025-09-30,2025-10-01,B,0,0,2025-09-30,0,5.0
146301,1,4396,2302,coldboxsoprado_sopradora,2025-09-30 09:01:00,2025-09-30 09:49:00,2025-09-30,2025-10-01,B,0,0,2025-09-30,0,48.0
146507,1,4292,1755,coldboxsoprado_sopradora,2025-09-30 09:59:00,2025-09-30 11:21:00,2025-09-29,2025-09-30,B,0,0,2025-09-30,0,82.0
146380,4,4689,386,coldboxsoprado_sopradora,2025-10-01 04:00:00,2025-10-01 04:02:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,2.0
146381,4,4689,386,coldboxsoprado_sopradora,2025-10-01 04:02:00,2025-10-01 04:04:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,2.0
146418,4,4690,385,coldboxsoprado_sopradora,2025-10-01 04:04:00,2025-10-01 04:06:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,2.0
146419,4,4690,385,coldboxsoprado_sopradora,2025-10-01 04:06:00,2025-10-01 04:08:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,2.0
146380,20,4689,2629,coldboxsoprado_sopradora,2025-10-01 04:18:00,2025-10-01 04:20:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,2.0
146381,20,4689,2629,coldboxsoprado_sopradora,2025-10-01 04:20:00,2025-10-01 04:22:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,2.0
146418,20,4690,2629,coldboxsoprado_sopradora,2025-10-01 04:22:00,2025-10-01 04:24:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,2.0
146419,20,4690,2629,coldboxsoprado_sopradora,2025-10-01 04:24:00,2025-10-01 04:26:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,2.0
145271,20,5134,2629,coldboxsoprado_sopradora,2025-10-01 04:26:00,2025-10-01 04:34:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,8.0
146173,20,5135,2629,coldboxsoprado_sopradora,2025-10-01 04:34:00,2025-10-01 04:42:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,8.0
145271,6,5134,840,coldboxsoprado_sopradora,2025-10-01 04:52:00,2025-10-01 04:56:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,4.0
146173,6,5135,840,coldboxsoprado_sopradora,2025-10-01 04:56:00,2025-10-01 05:00:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,4.0
145271,7,5134,834,coldboxsoprado_sopradora,2025-10-01 05:10:00,2025-10-01 05:14:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,4.0
146173,7,5135,841,coldboxsoprado_sopradora,2025-10-01 05:24:00,2025-10-01 05:28:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,4.0
146314,2,4859,2736,coldboxsoprado_sopradora,2025-10-01 05:38:00,2025-10-01 05:46:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,8.0
146840,2,4858,2736,coldboxsoprado_sopradora,2025-10-01 05:46:00,2025-10-01 05:54:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,8.0
146527,2,4755,117,coldboxsoprado_sopradora,2025-10-01 06:04:00,2025-10-01 06:14:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,10.0
146814,1,4835,2707,coldboxsoprado_sopradora,2025-10-01 06:24:00,2025-10-01 06:34:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,10.0
146833,1,4836,2715,coldboxsoprado_sopradora,2025-10-01 06:34:00,2025-10-01 06:44:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,10.0
146814,2,4835,2708,coldboxsoprado_sopradora,2025-10-01 06:54:00,2025-10-01 07:14:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,20.0
146814,3,4835,2709,coldboxsoprado_sopradora,2025-10-01 07:14:00,2025-10-01 07:34:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,20.0
146833,2,4836,2708,coldboxsoprado_sopradora,2025-10-01 07:34:00,2025-10-01 07:54:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,20.0
146833,3,4836,2709,coldboxsoprado_sopradora,2025-10-01 07:54:00,2025-10-01 08:24:00,2025-10-01,2025-10-02,A,0,0,2025-10-01,0,30.0
146314,1,4859,2735,coldboxsoprado_sopradora,2025-10-01 08:54:00,2025-10-01 08:59:00,2025-10-01,2025-10-02,B,0,0,2025-10-01,0,5.0
146840,1,4858,2735,coldboxsoprado_sopradora,2025-10-01 08:59:00,2025-10-01 09:04:00,2025-10-01,2025-10-02,B,0,0,2025-10-01,0,5.0
146527,3,4755,2514,coldboxsoprado_sopradora,2025-10-01 09:14:00,2025-10-01 09:29:00,2025-10-01,2025-10-02,B,0,0,2025-10-01,0,15.0
147266,20,4621,2629,coldboxsoprado_sopradora,2025-10-02 04:00:00,2025-10-02 04:01:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,1.0
147267,20,4621,2629,coldboxsoprado_sopradora,2025-10-02 04:01:00,2025-10-02 04:02:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,1.0
146382,20,4689,2629,coldboxsoprado_sopradora,2025-10-02 04:02:00,2025-10-02 04:04:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,2.0
146383,20,4689,2629,coldboxsoprado_sopradora,2025-10-02 04:04:00,2025-10-02 04:06:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,2.0
146420,20,4690,2629,coldboxsoprado_sopradora,2025-10-02 04:06:00,2025-10-02 04:08:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,2.0
146421,20,4690,2629,coldboxsoprado_sopradora,2025-10-02 04:08:00,2025-10-02 04:10:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,2.0
145800,20,4621,2629,coldboxsoprado_sopradora,2025-10-02 04:10:00,2025-10-02 04:14:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,4.0
146468,20,4805,2629,coldboxsoprado_sopradora,2025-10-02 04:14:00,2025-10-02 04:18:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,4.0
146469,20,4805,2629,coldboxsoprado_sopradora,2025-10-02 04:18:00,2025-10-02 04:22:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,4.0
146382,4,4689,386,coldboxsoprado_sopradora,2025-10-02 04:32:00,2025-10-02 04:34:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,2.0
146383,4,4689,386,coldboxsoprado_sopradora,2025-10-02 04:34:00,2025-10-02 04:36:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,2.0
146420,4,4690,385,coldboxsoprado_sopradora,2025-10-02 04:36:00,2025-10-02 04:38:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,2.0
146421,4,4690,385,coldboxsoprado_sopradora,2025-10-02 04:38:00,2025-10-02 04:40:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,2.0
146468,3,4805,2692,coldboxsoprado_sopradora,2025-10-02 04:50:00,2025-10-02 04:54:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,4.0
146469,3,4805,2692,coldboxsoprado_sopradora,2025-10-02 04:54:00,2025-10-02 04:58:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,4.0
146468,4,4805,2693,coldboxsoprado_sopradora,2025-10-02 05:08:00,2025-10-02 05:16:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,8.0
146469,4,4805,2693,coldboxsoprado_sopradora,2025-10-02 05:16:00,2025-10-02 05:24:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,8.0
146841,2,4858,2736,coldboxsoprado_sopradora,2025-10-02 05:34:00,2025-10-02 05:42:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,8.0
146846,2,4859,2736,coldboxsoprado_sopradora,2025-10-02 05:42:00,2025-10-02 05:50:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,8.0
146528,2,4755,117,coldboxsoprado_sopradora,2025-10-02 06:00:00,2025-10-02 06:10:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,10.0
146815,1,4835,2707,coldboxsoprado_sopradora,2025-10-02 06:20:00,2025-10-02 06:30:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,10.0
146834,1,4836,2715,coldboxsoprado_sopradora,2025-10-02 06:30:00,2025-10-02 06:40:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,10.0
146815,2,4835,2708,coldboxsoprado_sopradora,2025-10-02 06:50:00,2025-10-02 07:10:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,20.0
146815,3,4835,2709,coldboxsoprado_sopradora,2025-10-02 07:10:00,2025-10-02 07:30:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,20.0
146834,2,4836,2708,coldboxsoprado_sopradora,2025-10-02 07:30:00,2025-10-02 07:50:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,20.0
146834,3,4836,2709,coldboxsoprado_sopradora,2025-10-02 07:50:00,2025-10-02 08:20:00,2025-10-02,2025-10-03,A,0,0,2025-10-02,0,30.0
146528,3,4755,2514,coldboxsoprado_sopradora,2025-10-02 08:50:00,2025-10-02 08:55:00,2025-10-02,2025-10-03,B,0,0,2025-10-02,0,5.0
146841,1,4858,2735,coldboxsoprado_sopradora,2025-10-02 09:05:00,2025-10-02 09:10:00,2025-10-02,2025-10-03,B,0,0,2025-10-02,0,5.0
146846,1,4859,2735,coldboxsoprado_sopradora,2025-10-02 09:10:00,2025-10-02 09:15:00,2025-10-02,2025-10-03,B,0,0,2025-10-02,0,5.0
146302,1,4396,2302,coldboxsoprado_sopradora,2025-10-02 09:25:00,2025-10-02 10:23:00,2025-10-02,2025-10-03,B,0,0,2025-10-02,0,58.0
146384,4,4689,386,coldboxsoprado_sopradora,2025-10-03 04:00:00,2025-10-03 04:02:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146385,4,4689,386,coldboxsoprado_sopradora,2025-10-03 04:02:00,2025-10-03 04:04:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146422,4,4690,385,coldboxsoprado_sopradora,2025-10-03 04:04:00,2025-10-03 04:06:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146423,4,4690,385,coldboxsoprado_sopradora,2025-10-03 04:06:00,2025-10-03 04:08:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146384,20,4689,2629,coldboxsoprado_sopradora,2025-10-03 04:18:00,2025-10-03 04:20:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146385,20,4689,2629,coldboxsoprado_sopradora,2025-10-03 04:20:00,2025-10-03 04:22:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146422,20,4690,2629,coldboxsoprado_sopradora,2025-10-03 04:22:00,2025-10-03 04:24:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146423,20,4690,2629,coldboxsoprado_sopradora,2025-10-03 04:24:00,2025-10-03 04:26:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146470,20,4805,2629,coldboxsoprado_sopradora,2025-10-03 04:26:00,2025-10-03 04:30:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,4.0
146471,20,4805,2629,coldboxsoprado_sopradora,2025-10-03 04:30:00,2025-10-03 04:34:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,4.0
146470,3,4805,2692,coldboxsoprado_sopradora,2025-10-03 04:44:00,2025-10-03 04:48:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,4.0
146471,3,4805,2692,coldboxsoprado_sopradora,2025-10-03 04:48:00,2025-10-03 04:52:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,4.0
146470,4,4805,2693,coldboxsoprado_sopradora,2025-10-03 05:02:00,2025-10-03 05:10:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,8.0
146471,4,4805,2693,coldboxsoprado_sopradora,2025-10-03 05:10:00,2025-10-03 05:18:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,8.0
146842,2,4858,2736,coldboxsoprado_sopradora,2025-10-03 05:28:00,2025-10-03 05:36:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,8.0
146847,2,4859,2736,coldboxsoprado_sopradora,2025-10-03 05:36:00,2025-10-03 05:44:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,8.0
146816,1,4835,2707,coldboxsoprado_sopradora,2025-10-03 05:54:00,2025-10-03 06:04:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,10.0
146835,1,4836,2715,coldboxsoprado_sopradora,2025-10-03 06:04:00,2025-10-03 06:14:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,10.0
146816,2,4835,2708,coldboxsoprado_sopradora,2025-10-03 06:24:00,2025-10-03 06:44:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,20.0
146816,3,4835,2709,coldboxsoprado_sopradora,2025-10-03 06:44:00,2025-10-03 07:04:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,20.0
146835,2,4836,2708,coldboxsoprado_sopradora,2025-10-03 07:04:00,2025-10-03 07:24:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,20.0
