id,_kf_producao,dataFusao,ordenacao,_kf_FichaTecnica,caixa,_kf_macho,processo,recurso,areia,peso,qtd_machos,qtd_machos_por,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,qtd_moldes,tempo_ciclo,Tempo Total (minutos),not_before_date,deadline,dataHoraProcess,_kf_statusIntegration,StatusIntegrationId,status_create_date,dt,maquina,not_sequence,inicio,fim
7355,146423,2025-10-07,9,4690,4,385,coldboxsoprado,sopradora,Silica,1,1,peça,4,1,8,0,8,2,1,3.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxsoprado_sopradora,True,2025-10-03 03:24:00,2025-10-03 03:27:00
7356,146423,2025-10-07,9,4690,20,2629,coldboxsoprado,sopradora,Silica,2,1,peça,3,1,8,0,6,2,1,3.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxsoprado_sopradora,True,2025-10-03 03:27:00,2025-10-03 03:30:00
7549,146842,2025-10-07,10,4858,1,2735,coldboxsoprado,sopradora,Silica,1,1,peça,14,1,70,0,70,5,1,7.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxsoprado_sopradora,True,2025-10-03 03:30:00,2025-10-03 03:37:00
7550,146842,2025-10-07,10,4858,2,2736,coldboxsoprado,sopradora,Silica,0,1,peça,9,1,70,0,70,8,1,11.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxsoprado_sopradora,True,2025-10-03 03:37:00,2025-10-03 03:48:00
7555,146847,2025-10-07,11,4859,1,2735,coldboxsoprado,sopradora,Silica,1,1,peça,14,1,70,0,70,5,1,7.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxsoprado_sopradora,True,2025-10-03 03:48:00,2025-10-03 03:55:00
7556,146847,2025-10-07,11,4859,2,2736,coldboxsoprado,sopradora,Silica,0,1,peça,9,1,70,0,70,8,1,11.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxsoprado_sopradora,True,2025-10-03 03:55:00,2025-10-03 04:06:00
7240,146375,2025-10-01,5,4689,3,115,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,5,3,3,3,8.0,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-09-29 00:00:00,2025-09-29 00:08:00
7223,146347,2025-10-01,8,2672,23,2907,coldboxgasado,coldboxpequena,Silica,10,1,Molde,2,1,238,0,17,9,3,21.0,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-09-29 00:08:00,2025-09-29 00:29:00
7507,146734,2025-10-01,17,151,1,76,coldboxgasado,coldboxpequena,Silica,1,1,peça,2,2,320,120,40,20,3,50.0,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-09-29 00:29:00,2025-09-29 01:19:00
7508,146734,2025-10-01,17,151,2,77,coldboxgasado,coldboxpequena,Silica,1,1,peça,2,2,320,120,40,20,3,50.0,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-09-29 01:19:00,2025-09-29 02:09:00
7246,146377,2025-10-02,1,4689,3,115,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-09-30 00:00:00,2025-09-30 00:20:00
7316,146415,2025-10-02,1,4690,3,98,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-09-30 00:20:00,2025-09-30 00:40:00
7250,146378,2025-10-02,5,4689,3,115,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-09-30 00:40:00,2025-09-30 01:00:00
7320,146416,2025-10-02,5,4690,3,98,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-09-30 01:00:00,2025-09-30 01:20:00
7224,146348,2025-10-02,6,2672,23,2907,coldboxgasado,coldboxpequena,Silica,10,1,Molde,2,1,238,0,17,9,3,21.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-09-30 01:20:00,2025-09-30 01:41:00
7254,146379,2025-10-02,12,4689,3,115,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-09-30 01:41:00,2025-09-30 02:01:00
7324,146417,2025-10-02,12,4690,3,98,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-09-30 02:01:00,2025-09-30 02:21:00
7511,146779,2025-10-02,17,4135,1,2301,coldboxgasado,coldboxpequena,Silica,6,1,peça,1,2,84,0,84,84,3,210.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-09-30 02:21:00,2025-09-30 05:51:00
7259,146380,2025-10-03,1,4689,3,115,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-01 00:00:00,2025-10-01 00:20:00
7329,146418,2025-10-03,1,4690,3,98,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-01 00:20:00,2025-10-01 00:40:00
7563,146879,2025-10-03,5,2419,1,1479,coldboxgasado,coldboxpequena,Silica,1,1,peça,2,1,56,0,28,14,3,35.0,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-01 00:40:00,2025-10-01 01:15:00
7264,146381,2025-10-03,8,4689,3,115,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-01 01:15:00,2025-10-01 01:35:00
7334,146419,2025-10-03,8,4690,3,98,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-01 01:35:00,2025-10-01 01:55:00
7225,146349,2025-10-03,12,2672,23,2907,coldboxgasado,coldboxpequena,Silica,10,1,Molde,2,1,238,0,17,9,3,21.0,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-01 01:55:00,2025-10-01 02:16:00
7571,146973,2025-10-03,17,4587,1,347,coldboxgasado,coldboxpequena,Silica areia nova,1,2,peça,1,2,18,0,36,36,3,90.0,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-01 02:16:00,2025-10-01 03:46:00
7572,146973,2025-10-03,17,4587,2,348,coldboxgasado,coldboxpequena,Silica areia nova,0,2,peça,4,2,18,0,36,9,3,23.0,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-01 03:46:00,2025-10-01 04:09:00
7269,146382,2025-10-06,1,4689,3,115,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-02 00:00:00,2025-10-02 00:20:00
7339,146420,2025-10-06,1,4690,3,98,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-02 00:20:00,2025-10-02 00:40:00
7274,146383,2025-10-06,5,4689,3,115,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-02 00:40:00,2025-10-02 01:00:00
7344,146421,2025-10-06,5,4690,3,98,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-02 01:00:00,2025-10-02 01:20:00
7226,146350,2025-10-06,8,2672,23,2907,coldboxgasado,coldboxpequena,Silica,10,1,Molde,2,1,238,0,17,9,3,21.0,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-02 01:20:00,2025-10-02 01:41:00
7279,146384,2025-10-07,2,4689,3,115,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-03 00:00:00,2025-10-03 00:20:00
7349,146422,2025-10-07,2,4690,3,98,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-03 00:20:00,2025-10-03 00:40:00
7284,146385,2025-10-07,9,4689,3,115,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-03 00:40:00,2025-10-03 01:00:00
7354,146423,2025-10-07,9,4690,3,98,coldboxgasado,coldboxpequena,Silica,3,1,peça,1,1,8,0,8,8,3,20.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-03 01:00:00,2025-10-03 01:20:00
7495,146643,2025-10-07,13,4834,21,2905,coldboxgasado,coldboxpequena,Silica,5,1,Molde,2,1,273,0,13,7,3,16.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-03 01:20:00,2025-10-03 01:36:00
7588,147247,2025-10-07,13,4879,1,2776,coldboxgasado,coldboxpequena,Silica,\N,1,peça,3,1,128,0,128,43,3,107.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-03 01:36:00,2025-10-03 03:23:00
7589,147247,2025-10-07,13,4879,21,2905,coldboxgasado,coldboxpequena,Silica,5,1,Molde,2,1,128,0,8,4,3,10.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-03 03:23:00,2025-10-03 03:33:00
7607,147288,2025-10-07,14,2672,23,2907,coldboxgasado,coldboxpequena,Silica,10,1,Molde,2,1,238,0,17,9,3,21.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-03 03:33:00,2025-10-03 03:54:00
7568,146943,2025-10-07,15,1036,1,679,coldboxgasado,coldboxpequena,Silica areia nova,3,1,peça,1,1,6,0,6,6,3,15.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldboxpequena,True,2025-10-03 03:54:00,2025-10-03 04:09:00
7236,146374,2025-10-01,1,4689,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-29 00:00:00,2025-09-29 00:20:00
7307,146412,2025-10-01,1,4690,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-29 00:20:00,2025-09-29 00:40:00
7233,146373,2025-09-30,4,4689,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-09-26,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-29 00:40:00,2025-09-29 01:00:00
7304,146411,2025-09-30,4,4690,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-09-26,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-29 01:00:00,2025-09-29 01:20:00
7239,146375,2025-10-01,5,4689,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-29 01:20:00,2025-09-29 01:40:00
7310,146413,2025-10-01,5,4690,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-09-29,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-29 01:40:00,2025-09-29 02:00:00
7566,146918,2025-09-30,15,4845,1,2879,coldboxgasado,coldbox4,Silica,8,1,peça,1,1,32,0,32,32,3,80.0,2025-09-26,2025-09-29,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-29 02:00:00,2025-09-29 03:20:00
7245,146377,2025-10-02,1,4689,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-30 00:00:00,2025-09-30 00:20:00
7315,146415,2025-10-02,1,4690,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-30 00:20:00,2025-09-30 00:40:00
7395,146465,2025-10-02,2,4805,1,2690,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-30 00:40:00,2025-09-30 01:20:00
7396,146465,2025-10-02,2,4805,2,2691,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-30 01:20:00,2025-09-30 02:00:00
7249,146378,2025-10-02,5,4689,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-30 02:00:00,2025-09-30 02:20:00
7319,146416,2025-10-02,5,4690,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-30 02:20:00,2025-09-30 02:40:00
7405,146466,2025-10-02,8,4805,1,2690,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-30 02:40:00,2025-09-30 03:20:00
7406,146466,2025-10-02,8,4805,2,2691,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-30 03:20:00,2025-09-30 04:00:00
7253,146379,2025-10-02,12,4689,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-30 04:00:00,2025-09-30 04:20:00
7323,146417,2025-10-02,12,4690,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-30 04:20:00,2025-09-30 04:40:00
7415,146467,2025-10-02,15,4805,1,2690,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-30 04:40:00,2025-09-30 05:20:00
7416,146467,2025-10-02,15,4805,2,2691,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-09-30,2025-09-30,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-09-30 05:20:00,2025-09-30 06:00:00
7257,146380,2025-10-03,1,4689,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-01 00:00:00,2025-10-01 00:20:00
7327,146418,2025-10-03,1,4690,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-01 00:20:00,2025-10-01 00:40:00
7262,146381,2025-10-03,8,4689,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-01 00:40:00,2025-10-01 01:00:00
7332,146419,2025-10-03,8,4690,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-10-01,2025-10-01,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-01 01:00:00,2025-10-01 01:20:00
7267,146382,2025-10-06,1,4689,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-02 00:00:00,2025-10-02 00:20:00
7337,146420,2025-10-06,1,4690,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-02 00:20:00,2025-10-02 00:40:00
7425,146468,2025-10-06,2,4805,1,2690,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-02 00:40:00,2025-10-02 01:20:00
7426,146468,2025-10-06,2,4805,2,2691,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-02 01:20:00,2025-10-02 02:00:00
7272,146383,2025-10-06,5,4689,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-02 02:00:00,2025-10-02 02:20:00
7342,146421,2025-10-06,5,4690,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-02 02:20:00,2025-10-02 02:40:00
7435,146469,2025-10-06,7,4805,1,2690,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-02 02:40:00,2025-10-02 03:20:00
7436,146469,2025-10-06,7,4805,2,2691,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-10-02,2025-10-02,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-02 03:20:00,2025-10-02 04:00:00
7277,146384,2025-10-07,2,4689,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-03 00:00:00,2025-10-03 00:20:00
7347,146422,2025-10-07,2,4690,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-03 00:20:00,2025-10-03 00:40:00
7445,146470,2025-10-07,3,4805,1,2690,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-03 00:40:00,2025-10-03 01:20:00
7446,146470,2025-10-07,3,4805,2,2691,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-03 01:20:00,2025-10-03 02:00:00
7455,146471,2025-10-07,8,4805,1,2690,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-03 02:00:00,2025-10-03 02:40:00
7456,146471,2025-10-07,8,4805,2,2691,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-03 02:40:00,2025-10-03 03:20:00
7282,146385,2025-10-07,9,4689,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-03 03:20:00,2025-10-03 03:40:00
7352,146423,2025-10-07,9,4690,1,113,coldboxgasado,coldbox4,Silica,21,1,peça,1,1,8,0,8,8,3,20.0,2025-10-03,2025-10-03,29/09/2025 07:45:24,14,14,2025-09-29 07:45:24.420000000,2025-09-29,coldboxgasado_coldbox4,True,2025-10-03 03:40:00,2025-10-03 04:00:00
