op,caixa,kp,_kf_macho,maquina,inicio,fim,not_before_date,deadline,config,sub_machine,has_lateness,dia,delay,tempo_processamento_minutos_total
146219,4,4690,385,coldboxsoprado_sopradora,2025-09-17 05:07:00,2025-09-17 05:09:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,2.0
145858,20,4689,2629,coldboxsoprado_sopradora,2025-09-17 05:19:00,2025-09-17 05:21:00,2025-09-17,2025-09-18,A,0,0,2025-09-17,0,2.0
145859,20,4689,2629,coldboxsoprado_sopradora,2025-09-17 05:21:00,2025-09-17 05:23:00,2025-09-17,2025-09-18,A,0,0,2025-09-17,0,2.0
145860,20,4689,2629,coldboxsoprado_sopradora,2025-09-17 05:23:00,2025-09-17 05:25:00,2025-09-17,2025-09-18,A,0,0,2025-09-17,0,2.0
145861,20,4689,2629,coldboxsoprado_sopradora,2025-09-17 05:25:00,2025-09-17 05:27:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,2.0
145862,20,4689,2629,coldboxsoprado_sopradora,2025-09-17 05:27:00,2025-09-17 05:29:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,2.0
145863,20,4689,2629,coldboxsoprado_sopradora,2025-09-17 05:29:00,2025-09-17 05:31:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,2.0
145864,20,4689,2629,coldboxsoprado_sopradora,2025-09-17 05:31:00,2025-09-17 05:33:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,2.0
145865,20,4689,2629,coldboxsoprado_sopradora,2025-09-17 05:33:00,2025-09-17 05:35:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,2.0
145866,20,4689,2629,coldboxsoprado_sopradora,2025-09-17 05:35:00,2025-09-17 05:37:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,2.0
145867,20,4689,2629,coldboxsoprado_sopradora,2025-09-17 05:37:00,2025-09-17 05:39:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,2.0
145868,20,4689,2629,coldboxsoprado_sopradora,2025-09-17 05:39:00,2025-09-17 05:41:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,2.0
146209,20,4690,2629,coldboxsoprado_sopradora,2025-09-17 05:41:00,2025-09-17 05:43:00,2025-09-17,2025-09-18,A,0,0,2025-09-17,0,2.0
146210,20,4690,2629,coldboxsoprado_sopradora,2025-09-17 05:43:00,2025-09-17 05:45:00,2025-09-17,2025-09-18,A,0,0,2025-09-17,0,2.0
146211,20,4690,2629,coldboxsoprado_sopradora,2025-09-17 05:45:00,2025-09-17 05:47:00,2025-09-17,2025-09-18,A,0,0,2025-09-17,0,2.0
146212,20,4690,2629,coldboxsoprado_sopradora,2025-09-17 05:47:00,2025-09-17 05:49:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,2.0
146213,20,4690,2629,coldboxsoprado_sopradora,2025-09-17 05:49:00,2025-09-17 05:51:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,2.0
146214,20,4690,2629,coldboxsoprado_sopradora,2025-09-17 05:51:00,2025-09-17 05:53:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,2.0
146215,20,4690,2629,coldboxsoprado_sopradora,2025-09-17 05:53:00,2025-09-17 05:55:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,2.0
146216,20,4690,2629,coldboxsoprado_sopradora,2025-09-17 05:55:00,2025-09-17 05:57:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,2.0
146217,20,4690,2629,coldboxsoprado_sopradora,2025-09-17 05:57:00,2025-09-17 05:59:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,2.0
146218,20,4690,2629,coldboxsoprado_sopradora,2025-09-17 05:59:00,2025-09-17 06:01:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,2.0
146219,20,4690,2629,coldboxsoprado_sopradora,2025-09-17 06:01:00,2025-09-17 06:03:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,2.0
146253,20,4805,2629,coldboxsoprado_sopradora,2025-09-17 06:03:00,2025-09-17 06:07:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,4.0
146254,20,4805,2629,coldboxsoprado_sopradora,2025-09-17 06:07:00,2025-09-17 06:11:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,4.0
146255,20,4805,2629,coldboxsoprado_sopradora,2025-09-17 06:11:00,2025-09-17 06:15:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
146256,20,4805,2629,coldboxsoprado_sopradora,2025-09-17 06:15:00,2025-09-17 06:19:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
146257,20,4805,2629,coldboxsoprado_sopradora,2025-09-17 06:19:00,2025-09-17 06:23:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
146453,20,4805,2629,coldboxsoprado_sopradora,2025-09-17 06:23:00,2025-09-17 06:27:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
145264,20,5134,2629,coldboxsoprado_sopradora,2025-09-17 06:27:00,2025-09-17 06:35:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
145265,20,5134,2629,coldboxsoprado_sopradora,2025-09-17 06:35:00,2025-09-17 06:43:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
145292,20,5135,2629,coldboxsoprado_sopradora,2025-09-17 06:43:00,2025-09-17 06:51:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
145293,20,5135,2629,coldboxsoprado_sopradora,2025-09-17 06:51:00,2025-09-17 06:59:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
146512,6,4337,840,coldboxsoprado_sopradora,2025-09-17 07:09:00,2025-09-17 07:12:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,3.0
146518,6,4339,840,coldboxsoprado_sopradora,2025-09-17 07:12:00,2025-09-17 07:15:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,3.0
145264,6,5134,840,coldboxsoprado_sopradora,2025-09-17 07:15:00,2025-09-17 07:19:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
145265,6,5134,840,coldboxsoprado_sopradora,2025-09-17 07:19:00,2025-09-17 07:23:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
145292,6,5135,840,coldboxsoprado_sopradora,2025-09-17 07:23:00,2025-09-17 07:27:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
145293,6,5135,840,coldboxsoprado_sopradora,2025-09-17 07:27:00,2025-09-17 07:31:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
146512,7,4337,841,coldboxsoprado_sopradora,2025-09-17 07:41:00,2025-09-17 07:44:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,3.0
145292,7,5135,841,coldboxsoprado_sopradora,2025-09-17 07:44:00,2025-09-17 07:48:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
145293,7,5135,841,coldboxsoprado_sopradora,2025-09-17 07:48:00,2025-09-17 07:52:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
146518,7,4339,834,coldboxsoprado_sopradora,2025-09-17 08:02:00,2025-09-17 08:05:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,3.0
145264,7,5134,834,coldboxsoprado_sopradora,2025-09-17 08:05:00,2025-09-17 08:09:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
145265,7,5134,834,coldboxsoprado_sopradora,2025-09-17 08:09:00,2025-09-17 08:13:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
146252,3,4805,2692,coldboxsoprado_sopradora,2025-09-17 08:23:00,2025-09-17 08:27:00,2025-09-17,2025-09-18,A,0,0,2025-09-17,0,4.0
146253,3,4805,2692,coldboxsoprado_sopradora,2025-09-17 08:27:00,2025-09-17 08:31:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,4.0
146254,3,4805,2692,coldboxsoprado_sopradora,2025-09-17 08:31:00,2025-09-17 08:35:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,4.0
146255,3,4805,2692,coldboxsoprado_sopradora,2025-09-17 08:35:00,2025-09-17 08:39:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
146256,3,4805,2692,coldboxsoprado_sopradora,2025-09-17 08:39:00,2025-09-17 08:43:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
146257,3,4805,2692,coldboxsoprado_sopradora,2025-09-17 08:43:00,2025-09-17 08:47:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
146453,3,4805,2692,coldboxsoprado_sopradora,2025-09-17 08:47:00,2025-09-17 08:51:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,4.0
145674,1,4822,2612,coldboxsoprado_sopradora,2025-09-17 09:55:00,2025-09-17 10:03:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,8.0
145674,2,4822,2574,coldboxsoprado_sopradora,2025-09-17 10:03:00,2025-09-17 10:11:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,8.0
145675,1,4822,2612,coldboxsoprado_sopradora,2025-09-17 10:11:00,2025-09-17 10:19:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,8.0
145675,2,4822,2574,coldboxsoprado_sopradora,2025-09-17 10:19:00,2025-09-17 10:27:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,8.0
145676,1,4822,2612,coldboxsoprado_sopradora,2025-09-17 10:27:00,2025-09-17 10:35:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
145676,2,4822,2574,coldboxsoprado_sopradora,2025-09-17 10:35:00,2025-09-17 10:43:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
145677,1,4822,2612,coldboxsoprado_sopradora,2025-09-17 10:43:00,2025-09-17 10:51:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
145677,2,4822,2574,coldboxsoprado_sopradora,2025-09-17 10:51:00,2025-09-17 10:59:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
146126,1,4822,2612,coldboxsoprado_sopradora,2025-09-17 10:59:00,2025-09-17 11:07:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
146126,2,4822,2574,coldboxsoprado_sopradora,2025-09-17 11:07:00,2025-09-17 11:15:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
146127,1,4822,2612,coldboxsoprado_sopradora,2025-09-17 11:15:00,2025-09-17 11:23:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
146127,2,4822,2574,coldboxsoprado_sopradora,2025-09-17 11:23:00,2025-09-17 11:31:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
146253,4,4805,2693,coldboxsoprado_sopradora,2025-09-17 11:41:00,2025-09-17 11:49:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,8.0
146254,4,4805,2693,coldboxsoprado_sopradora,2025-09-17 11:49:00,2025-09-17 11:57:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,8.0
146255,4,4805,2693,coldboxsoprado_sopradora,2025-09-17 11:57:00,2025-09-17 12:05:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
146256,4,4805,2693,coldboxsoprado_sopradora,2025-09-17 12:05:00,2025-09-17 12:13:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
146257,4,4805,2693,coldboxsoprado_sopradora,2025-09-17 12:13:00,2025-09-17 12:21:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
146453,4,4805,2693,coldboxsoprado_sopradora,2025-09-17 12:21:00,2025-09-17 12:29:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,8.0
146238,2,4755,117,coldboxsoprado_sopradora,2025-09-17 12:39:00,2025-09-17 12:49:00,2025-09-17,2025-09-19,A,0,0,2025-09-17,0,10.0
146239,2,4755,117,coldboxsoprado_sopradora,2025-09-17 12:49:00,2025-09-17 12:59:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,10.0
146240,2,4755,117,coldboxsoprado_sopradora,2025-09-17 12:59:00,2025-09-17 13:19:00,2025-09-17,2025-09-20,A,0,0,2025-09-17,0,20.0
146239,3,4755,2514,coldboxsoprado_sopradora,2025-09-17 14:00:00,2025-09-17 14:05:00,2025-09-17,2025-09-20,B,0,0,2025-09-17,0,5.0
146240,3,4755,2514,coldboxsoprado_sopradora,2025-09-17 14:05:00,2025-09-17 14:20:00,2025-09-17,2025-09-20,B,0,0,2025-09-17,0,15.0
145869,4,4689,386,coldboxsoprado_sopradora,2025-09-18 04:00:00,2025-09-18 04:02:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,2.0
145870,4,4689,386,coldboxsoprado_sopradora,2025-09-18 04:02:00,2025-09-18 04:04:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,2.0
146220,4,4690,385,coldboxsoprado_sopradora,2025-09-18 04:04:00,2025-09-18 04:06:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,2.0
146402,4,4690,385,coldboxsoprado_sopradora,2025-09-18 04:06:00,2025-09-18 04:08:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,2.0
145869,20,4689,2629,coldboxsoprado_sopradora,2025-09-18 04:18:00,2025-09-18 04:20:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,2.0
145870,20,4689,2629,coldboxsoprado_sopradora,2025-09-18 04:20:00,2025-09-18 04:22:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,2.0
146220,20,4690,2629,coldboxsoprado_sopradora,2025-09-18 04:22:00,2025-09-18 04:24:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,2.0
146402,20,4690,2629,coldboxsoprado_sopradora,2025-09-18 04:24:00,2025-09-18 04:26:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,2.0
146454,20,4805,2629,coldboxsoprado_sopradora,2025-09-18 04:26:00,2025-09-18 04:30:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,4.0
146455,20,4805,2629,coldboxsoprado_sopradora,2025-09-18 04:30:00,2025-09-18 04:34:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,4.0
145489,20,4759,2629,coldboxsoprado_sopradora,2025-09-18 04:34:00,2025-09-18 04:40:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,6.0
145266,20,5134,2629,coldboxsoprado_sopradora,2025-09-18 04:40:00,2025-09-18 04:48:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,8.0
145266,6,5134,840,coldboxsoprado_sopradora,2025-09-18 04:58:00,2025-09-18 05:02:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,4.0
145266,7,5134,834,coldboxsoprado_sopradora,2025-09-18 05:12:00,2025-09-18 05:16:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,4.0
146454,3,4805,2692,coldboxsoprado_sopradora,2025-09-18 05:26:00,2025-09-18 05:30:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,4.0
146455,3,4805,2692,coldboxsoprado_sopradora,2025-09-18 05:30:00,2025-09-18 05:34:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,4.0
146128,1,4822,2612,coldboxsoprado_sopradora,2025-09-18 05:44:00,2025-09-18 05:52:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,8.0
146128,2,4822,2574,coldboxsoprado_sopradora,2025-09-18 05:52:00,2025-09-18 06:00:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,8.0
146252,4,4805,2693,coldboxsoprado_sopradora,2025-09-18 06:10:00,2025-09-18 06:18:00,2025-09-17,2025-09-18,A,0,0,2025-09-18,0,8.0
146454,4,4805,2693,coldboxsoprado_sopradora,2025-09-18 06:18:00,2025-09-18 06:26:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,8.0
146455,4,4805,2693,coldboxsoprado_sopradora,2025-09-18 06:26:00,2025-09-18 06:34:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,8.0
146241,2,4755,117,coldboxsoprado_sopradora,2025-09-18 06:44:00,2025-09-18 06:54:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,10.0
146807,1,4835,2707,coldboxsoprado_sopradora,2025-09-18 07:04:00,2025-09-18 07:14:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,10.0
146826,1,4836,2715,coldboxsoprado_sopradora,2025-09-18 07:14:00,2025-09-18 07:24:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,10.0
146807,2,4835,2708,coldboxsoprado_sopradora,2025-09-18 07:34:00,2025-09-18 07:54:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,20.0
146807,3,4835,2709,coldboxsoprado_sopradora,2025-09-18 07:54:00,2025-09-18 08:14:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,20.0
146826,2,4836,2708,coldboxsoprado_sopradora,2025-09-18 08:14:00,2025-09-18 08:34:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,20.0
146826,3,4836,2709,coldboxsoprado_sopradora,2025-09-18 09:45:00,2025-09-18 10:15:00,2025-09-18,2025-09-20,A,0,0,2025-09-18,0,30.0
146241,3,4755,2514,coldboxsoprado_sopradora,2025-09-18 10:45:00,2025-09-18 11:00:00,2025-09-18,2025-09-20,B,0,0,2025-09-18,0,15.0
