_kp_producao,dataFusao,ordenacao,_kp_fichaTecnica,caixa,_kf_macho,processo,recurso,areia,peso,qtd_machos,qtd_machosPor,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,Qtd. Moldes,Tempo de Ciclo (por molde),Tempo Total (minutos),not_before_date,deadline
146078,8/22/2025,20,4292,1,1755,Cold Box Soprado,Sopradora,Silica,  12 ,  1 ,peça,1,1,72,0,  72 ,  72 ,  1 ,  102 ,8/18/2025,8/20/2025
146078,8/22/2025,20,4292,30,2926,Pep Set,Carrossel,Silica,,"  1,00 ",Lote,1,1,72,0,1,  1 ,  1 ,  1 ,8/18/2025,8/20/2025
145813,8/22/2025,21,4758,1,2667,Pep Set,Carrossel,Silica,24,"  1,00 ",peça,1,1,14,0,14,  14 ,  1 ,  18 ,8/18/2025,8/20/2025
145813,8/22/2025,21,4758,2,2668,Pep Set,Carrossel,Silica,  32 ,  1 ,peça,1,1,14,0,  14 ,  14 ,  1 ,  18 ,8/18/2025,8/20/2025
145813,8/22/2025,21,4758,3,2669,Pep Set,Carrossel,Silica,  23 ,  1 ,peça,1,1,14,0,  14 ,  14 ,  1 ,  18 ,8/18/2025,8/20/2025
145813,8/22/2025,21,4758,4,2670,Pep Set,Carrossel,Silica,  11 ,  1 ,peça,1,1,14,0,  14 ,  14 ,  1 ,  18 ,8/18/2025,8/20/2025
145813,8/22/2025,21,4758,5,2671,Pep Set,Carrossel,Silica,"9,5","  1,00 ",peça,1,1,14,0,14,  14 ,  1 ,  18 ,8/18/2025,8/20/2025
145813,8/22/2025,21,4758,6,2672,Pep Set,Carrossel,Silica,"9,5","  1,00 ",peça,1,1,14,0,14,  14 ,  1 ,  18 ,8/18/2025,8/20/2025
145813,8/22/2025,21,4758,7,2673,Pep Set,Carrossel,Silica,4,"  1,00 ",peça,1,1,14,0,14,  14 ,  1 ,  18 ,8/18/2025,8/20/2025
145813,8/22/2025,21,4758,20,2629,Cold Box Soprado,Sopradora,Silica,  2 ,  2 ,peça,3,1,14,0,  21 ,  7 ,  1 ,  10 ,8/18/2025,8/20/2025
144270,8/25/2025,1,4835,1,2707,Cold Box Soprado,Sopradora,Silica,  4 ,  1 ,peça,4,2,40,0,  40 ,  10 ,  1 ,  14 ,8/19/2025,8/21/2025
144270,8/25/2025,1,4835,2,2708,Cold Box Soprado,Sopradora,Silica,"3,2","  1,00 ",peça,2,2,40,0,40,  20 ,  1 ,  28 ,8/19/2025,8/21/2025
144270,8/25/2025,1,4835,3,2709,Cold Box Soprado,Sopradora,Silica,"1,3","  1,00 ",peça,2,2,40,0,40,  20 ,  1 ,  28 ,8/19/2025,8/21/2025
145392,8/25/2025,2,4836,1,2715,Cold Box Soprado,Sopradora,Silica,  4 ,  1 ,peça,4,2,40,0,  40 ,  10 ,  1 ,  14 ,8/19/2025,8/21/2025
145392,8/25/2025,2,4836,2,2708,Cold Box Soprado,Sopradora,Silica,  3 ,  1 ,peça,2,2,40,0,  40 ,  20 ,  1 ,  28 ,8/19/2025,8/21/2025
145392,8/25/2025,2,4836,3,2709,Cold Box Soprado,Sopradora,Silica,  1 ,  1 ,peça,2,2,40,0,  40 ,  20 ,  1 ,  28 ,8/19/2025,8/21/2025
145151,8/25/2025,3,4858,1,2735,Cold Box Soprado,Sopradora,Silica,  1 ,  1 ,peça,14,1,70,0,  70 ,  5 ,  1 ,  7 ,8/19/2025,8/21/2025
145151,8/25/2025,3,4858,2,2736,Cold Box Soprado,Sopradora,Silica,  0 ,  1 ,peça,9,1,70,0,  70 ,  8 ,  1 ,  11 ,8/19/2025,8/21/2025
145636,8/25/2025,4,4689,1,113,Cold Box Gasado,Cold Box 4,Silica,  21 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/19/2025,8/21/2025
145636,8/25/2025,4,4689,2,114,Pep Set,Carrossel,Silica,  3 ,  1 ,peça,2,1,8,0,  8 ,  4 ,  1 ,  5 ,8/19/2025,8/21/2025
145636,8/25/2025,4,4689,3,115,Cold Box Gasado,Cold Box Pequena,Silica,  3 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/19/2025,8/21/2025
145655,8/25/2025,4,4690,1,113,Cold Box Gasado,Cold Box 4,Silica,21,"  1,00 ",peça,1,1,8,0,8,  8 ,  3 ,  20 ,8/19/2025,8/21/2025
145655,8/25/2025,4,4690,2,114,Pep Set,Carrossel,Silica,"2,665","  1,00 ",peça,2,1,8,0,8,  4 ,  1 ,  5 ,8/19/2025,8/21/2025
145655,8/25/2025,4,4690,3,98,Cold Box Gasado,Cold Box Pequena,Silica,  3 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/19/2025,8/21/2025
145637,8/25/2025,5,4689,1,113,Cold Box Gasado,Cold Box 4,Silica,  21 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/19/2025,8/21/2025
145637,8/25/2025,5,4689,2,114,Pep Set,Carrossel,Silica,  3 ,  1 ,peça,2,1,8,0,  8 ,  4 ,  1 ,  5 ,8/19/2025,8/21/2025
145637,8/25/2025,5,4689,3,115,Cold Box Gasado,Cold Box Pequena,Silica,  3 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/19/2025,8/21/2025
145637,8/25/2025,5,4689,4,386,Cold Box Soprado,Sopradora,Silica,  1 ,  1 ,peça,4,1,8,0,  8 ,  2 ,  1 ,  3 ,8/19/2025,8/21/2025
145656,8/25/2025,5,4690,1,113,Cold Box Gasado,Cold Box 4,Silica,  21 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/19/2025,8/21/2025
145656,8/25/2025,5,4690,2,114,Pep Set,Carrossel,Silica,  3 ,  1 ,peça,2,1,8,0,  8 ,  4 ,  1 ,  5 ,8/19/2025,8/21/2025
145656,8/25/2025,5,4690,3,98,Cold Box Gasado,Cold Box Pequena,Silica,  3 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/19/2025,8/21/2025
145656,8/25/2025,5,4690,4,385,Cold Box Soprado,Sopradora,Silica,  1 ,  1 ,peça,4,1,8,0,  8 ,  2 ,  1 ,  3 ,8/19/2025,8/21/2025
145638,8/25/2025,6,4689,1,113,Cold Box Gasado,Cold Box 4,Silica,21,"  1,00 ",peça,1,1,8,0,8,  8 ,  3 ,  20 ,8/19/2025,8/21/2025
145638,8/25/2025,6,4689,2,114,Pep Set,Carrossel,Silica,  3 ,  1 ,peça,2,1,8,0,  8 ,  4 ,  1 ,  5 ,8/19/2025,8/21/2025
145638,8/25/2025,6,4689,3,115,Cold Box Gasado,Cold Box Pequena,Silica,  3 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/19/2025,8/21/2025
145638,8/25/2025,6,4689,4,386,Cold Box Soprado,Sopradora,Silica,  1 ,  1 ,peça,4,1,8,0,  8 ,  2 ,  1 ,  3 ,8/19/2025,8/21/2025
145657,8/25/2025,6,4690,1,113,Cold Box Gasado,Cold Box 4,Silica,  21 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/19/2025,8/21/2025
145657,8/25/2025,6,4690,2,114,Pep Set,Carrossel,Silica,  3 ,  1 ,peça,2,1,8,0,  8 ,  4 ,  1 ,  5 ,8/19/2025,8/21/2025
145657,8/25/2025,6,4690,3,98,Cold Box Gasado,Cold Box Pequena,Silica,  3 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/19/2025,8/21/2025
145657,8/25/2025,6,4690,4,385,Cold Box Soprado,Sopradora,Silica,  1 ,  1 ,peça,4,1,8,0,  8 ,  2 ,  1 ,  3 ,8/19/2025,8/21/2025
145710,8/25/2025,7,4805,3,2692,Cold Box Soprado,Sopradora,Silica,  3 ,  1 ,peça,2,1,8,0,  8 ,  4 ,  1 ,  6 ,8/19/2025,8/21/2025
145710,8/25/2025,7,4805,4,2693,Cold Box Soprado,Sopradora,Silica,"0,93","  4,00 ",peça,4,1,8,0,32,  8 ,  1 ,  11 ,8/19/2025,8/21/2025
145710,8/25/2025,7,4805,5,2694,Pep Set,Vibrado,Silica,  77 ,  1 ,peça,1,2,8,0,  8 ,  8 ,  28 ,  224 ,8/19/2025,8/21/2025
145710,8/25/2025,7,4805,6,2695,Pep Set,Carrossel,Silica,  8 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  1 ,  10 ,8/19/2025,8/21/2025
145710,8/25/2025,7,4805,7,2696,Pep Set,Carrossel,Silica,"8,47","  1,00 ",peça,1,1,8,0,8,  8 ,  1 ,  10 ,8/19/2025,8/21/2025
145710,8/25/2025,7,4805,8,2697,Pep Set,Carrossel,Silica,  8 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  1 ,  10 ,8/19/2025,8/21/2025
145710,8/25/2025,7,4805,9,2698,Pep Set,Carrossel,Silica,  8 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  1 ,  10 ,8/19/2025,8/21/2025
145711,8/25/2025,8,4805,3,2692,Cold Box Soprado,Sopradora,Silica,  3 ,  1 ,peça,2,1,8,0,  8 ,  4 ,  1 ,  6 ,8/19/2025,8/21/2025
145711,8/25/2025,8,4805,4,2693,Cold Box Soprado,Sopradora,Silica,  1 ,  4 ,peça,4,1,8,0,  32 ,  8 ,  1 ,  11 ,8/19/2025,8/21/2025
145711,8/25/2025,8,4805,5,2694,Pep Set,Vibrado,Silica,  77 ,  1 ,peça,1,2,8,0,  8 ,  8 ,  28 ,  224 ,8/19/2025,8/21/2025
145711,8/25/2025,8,4805,6,2695,Pep Set,Carrossel,Silica,  8 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  1 ,  10 ,8/19/2025,8/21/2025
145711,8/25/2025,8,4805,7,2696,Pep Set,Carrossel,Silica,  8 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  1 ,  10 ,8/19/2025,8/21/2025
145711,8/25/2025,8,4805,8,2697,Pep Set,Carrossel,Silica,  8 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  1 ,  10 ,8/19/2025,8/21/2025
145711,8/25/2025,8,4805,9,2698,Pep Set,Carrossel,Silica,  8 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  1 ,  10 ,8/19/2025,8/21/2025
145629,8/25/2025,9,4755,1,116,Pep Set,Chão,Silica,  13 ,  1 ,peça,1,2,20,0,  20 ,  20 ,  15 ,  300 ,8/19/2025,8/21/2025
145629,8/25/2025,9,4755,2,117,Cold Box Soprado,Sopradora,Silica,  6 ,  1 ,peça,2,1,20,0,  20 ,  10 ,  1 ,  14 ,8/19/2025,8/21/2025
145629,8/25/2025,9,4755,3,2514,Cold Box Soprado,Sopradora,Silica,  3 ,  1 ,peça,4,1,20,0,  20 ,  5 ,  1 ,  7 ,8/19/2025,8/21/2025
145253,8/25/2025,10,946,1,102,Pep Set,Carrossel,Silica,  9 ,  1 ,peça,1,1,16,0,  16 ,  16 ,  1 ,  20 ,8/19/2025,8/21/2025
145253,8/25/2025,10,946,6,840,Cold Box Soprado,Sopradora,Silica,  2 ,  1 ,peça,4,1,16,0,  16 ,  4 ,  1 ,  6 ,8/19/2025,8/21/2025
145253,8/25/2025,10,946,3,104,Cold Box Soprado,Sopradora,Silica,  1 ,  1 ,peça,4,1,16,0,  16 ,  4 ,  1 ,  6 ,8/19/2025,8/21/2025
145481,8/22/2025,10,5170,3,2933,Pep Set,Chão,Cromita,  6 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  15 ,  120 ,8/20/2025,8/21/2025
145753,8/25/2025,11,947,1,87,Pep Set,Carrossel,Silica,  22 ,  1 ,peça,1,2,20,0,  20 ,  20 ,  1 ,  25 ,8/19/2025,8/21/2025
145753,8/25/2025,11,947,2,88,Pep Set,Carrossel,Silica,  16 ,  1 ,peça,1,2,20,0,  20 ,  20 ,  1 ,  25 ,8/19/2025,8/21/2025
145753,8/25/2025,11,947,3,89,Pep Set,Carrossel,Silica,  9 ,  1 ,peça,1,2,20,0,  20 ,  20 ,  1 ,  25 ,8/19/2025,8/21/2025
145753,8/25/2025,11,947,4,94,Pep Set,Carrossel,Silica,  5 ,  1 ,peça,1,2,20,0,  20 ,  20 ,  1 ,  25 ,8/19/2025,8/21/2025
145758,8/25/2025,13,945,1,90,Pep Set,Carrossel,Silica,  22 ,  1 ,peça,1,2,20,0,  20 ,  20 ,  1 ,  25 ,8/19/2025,8/21/2025
145758,8/25/2025,13,945,2,91,Pep Set,Carrossel,Silica,  16 ,  1 ,peça,1,2,20,0,  20 ,  20 ,  1 ,  25 ,8/19/2025,8/21/2025
145758,8/25/2025,13,945,3,92,Pep Set,Carrossel,Silica,  9 ,  1 ,peça,1,2,20,0,  20 ,  20 ,  1 ,  25 ,8/19/2025,8/21/2025
145758,8/25/2025,13,945,4,93,Pep Set,Carrossel,Silica,  5 ,  1 ,peça,1,2,20,0,  20 ,  20 ,  1 ,  25 ,8/19/2025,8/21/2025
145769,8/25/2025,14,4054,1,828,Pep Set,Chão,Silica,  20 ,  1 ,peça,1,2,12,0,  12 ,  12 ,  15 ,  180 ,8/19/2025,8/21/2025
145769,8/25/2025,14,4054,2,829,Pep Set,Carrossel,Silica,  27 ,  1 ,peça,1,1,12,0,  12 ,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145769,8/25/2025,14,4054,3,830,Pep Set,Carrossel,Silica,  6 ,  1 ,peça,1,1,12,0,  12 ,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145769,8/25/2025,14,4054,4,831,Pep Set,Carrossel,Silica,  6 ,  1 ,peça,1,1,12,0,  12 ,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145769,8/25/2025,14,4054,5,839,Pep Set,Carrossel,Silica,  1 ,  1 ,peça,1,2,12,0,  12 ,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145769,8/25/2025,14,4054,6,840,Cold Box Soprado,Sopradora,Silica,  2 ,  1 ,peça,4,1,12,0,  12 ,  3 ,  1 ,  4 ,8/19/2025,8/21/2025
145769,8/25/2025,14,4054,7,834,Cold Box Soprado,Sopradora,Silica,  1 ,  1 ,peça,4,1,12,0,  12 ,  3 ,  1 ,  4 ,8/19/2025,8/21/2025
145783,8/25/2025,15,4073,1,835,Pep Set,Chão,Silica,  20 ,  1 ,peça,1,2,12,0,  12 ,  12 ,  15 ,  180 ,8/19/2025,8/21/2025
145783,8/25/2025,15,4073,2,836,Pep Set,Carrossel,Silica,  27 ,  1 ,peça,1,1,12,0,  12 ,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145783,8/25/2025,15,4073,3,837,Pep Set,Carrossel,Silica,  6 ,  1 ,peça,1,1,12,0,  12 ,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145783,8/25/2025,15,4073,4,838,Pep Set,Carrossel,Silica,"6,1","  1,00 ",peça,1,1,12,0,12,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145783,8/25/2025,15,4073,5,839,Pep Set,Carrossel,Silica,"1,45","  1,00 ",peça,1,2,12,0,12,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145783,8/25/2025,15,4073,6,840,Cold Box Soprado,Sopradora,Silica,"1,56","  1,00 ",peça,4,1,12,0,12,  3 ,  1 ,  4 ,8/19/2025,8/21/2025
145783,8/25/2025,15,4073,7,841,Cold Box Soprado,Sopradora,Silica,  1 ,  1 ,peça,4,1,12,0,  12 ,  3 ,  1 ,  4 ,8/19/2025,8/21/2025
145795,8/25/2025,16,4621,1,2562,Pep Set,Carrossel,Silica,  4 ,  2 ,peça,1,1,6,0,  12 ,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145795,8/25/2025,16,4621,2,2563,Pep Set,Carrossel,Silica,  13 ,  2 ,peça,1,1,6,0,  12 ,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145795,8/25/2025,16,4621,3,2564,Pep Set,Carrossel,Silica,  13 ,  2 ,peça,1,1,6,0,  12 ,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145795,8/25/2025,16,4621,4,2565,Pep Set,Vibrado,Silica,  68 ,  1 ,peça,1,1,6,0,  6 ,  6 ,  28 ,  168 ,8/19/2025,8/21/2025
145795,8/25/2025,16,4621,5,2566,Pep Set,Carrossel,Silica,  13 ,  2 ,peça,1,1,6,0,  12 ,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145795,8/25/2025,16,4621,6,2567,Pep Set,Carrossel,Silica,  13 ,  2 ,peça,1,1,6,0,  12 ,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145795,8/25/2025,16,4621,7,2568,Pep Set,Carrossel,Silica,  9 ,  2 ,peça,1,1,6,0,  12 ,  12 ,  1 ,  15 ,8/19/2025,8/21/2025
145795,8/25/2025,16,4621,20,2629,Cold Box Soprado,Sopradora,Silica,  2 ,  3 ,peça,3,1,6,0,  18 ,  6 ,  1 ,  9 ,8/19/2025,8/21/2025
145957,8/25/2025,17,1008,1,668,Pep Set,Chão,Silica,  56 ,  1 ,peça,1,1,7,0,  7 ,  7 ,  15 ,  105 ,8/19/2025,8/21/2025
145957,8/25/2025,17,1008,2,669,Pep Set,Carrossel,Silica,  62 ,  1 ,peça,1,1,7,0,  7 ,  7 ,  1 ,  9 ,8/19/2025,8/21/2025
145957,8/25/2025,17,1008,3,670,Pep Set,Carrossel,Silica,"60,5","  1,00 ",peça,1,1,7,0,7,  7 ,  1 ,  9 ,8/19/2025,8/21/2025
145526,8/25/2025,18,4436,1,317,Cold Box Gasado,Cold Box Pequena,Silica,"0,315","  1,00 ",peça,1,1,56,0,56,  56 ,  3 ,  140 ,8/19/2025,8/21/2025
145526,8/25/2025,18,4436,30,2926,Pep Set,Carrossel,Silica,,  1 ,Lote,1,1,56,0,  1 ,  1 ,  1 ,  1 ,8/19/2025,8/21/2025
146131,8/25/2025,19,3965,1,2111,Cold Box Gasado,Cold Box Pequena,Silica,  0 ,  2 ,peça,2,1,24,0,  48 ,  24 ,  3 ,  60 ,8/19/2025,8/21/2025
146131,8/25/2025,19,3965,23,2907,Cold Box Gasado,Cold Box Pequena,Silica,  10 ,  1 ,Molde,2,1,24,0,  3 ,  2 ,  3 ,  4 ,8/19/2025,8/21/2025
146171,8/25/2025,19,4426,22,2906,Cold Box Gasado,Cold Box Pequena,Silica,  8 ,  1 ,Molde,2,1,48,0,  4 ,  2 ,  3 ,  5 ,8/19/2025,8/21/2025
146201,8/25/2025,19,4879,1,2776,Cold Box Gasado,Cold Box Pequena,Silica,,  1 ,peça,3,1,112,0,  112 ,  37 ,  3 ,  93 ,8/19/2025,8/21/2025
146201,8/25/2025,19,4879,21,2905,Cold Box Gasado,Cold Box Pequena,Silica,  5 ,  1 ,Molde,2,1,112,0,  7 ,  4 ,  3 ,  9 ,8/19/2025,8/21/2025
146202,8/25/2025,19,4878,1,2785,Cold Box Gasado,Cold Box Pequena,Silica,  4 ,  1 ,peça,1,1,12,0,  12 ,  12 ,  3 ,  30 ,8/19/2025,8/21/2025
146202,8/25/2025,19,4878,25,2921,Cold Box Gasado,Cold Box Pequena,Silica,  8 ,  1 ,Molde,2,1,12,0,  1 ,  1 ,  3 ,  1 ,8/19/2025,8/21/2025
146273,8/25/2025,19,4681,24,2908,Cold Box Gasado,Cold Box Pequena,Silica,"9,58","  1,00 ",Molde,2,1,15,0,1,  1 ,  3 ,  1 ,8/19/2025,8/21/2025
146602,8/25/2025,19,1793,22,2906,Cold Box Gasado,Cold Box Pequena,Silica,"7,92","  1,00 ",Molde,2,1,56,0,4,  2 ,  3 ,  5 ,8/19/2025,8/21/2025
145510,8/25/2025,20,4823,1,2575,Cold Box Soprado,Sopradora,Silica,"1,04","  2,00 ",peça,2,1,10,0,20,  10 ,  1 ,  14 ,8/19/2025,8/21/2025
145510,8/25/2025,20,4823,2,2576,Cold Box Soprado,Sopradora,Silica,  1 ,  1 ,peça,1,1,10,0,  10 ,  10 ,  1 ,  14 ,8/19/2025,8/21/2025
145510,8/25/2025,20,4823,3,2577,Cold Box Soprado,Sopradora,Silica,  1 ,  2 ,peça,4,1,10,0,  20 ,  5 ,  1 ,  7 ,8/19/2025,8/21/2025
145442,8/25/2025,21,4845,1,2879,Cold Box Gasado,Cold Box 4,Silica,  8 ,  1 ,peça,1,1,32,0,  32 ,  32 ,  3 ,  80 ,8/19/2025,8/21/2025
145442,8/25/2025,21,4845,2,2880,Pep Set,Carrossel,Silica,  7 ,  1 ,peça,1,1,32,0,  32 ,  32 ,  1 ,  40 ,8/19/2025,8/21/2025
145442,8/25/2025,21,4845,3,2881,Pep Set,Carrossel,Silica,  7 ,  1 ,peça,1,1,32,0,  32 ,  32 ,  1 ,  40 ,8/19/2025,8/21/2025
144271,8/26/2025,1,4835,1,2707,Cold Box Soprado,Sopradora,Silica,  4 ,  1 ,peça,4,2,40,0,  40 ,  10 ,  1 ,  14 ,8/20/2025,8/22/2025
144271,8/26/2025,1,4835,2,2708,Cold Box Soprado,Sopradora,Silica,  3 ,  1 ,peça,2,2,40,0,  40 ,  20 ,  1 ,  28 ,8/20/2025,8/22/2025
144271,8/26/2025,1,4835,3,2709,Cold Box Soprado,Sopradora,Silica,  1 ,  1 ,peça,2,2,40,0,  40 ,  20 ,  1 ,  28 ,8/20/2025,8/22/2025
145456,8/26/2025,2,4836,1,2715,Cold Box Soprado,Sopradora,Silica,  4 ,  1 ,peça,4,2,40,0,  40 ,  10 ,  1 ,  14 ,8/20/2025,8/22/2025
145456,8/26/2025,2,4836,2,2708,Cold Box Soprado,Sopradora,Silica,  3 ,  1 ,peça,2,2,40,0,  40 ,  20 ,  1 ,  28 ,8/20/2025,8/22/2025
145456,8/26/2025,2,4836,3,2709,Cold Box Soprado,Sopradora,Silica,"1,3","  1,00 ",peça,2,2,40,0,40,  20 ,  1 ,  28 ,8/20/2025,8/22/2025
144508,8/26/2025,3,4859,1,2735,Cold Box Soprado,Sopradora,Silica,"1,158","  1,00 ",peça,14,1,70,0,70,  5 ,  1 ,  7 ,8/20/2025,8/22/2025
144508,8/26/2025,3,4859,2,2736,Cold Box Soprado,Sopradora,Silica,"0,403","  1,00 ",peça,9,1,70,0,70,  8 ,  1 ,  11 ,8/20/2025,8/22/2025
145639,8/26/2025,4,4689,1,113,Cold Box Gasado,Cold Box 4,Silica,  21 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/20/2025,8/22/2025
145639,8/26/2025,4,4689,2,114,Pep Set,Carrossel,Silica,"2,665","  1,00 ",peça,2,1,8,0,8,  4 ,  1 ,  5 ,8/20/2025,8/22/2025
145639,8/26/2025,4,4689,3,115,Cold Box Gasado,Cold Box Pequena,Silica,  3 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/20/2025,8/22/2025
145639,8/26/2025,4,4689,4,386,Cold Box Soprado,Sopradora,Silica,  1 ,  1 ,peça,4,1,8,0,  8 ,  2 ,  1 ,  3 ,8/20/2025,8/22/2025
145639,8/26/2025,4,4689,20,2629,Cold Box Soprado,Sopradora,Silica,  2 ,  1 ,peça,3,1,8,0,  6 ,  2 ,  1 ,  3 ,8/20/2025,8/22/2025
145658,8/26/2025,4,4690,1,113,Cold Box Gasado,Cold Box 4,Silica,  21 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/20/2025,8/22/2025
145658,8/26/2025,4,4690,2,114,Pep Set,Carrossel,Silica,  3 ,  1 ,peça,2,1,8,0,  8 ,  4 ,  1 ,  5 ,8/20/2025,8/22/2025
145658,8/26/2025,4,4690,3,98,Cold Box Gasado,Cold Box Pequena,Silica,"3,025","  1,00 ",peça,1,1,8,0,8,  8 ,  3 ,  20 ,8/20/2025,8/22/2025
145658,8/26/2025,4,4690,4,385,Cold Box Soprado,Sopradora,Silica,"0,625","  1,00 ",peça,4,1,8,0,8,  2 ,  1 ,  3 ,8/20/2025,8/22/2025
145658,8/26/2025,4,4690,20,2629,Cold Box Soprado,Sopradora,Silica,"1,728","  0,75 ",peça,3,1,8,0,6,  2 ,  1 ,  3 ,8/20/2025,8/22/2025
145640,8/26/2025,5,4689,1,113,Cold Box Gasado,Cold Box 4,Silica,  21 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/20/2025,8/22/2025
145640,8/26/2025,5,4689,2,114,Pep Set,Carrossel,Silica,  3 ,  1 ,peça,2,1,8,0,  8 ,  4 ,  1 ,  5 ,8/20/2025,8/22/2025
145640,8/26/2025,5,4689,3,115,Cold Box Gasado,Cold Box Pequena,Silica,  3 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/20/2025,8/22/2025
145640,8/26/2025,5,4689,4,386,Cold Box Soprado,Sopradora,Silica,"0,625","  1,00 ",peça,4,1,8,0,8,  2 ,  1 ,  3 ,8/20/2025,8/22/2025
145640,8/26/2025,5,4689,20,2629,Cold Box Soprado,Sopradora,Silica,"1,728","  0,75 ",peça,3,1,8,0,6,  2 ,  1 ,  3 ,8/20/2025,8/22/2025
145659,8/26/2025,5,4690,1,113,Cold Box Gasado,Cold Box 4,Silica,  21 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  3 ,  20 ,8/20/2025,8/22/2025
145659,8/26/2025,5,4690,2,114,Pep Set,Carrossel,Silica,  3 ,  1 ,peça,2,1,8,0,  8 ,  4 ,  1 ,  5 ,8/20/2025,8/22/2025
145659,8/26/2025,5,4690,3,98,Cold Box Gasado,Cold Box Pequena,Silica,"3,025","  1,00 ",peça,1,1,8,0,8,  8 ,  3 ,  20 ,8/20/2025,8/22/2025
145659,8/26/2025,5,4690,4,385,Cold Box Soprado,Sopradora,Silica,"0,625","  1,00 ",peça,4,1,8,0,8,  2 ,  1 ,  3 ,8/20/2025,8/22/2025
145659,8/26/2025,5,4690,20,2629,Cold Box Soprado,Sopradora,Silica,"1,728","  0,75 ",peça,3,1,8,0,6,  2 ,  1 ,  3 ,8/20/2025,8/22/2025
145712,8/26/2025,6,4805,1,2690,Cold Box Gasado,Cold Box 4,Silica,  3 ,  2 ,peça,1,1,8,0,  16 ,  16 ,  3 ,  40 ,8/20/2025,8/22/2025
145712,8/26/2025,6,4805,2,2691,Cold Box Gasado,Cold Box 4,Silica,  3 ,  2 ,peça,1,1,8,0,  16 ,  16 ,  3 ,  40 ,8/20/2025,8/22/2025
145712,8/26/2025,6,4805,3,2692,Cold Box Soprado,Sopradora,Silica,  3 ,  1 ,peça,2,1,8,0,  8 ,  4 ,  1 ,  6 ,8/20/2025,8/22/2025
145712,8/26/2025,6,4805,4,2693,Cold Box Soprado,Sopradora,Silica,  1 ,  4 ,peça,4,1,8,0,  32 ,  8 ,  1 ,  11 ,8/20/2025,8/22/2025
145712,8/26/2025,6,4805,5,2694,Pep Set,Vibrado,Silica,  77 ,  1 ,peça,1,2,8,0,  8 ,  8 ,  28 ,  224 ,8/20/2025,8/22/2025
145712,8/26/2025,6,4805,6,2695,Pep Set,Carrossel,Silica,"8,47","  1,00 ",peça,1,1,8,0,8,  8 ,  1 ,  10 ,8/20/2025,8/22/2025
145712,8/26/2025,6,4805,7,2696,Pep Set,Carrossel,Silica,  8 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  1 ,  10 ,8/20/2025,8/22/2025
145712,8/26/2025,6,4805,8,2697,Pep Set,Carrossel,Silica,  8 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  1 ,  10 ,8/20/2025,8/22/2025
145712,8/26/2025,6,4805,9,2698,Pep Set,Carrossel,Silica,  8 ,  1 ,peça,1,1,8,0,  8 ,  8 ,  1 ,  10 ,8/20/2025,8/22/2025
