_kp_producao,dataFusao,ordenacao,_kp_fichaTecnica,caixa,processo,recurso,areia,peso,qtd_machos,qtd_machosPor,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,Qtd. Moldes,Tempo de Ciclo (por molde),Tempo Total (minutos),not_before_date,deadline
145314,8/7/2025,12,4805,1,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,8/1/2025,8/5/2025
145314,8/7/2025,12,4805,2,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,8/1/2025,8/5/2025
145314,8/7/2025,12,4805,3,Cold Box Soprado,Sopradora,Silica,3, 1.00 ,peça,2,1,8,0,8,4,1.42, 6 ,8/1/2025,8/5/2025
145314,8/7/2025,12,4805,4,Cold Box Soprado,Sopradora,Silica,0.930 ,4,peça,4,1,8,0,32,8,1.42, 11 ,8/1/2025,8/5/2025
145314,8/7/2025,12,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,0,8,8,28, 224 ,8/1/2025,8/5/2025
145314,8/7/2025,12,4805,6,Pep Set,Carrossel,Silica,8.47, 1.00 ,peça,1,1,8,0,8,8,1.25, 10 ,8/1/2025,8/5/2025
145314,8/7/2025,12,4805,7,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,8/1/2025,8/5/2025
145314,8/7/2025,12,4805,8,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,8/1/2025,8/5/2025
145314,8/7/2025,12,4805,9,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,8/1/2025,8/5/2025
145314,8/7/2025,12,4805,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,8,0,12,4,1.42, 6 ,8/1/2025,8/5/2025
145324,8/7/2025,13,947,1,Pep Set,Carrossel,Silica,22.3, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,8/1/2025,8/5/2025
145324,8/7/2025,13,947,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,0,20,20,1.25, 25 ,8/1/2025,8/5/2025
145324,8/7/2025,13,947,3,Pep Set,Carrossel,Silica,8.57, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,8/1/2025,8/5/2025
145324,8/7/2025,13,947,4,Pep Set,Carrossel,Silica,5.34, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,8/1/2025,8/5/2025
145332,8/7/2025,14,945,1,Pep Set,Carrossel,Silica,22.3, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,8/1/2025,8/5/2025
145332,8/7/2025,14,945,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,0,20,20,1.25, 25 ,8/1/2025,8/5/2025
145332,8/7/2025,14,945,3,Pep Set,Carrossel,Silica,8.570 ,1,peça,1,2,20,0,20,20,1.25, 25 ,8/1/2025,8/5/2025
145332,8/7/2025,14,945,4,Pep Set,Carrossel,Silica,5.340 ,1,peça,1,2,20,0,20,20,1.25, 25 ,8/1/2025,8/5/2025
145274,8/7/2025,16,944,1,Pep Set,Carrossel,Silica,9.100 ,1,peça,1,1,16,0,16,16,1.25, 20 ,8/1/2025,8/5/2025
145274,8/7/2025,16,944,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,16,0,16,4,1.42, 6 ,8/1/2025,8/5/2025
145274,8/7/2025,16,944,3,Cold Box Soprado,Sopradora,Silica,1.16, 1.00 ,peça,4,1,16,0,16,4,1.42, 6 ,8/1/2025,8/5/2025
145274,8/7/2025,16,944,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,16,0,24,8,1.42, 11 ,8/1/2025,8/5/2025
146066,8/7/2025,17,2133,23,Cold Box Gasado,Cold Box Pequena,Silica,10.400 ,1,Molde,2,1,378,0,14,7,2.5, 18 ,8/1/2025,8/5/2025
145579,8/7/2025,18,3345,1,Pep Set,Vibrado,Silica,106.000 ,1,peça,1,1,6,0,6,6,28, 168 ,8/1/2025,8/5/2025
145200,8/7/2025,19,4396,1,Cold Box Soprado,Sopradora,Silica,11.400 ,1,peça,1,1,40,0,40,40,1.42, 57 ,8/1/2025,8/5/2025
145487,8/8/2025,1,5000,1,Pep Set,Chão,Silica,55.2, 1.00 ,peça,1,1,10,0,10,10,15, 150 ,8/4/2025,8/6/2025
145487,8/8/2025,1,5000,2,Pep Set,Carrossel,Silica,6.600 ,1,peça,1,1,10,0,10,10,1.25, 13 ,8/4/2025,8/6/2025
144595,8/8/2025,2,585,1,Cold Box Gasado,Cold Box 4,Silica,8.57, 1.00 ,peça,1,1,12,0,12,12,2.5, 30 ,8/4/2025,8/6/2025
144595,8/8/2025,2,585,2,Cold Box Gasado,Cold Box 4,Silica,3.225 ,1,peça,2,1,12,0,12,6,2.5, 15 ,8/4/2025,8/6/2025
144244,8/7/2025,3,4999,3,Pep Set,Chão,Cromita,9.100 ,1,peça,1,1,10,0,10,10,15, 150 ,8/5/2025,8/6/2025
145390,8/8/2025,3,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/4/2025,8/6/2025
145390,8/8/2025,3,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/4/2025,8/6/2025
145390,8/8/2025,3,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/4/2025,8/6/2025
145390,8/8/2025,3,4689,4,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8,2,1.42, 3 ,8/4/2025,8/6/2025
145390,8/8/2025,3,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/4/2025,8/6/2025
145391,8/8/2025,3,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/4/2025,8/6/2025
145391,8/8/2025,3,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/4/2025,8/6/2025
145391,8/8/2025,3,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,8/4/2025,8/6/2025
145391,8/8/2025,3,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/4/2025,8/6/2025
145391,8/8/2025,3,4690,20,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6,2,1.42, 3 ,8/4/2025,8/6/2025
145594,8/8/2025,4,4982,25,Cold Box Gasado,Cold Box Pequena,Silica,7.800 ,1,Molde,2,1,192,0,4,2,2.5, 5 ,8/4/2025,8/6/2025
145595,8/8/2025,4,4734,1,Cold Box Gasado,Cold Box Pequena,Silica,1.050 ,1,peça,2,2,96,0,96,48,2.5, 120 ,8/4/2025,8/6/2025
145684,8/8/2025,4,5072,25,Cold Box Gasado,Cold Box Pequena,Silica,7.8, 1.00 ,Molde,2,1,240,0,5,2.5,2.5, 6 ,8/4/2025,8/6/2025
145804,8/8/2025,5,4683,1,Pep Set,Chão,Silica,4.970 ,1,peça,1,1,28,0,28,28,15, 420 ,8/4/2025,8/6/2025
145804,8/8/2025,5,4683,2,Pep Set,Carrossel,Silica,2.620 ,1,peça,1,1,28,0,28,28,1.25, 35 ,8/4/2025,8/6/2025
145804,8/8/2025,5,4683,3,Pep Set,Carrossel,Silica,2.580 ,1,peça,1,1,28,0,28,28,1.25, 35 ,8/4/2025,8/6/2025
145804,8/8/2025,5,4683,4,Pep Set,Carrossel,Silica,1.1, 2.00 ,peça,1,1,28,0,56,56,1.25, 70 ,8/4/2025,8/6/2025
145315,8/8/2025,6,4805,1,Cold Box Gasado,Cold Box 4,Silica,3.294, 2.00 ,peça,1,1,8,0,16,16,2.5, 40 ,8/4/2025,8/6/2025
145315,8/8/2025,6,4805,2,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,8/4/2025,8/6/2025
145315,8/8/2025,6,4805,3,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,1,8,0,8,4,1.42, 6 ,8/4/2025,8/6/2025
145315,8/8/2025,6,4805,4,Cold Box Soprado,Sopradora,Silica,0.930 ,4,peça,4,1,8,0,32,8,1.42, 11 ,8/4/2025,8/6/2025
145315,8/8/2025,6,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,0,8,8,28, 224 ,8/4/2025,8/6/2025
145315,8/8/2025,6,4805,6,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,8/4/2025,8/6/2025
145315,8/8/2025,6,4805,7,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,8/4/2025,8/6/2025
145315,8/8/2025,6,4805,8,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,8/4/2025,8/6/2025
145315,8/8/2025,6,4805,9,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,8/4/2025,8/6/2025
145315,8/8/2025,6,4805,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,8,0,12,4,1.42, 6 ,8/4/2025,8/6/2025
145500,8/8/2025,7,4755,1,Pep Set,Chão,Silica,12.5, 1.00 ,peça,1,2,20,0,20,20,15, 300 ,8/4/2025,8/6/2025
145500,8/8/2025,7,4755,2,Cold Box Soprado,Sopradora,Silica,6.400 ,1,peça,2,1,20,0,20,10,1.42, 14 ,8/4/2025,8/6/2025
145500,8/8/2025,7,4755,3,Cold Box Soprado,Sopradora,Silica,3.460 ,1,peça,4,1,20,0,20,5,1.42, 7 ,8/4/2025,8/6/2025
145499,8/8/2025,8,151,1,Cold Box Gasado,Cold Box Pequena,Silica,0.620 ,0.5,peça,2,2,288,0,144,72,2.5, 180 ,8/4/2025,8/6/2025
145499,8/8/2025,8,151,2,Cold Box Gasado,Cold Box Pequena,Silica,0.62, 0.50 ,peça,2,2,288,0,144,72,2.5, 180 ,8/4/2025,8/6/2025
145092,8/8/2025,9,5155,25,Pep Set,Carrossel,Silica,4.800 ,1,Molde,2,1,216,0,12,6,1.25, 8 ,8/4/2025,8/6/2025
146067,8/8/2025,10,2133,23,Cold Box Gasado,Cold Box Pequena,Silica,10.400 ,1,Molde,2,1,378,0,14,7,2.5, 18 ,8/4/2025,8/6/2025
145325,8/8/2025,12,947,1,Pep Set,Carrossel,Silica,22.300 ,1,peça,1,2,20,0, 20 ,20,1.25, 25 ,8/4/2025,8/6/2025
145325,8/8/2025,12,947,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,0,20,20,1.25, 25 ,8/4/2025,8/6/2025
145325,8/8/2025,12,947,3,Pep Set,Carrossel,Silica,8.570 ,1,peça,1,2,20,0,20,20,1.25, 25 ,8/4/2025,8/6/2025
145325,8/8/2025,12,947,4,Pep Set,Carrossel,Silica,5.34, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,8/4/2025,8/6/2025
145997,8/8/2025,13,1604,1,Pep Set,Chão,Silica,56.000 ,1,peça,1,1,6,0,6,6,15, 90 ,8/4/2025,8/6/2025
146002,8/8/2025,13,2513,1,Pep Set,Chão,Silica,22.500 ,1,peça,1,1,2,0, 2 ,2,15, 30 ,8/4/2025,8/6/2025
146006,8/8/2025,13,4788,1,Pep Set,Carrossel,Silica,1.322, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,8/4/2025,8/6/2025
145093,8/8/2025,14,5155,25,Pep Set,Carrossel,Silica,4.8, 1.00 ,Molde,2,1,216,0,12,6,1.25, 8 ,8/4/2025,8/6/2025
145334,8/8/2025,15,198,1,Pep Set,Chão,Silica,27.000 ,1,peça,1,2,24,0,24,24,15, 360 ,8/4/2025,8/6/2025
145333,8/8/2025,16,945,1,Pep Set,Carrossel,Silica,22.300 ,1,peça,1,2,20,0,20,20,1.25, 25 ,8/4/2025,8/6/2025
145333,8/8/2025,16,945,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,0,20,20,1.25, 25 ,8/4/2025,8/6/2025
145333,8/8/2025,16,945,3,Pep Set,Carrossel,Silica,8.57, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,8/4/2025,8/6/2025
145333,8/8/2025,16,945,4,Pep Set,Carrossel,Silica,5.340 ,1,peça,1,2,20,0,20,20,1.25, 25 ,8/4/2025,8/6/2025
145275,8/8/2025,17,944,1,Pep Set,Carrossel,Silica,9.1, 1.00 ,peça,1,1,16,0,16,16,1.25, 20 ,8/4/2025,8/6/2025
145275,8/8/2025,17,944,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,16,0,16,4,1.42, 6 ,8/4/2025,8/6/2025
145275,8/8/2025,17,944,3,Cold Box Soprado,Sopradora,Silica,1.160 ,1,peça,4,1,16,0,16,4,1.42, 6 ,8/4/2025,8/6/2025
145275,8/8/2025,17,944,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,16,0,24,8,1.42, 11 ,8/4/2025,8/6/2025
145580,8/8/2025,18,3345,1,Pep Set,Vibrado,Silica,106, 1.00 ,peça,1,1,6,0,6,6,28, 168 ,8/4/2025,8/6/2025
145316,8/8/2025,19,4805,1,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,8/4/2025,8/6/2025
145316,8/8/2025,19,4805,2,Cold Box Gasado,Cold Box 4,Silica,3.294, 2.00 ,peça,1,1,8,0,16,16,2.5, 40 ,8/4/2025,8/6/2025
145316,8/8/2025,19,4805,3,Cold Box Soprado,Sopradora,Silica,3, 1.00 ,peça,2,1,8,0,8,4,1.42, 6 ,8/4/2025,8/6/2025
145316,8/8/2025,19,4805,4,Cold Box Soprado,Sopradora,Silica,0.93, 4.00 ,peça,4,1,8,0,32,8,1.42, 11 ,8/4/2025,8/6/2025
145316,8/8/2025,19,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,0,8,8,28, 224 ,8/4/2025,8/6/2025
145316,8/8/2025,19,4805,6,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,8/4/2025,8/6/2025
145316,8/8/2025,19,4805,7,Pep Set,Carrossel,Silica,8.47, 1.00 ,peça,1,1,8,0,8,8,1.25, 10 ,8/4/2025,8/6/2025
145316,8/8/2025,19,4805,8,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,8/4/2025,8/6/2025
145316,8/8/2025,19,4805,9,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,8/4/2025,8/6/2025
145316,8/8/2025,19,4805,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,8,0,12,4,1.42, 6 ,8/4/2025,8/6/2025
146001,8/8/2025,13,1728,1,Pep Set,Chão,Cromita,13.500 ,1,peça,1,1,2,0,2,2,15, 30 ,8/6/2025,8/7/2025
146003,8/8/2025,13,4678,1,Pep Set,Chão,Cromita,,1,peça,1,1,4,0,4,4,15, 60 ,8/6/2025,8/7/2025
146005,8/8/2025,13,4785,1,Cold Box Gasado,Cold Box 4,Cromita,2.764 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/6/2025,8/7/2025
145276,8/11/2025,,944,1,Pep Set,Carrossel,Silica,9.100 ,1,peça,1,1,16,0,16,16,1.25, 20 ,8/5/2025,8/7/2025
145276,8/11/2025,,944,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,16,0,16,4,1.42, 6 ,8/5/2025,8/7/2025
145276,8/11/2025,,944,3,Cold Box Soprado,Sopradora,Silica,1.16, 1.00 ,peça,4,1,16,0,16,4,1.42, 6 ,8/5/2025,8/7/2025
145276,8/11/2025,,944,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,16,0,24,8,1.42, 11 ,8/5/2025,8/7/2025
145360,8/9/2025,,4690,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145360,8/9/2025,,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145360,8/9/2025,,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145360,8/9/2025,,4690,4,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145360,8/9/2025,,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145361,8/9/2025,,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145361,8/9/2025,,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145361,8/9/2025,,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145361,8/9/2025,,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145361,8/9/2025,,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145362,8/9/2025,,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145362,8/9/2025,,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0, 8 ,4,1.25, 5 ,8/5/2025,8/7/2025
145362,8/9/2025,,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145362,8/9/2025,,4690,4,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145362,8/9/2025,,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145363,8/9/2025,,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145363,8/9/2025,,4690,2,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145363,8/9/2025,,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145363,8/9/2025,,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145363,8/9/2025,,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145364,8/9/2025,,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145364,8/9/2025,,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0, 8 ,4,1.25, 5 ,8/5/2025,8/7/2025
145364,8/9/2025,,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145364,8/9/2025,,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145364,8/9/2025,,4690,20,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145365,8/9/2025,,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145365,8/9/2025,,4690,2,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145365,8/9/2025,,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145365,8/9/2025,,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145365,8/9/2025,,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145376,8/9/2025,,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145376,8/9/2025,,4689,2,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145376,8/9/2025,,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145376,8/9/2025,,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145376,8/9/2025,,4689,20,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145377,8/9/2025,,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145377,8/9/2025,,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145377,8/9/2025,,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145377,8/9/2025,,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0, 8 ,2,1.42, 3 ,8/5/2025,8/7/2025
145377,8/9/2025,,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145378,8/9/2025,,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145378,8/9/2025,,4689,2,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145378,8/9/2025,,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145378,8/9/2025,,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145378,8/9/2025,,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0, 6 ,2,1.42, 3 ,8/5/2025,8/7/2025
145379,8/9/2025,,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145379,8/9/2025,,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145379,8/9/2025,,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145379,8/9/2025,,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145379,8/9/2025,,4689,20,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145380,8/9/2025,,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145380,8/9/2025,,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145380,8/9/2025,,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145380,8/9/2025,,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145380,8/9/2025,,4689,20,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145381,8/9/2025,,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145381,8/9/2025,,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145381,8/9/2025,,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0, 8 ,8,2.5, 20 ,8/5/2025,8/7/2025
145381,8/9/2025,,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145381,8/9/2025,,4689,20,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145382,8/9/2025,,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145382,8/9/2025,,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145382,8/9/2025,,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145382,8/9/2025,,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145382,8/9/2025,,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145383,8/9/2025,,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145383,8/9/2025,,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145383,8/9/2025,,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145383,8/9/2025,,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
