_kp_producao,dataFusao,ordenacao,_kp_fichaTecnica,caixa,processo,recurso,areia,peso,qtd_machos,qtd_machosPor,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,Qtd. Moldes,Tempo de Ciclo (por molde),Tempo Total (minutos),not_before_date,deadline
145383,8/9/2025,,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145384,8/9/2025,,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145384,8/9/2025,,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145384,8/9/2025,,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145384,8/9/2025,,4689,4,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145384,8/9/2025,,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145385,8/9/2025,,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145385,8/9/2025,,4689,2,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145385,8/9/2025,,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145385,8/9/2025,,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145385,8/9/2025,,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145386,8/9/2025,,4690,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145386,8/9/2025,,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145386,8/9/2025,,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145386,8/9/2025,,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145386,8/9/2025,,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145387,8/9/2025,,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145387,8/9/2025,,4690,2,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145387,8/9/2025,,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145387,8/9/2025,,4690,4,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145387,8/9/2025,,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145388,8/9/2025,,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145388,8/9/2025,,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145388,8/9/2025,,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145388,8/9/2025,,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145388,8/9/2025,,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145389,8/9/2025,,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145389,8/9/2025,,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145389,8/9/2025,,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145389,8/9/2025,,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145389,8/9/2025,,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145453,8/9/2025,,4689,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145453,8/9/2025,,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145453,8/9/2025,,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145453,8/9/2025,,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145453,8/9/2025,,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145454,8/9/2025,,4690,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145454,8/9/2025,,4690,2,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145454,8/9/2025,,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145454,8/9/2025,,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145454,8/9/2025,,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145491,8/11/2025,,945,1,Pep Set,Carrossel,Silica,22.300 ,1,peça,1,2,20,0,20,20,1.25, 25 ,8/5/2025,8/7/2025
145491,8/11/2025,,945,2,Pep Set,Carrossel,Silica,16.1, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,8/5/2025,8/7/2025
145491,8/11/2025,,945,3,Pep Set,Carrossel,Silica,8.570 ,1,peça,1,2,20,0,20,20,1.25, 25 ,8/5/2025,8/7/2025
145491,8/11/2025,,945,4,Pep Set,Carrossel,Silica,5.340 ,1,peça,1,2,20,0,20,20,1.25, 25 ,8/5/2025,8/7/2025
145509,8/11/2025,,4823,1,Cold Box Soprado,Sopradora,Silica,1.040 ,2,peça,2,1,10,0,20,10,1.42, 14 ,8/5/2025,8/7/2025
145509,8/11/2025,,4823,2,Cold Box Soprado,Sopradora,Silica,0.700 ,1,peça,1,1,10,0,10,10,1.42, 14 ,8/5/2025,8/7/2025
145509,8/11/2025,,4823,3,Cold Box Soprado,Sopradora,Silica,1.148, 2.00 ,peça,4,1,10,0,20,5,1.42, 7 ,8/5/2025,8/7/2025
145547,8/9/2025,,4690,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145547,8/9/2025,,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145547,8/9/2025,,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145547,8/9/2025,,4690,4,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145547,8/9/2025,,4690,20,Cold Box Soprado,Sopradora,Silica,1.728,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145548,8/11/2025,,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145548,8/11/2025,,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145548,8/11/2025,,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145548,8/11/2025,,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145548,8/11/2025,,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145550,8/9/2025,,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145550,8/9/2025,,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145550,8/9/2025,,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145550,8/9/2025,,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145550,8/9/2025,,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145551,8/11/2025,,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145551,8/11/2025,,4689,2,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,8/5/2025,8/7/2025
145551,8/11/2025,,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,8/5/2025,8/7/2025
145551,8/11/2025,,4689,4,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8,2,1.42, 3 ,8/5/2025,8/7/2025
145551,8/11/2025,,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,8/5/2025,8/7/2025
145581,8/11/2025,,3345,1,Pep Set,Vibrado,Silica,106.000 ,1,peça,1,1,6,0,6,6,28, 168 ,8/5/2025,8/7/2025
145733,8/11/2025,,4591,1,Cold Box Soprado,Sopradora,Silica,0.800 ,1,peça,6,1,440,0,440,73.33333333,1.42, 104 ,8/5/2025,8/7/2025
145452,8/12/2025,,2331,1,Pep Set,Vibrado,Silica,36.000 ,1,peça,1,1,7,0,7,7,28, 196 ,8/6/2025,8/8/2025
145561,8/12/2025,,4550,1,Cold Box Gasado,Cold Box Pequena,Silica,4.860 ,0.5,peça,1,1,240,0,120,120,2.5, 300 ,8/6/2025,8/8/2025
145561,8/12/2025,,4550,2,Cold Box Gasado,Cold Box Pequena,Silica,4.86, 0.50 ,peça,1,1,240,0,120,120,2.5, 300 ,8/6/2025,8/8/2025
145582,8/12/2025,,3345,1,Pep Set,Vibrado,Silica,106, 1.00 ,peça,1,1,6,0,6,6,28, 168 ,8/6/2025,8/8/2025
145497,8/13/2025,,4042,1,Cold Box Gasado,Cold Box Pequena,Silica,1.2, 1.00 ,peça,1,1,98,0,98,98,2.5, 245 ,8/7/2025,8/11/2025
145497,8/13/2025,,4042,22,Cold Box Gasado,Cold Box Pequena,Silica,7.920 ,1,Molde,2,1,98,0, 7 ,3.5,2.5, 9 ,8/7/2025,8/11/2025
145519,8/14/2025,,151,1,Cold Box Gasado,Cold Box Pequena,Silica,0.620 ,0.5,peça,2,2,224,0,112,56,2.5, 140 ,8/8/2025,8/12/2025
145519,8/14/2025,,151,2,Cold Box Gasado,Cold Box Pequena,Silica,0.620 ,0.5,peça,2,2,224,0,112,56,2.5, 140 ,8/8/2025,8/12/2025
145583,8/14/2025,,3345,1,Pep Set,Vibrado,Silica,106.000 ,1,peça,1,1,6,0,6,6,28, 168 ,8/8/2025,8/12/2025
145735,8/14/2025,,4588,1,Cold Box Gasado,Cold Box Pequena,Silica,0.530 ,1,peça,1,2,120,0,120,120,2.5, 300 ,8/8/2025,8/12/2025
145584,8/15/2025,,3345,1,Pep Set,Vibrado,Silica,106, 1.00 ,peça,1,1,6,0,6,6,28, 168 ,8/11/2025,8/13/2025
