_kf_producao,dataFusao,ordenacao,_kf_fichaTecnica,caixa,_kf_macho,processo,recurso,areia,peso,qtd_machos,qtd_machosPor,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,Qtd. Moldes,Tempo de Ciclo (por molde), Tempo Total (minutos) , NOT BEFORE DATE , DEADLINE 
146135,8/28/2025,8,2402,3,1488,Cold Box Gasado,Cold Box Pequena,Silica,0.08, 2.00 ,peça,2,1,32,0,64, 32 , 3 , 80 ,8/22/2025,8/26/2025
145769,8/28/2025,9,4054,1,828,Pep Set,Chão,Silica,20, 1.00 ,peça,1,2,12,8,4, 4 , 15 , 60 ,8/22/2025,8/26/2025
145769,8/28/2025,9,4054,7,834,Cold Box Soprado,Sopradora,Silica, 1 , 1 ,peça,4,1,12,0, 12 , 3 , 1 , 4 ,8/22/2025,8/26/2025
145644,8/28/2025,10,4689,1,113,Cold Box Gasado,Cold Box 4,Silica, 21 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/22/2025,8/26/2025
145644,8/28/2025,10,4689,2,114,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8, 4 , 1 , 5 ,8/22/2025,8/26/2025
145644,8/28/2025,10,4689,3,115,Cold Box Gasado,Cold Box Pequena,Silica, 3 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/22/2025,8/26/2025
145644,8/28/2025,10,4689,4,386,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8, 2 , 1 , 3 ,8/22/2025,8/26/2025
145644,8/28/2025,10,4689,20,2629,Cold Box Soprado,Sopradora,Silica, 2 , 1 ,peça,3,1,8,0, 6 , 2 , 1 , 3 ,8/22/2025,8/26/2025
145663,8/28/2025,10,4690,1,113,Cold Box Gasado,Cold Box 4,Silica, 21 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/22/2025,8/26/2025
145663,8/28/2025,10,4690,2,114,Pep Set,Carrossel,Silica, 3 , 1 ,peça,2,1,8,0, 8 , 4 , 1 , 5 ,8/22/2025,8/26/2025
145663,8/28/2025,10,4690,3,98,Cold Box Gasado,Cold Box Pequena,Silica, 3 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/22/2025,8/26/2025
145663,8/28/2025,10,4690,4,385,Cold Box Soprado,Sopradora,Silica, 1 , 1 ,peça,4,1,8,0, 8 , 2 , 1 , 3 ,8/22/2025,8/26/2025
145663,8/28/2025,10,4690,20,2629,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6, 2 , 1 , 3 ,8/22/2025,8/26/2025
145714,8/28/2025,11,4805,3,2692,Cold Box Soprado,Sopradora,Silica,3, 1.00 ,peça,2,1,8,0,8, 4 , 1 , 6 ,8/22/2025,8/26/2025
145714,8/28/2025,11,4805,4,2693,Cold Box Soprado,Sopradora,Silica, 1 , 4 ,peça,4,1,8,0, 32 , 8 , 1 , 11 ,8/22/2025,8/26/2025
145714,8/28/2025,11,4805,5,2694,Pep Set,Vibrado,Silica, 77 , 1 ,peça,1,2,8,0, 8 , 8 , 28 , 224 ,8/22/2025,8/26/2025
145714,8/28/2025,11,4805,6,2695,Pep Set,Carrossel,Silica, 8 , 1 ,peça,1,1,8,0, 8 , 8 , 1 , 10 ,8/22/2025,8/26/2025
145714,8/28/2025,11,4805,7,2696,Pep Set,Carrossel,Silica,8.47, 1.00 ,peça,1,1,8,0,8, 8 , 1 , 10 ,8/22/2025,8/26/2025
145714,8/28/2025,11,4805,8,2697,Pep Set,Carrossel,Silica, 8 , 1 ,peça,1,1,8,0, 8 , 8 , 1 , 10 ,8/22/2025,8/26/2025
145714,8/28/2025,11,4805,9,2698,Pep Set,Carrossel,Silica, 8 , 1 ,peça,1,1,8,0, 8 , 8 , 1 , 10 ,8/22/2025,8/26/2025
145714,8/28/2025,11,4805,20,2629,Cold Box Soprado,Sopradora,Silica, 2 , 2 ,peça,3,1,8,0, 12 , 4 , 1 , 6 ,8/22/2025,8/26/2025
145921,8/28/2025,12,947,1,87,Pep Set,Carrossel,Silica, 22 , 1 ,peça,1,2,20,0, 20 , 20 , 1 , 25 ,8/22/2025,8/26/2025
145921,8/28/2025,12,947,2,88,Pep Set,Carrossel,Silica, 16 , 1 ,peça,1,2,20,0, 20 , 20 , 1 , 25 ,8/22/2025,8/26/2025
145921,8/28/2025,12,947,3,89,Pep Set,Carrossel,Silica,8.57, 1.00 ,peça,1,2,20,0,20, 20 , 1 , 25 ,8/22/2025,8/26/2025
145921,8/28/2025,12,947,4,94,Pep Set,Carrossel,Silica, 5 , 1 ,peça,1,2,20,0, 20 , 20 , 1 , 25 ,8/22/2025,8/26/2025
145282,8/28/2025,13,944,1,99,Pep Set,Carrossel,Silica,9.1, 1.00 ,peça,1,1,16,0,16, 16 , 1 , 20 ,8/22/2025,8/26/2025
145282,8/28/2025,13,944,6,840,Cold Box Soprado,Sopradora,Silica,1.56, 1.00 ,peça,4,1,16,0,16, 4 , 1 , 6 ,8/22/2025,8/26/2025
145282,8/28/2025,13,944,20,2629,Cold Box Soprado,Sopradora,Silica,1.728, 1.50 ,peça,3,1,16,0,24, 8 , 1 , 11 ,8/22/2025,8/26/2025
144900,8/28/2025,14,2935,2,1252,Pep Set,Carrossel,Silica,22.02, 1.00 ,peça,1,1,16,0,16, 16 , 1 , 20 ,8/22/2025,8/26/2025
144900,8/28/2025,14,2935,3,1253,Pep Set,Carrossel,Silica, 16 , 1 ,peça,1,1,16,0, 16 , 16 , 1 , 20 ,8/22/2025,8/26/2025
144900,8/28/2025,14,2935,4,1254,Pep Set,Carrossel,Silica,4.5, 1.00 ,peça,1,1,16,0,16, 16 , 1 , 20 ,8/22/2025,8/26/2025
144900,8/28/2025,14,2935,5,1255,Pep Set,Carrossel,Silica,4, 1.00 ,peça,1,1,16,0,16, 16 , 1 , 20 ,8/22/2025,8/26/2025
144900,8/28/2025,14,2935,1,1251,Pep Set,Carrossel,Silica, 31 , 1 ,peça,1,1,16,0, 16 , 16 , 1 , 20 ,8/22/2025,8/26/2025
145806,8/28/2025,16,4683,1,2589,Pep Set,Chão,Silica, 5 , 1 ,peça,1,1,24,0, 24 , 24 , 15 , 360 ,8/22/2025,8/26/2025
145806,8/28/2025,16,4683,2,2590,Pep Set,Carrossel,Silica, 3 , 1 ,peça,1,1,24,0, 24 , 24 , 1 , 30 ,8/22/2025,8/26/2025
145806,8/28/2025,16,4683,3,2591,Pep Set,Carrossel,Silica, 3 , 1 ,peça,1,1,24,0, 24 , 24 , 1 , 30 ,8/22/2025,8/26/2025
145806,8/28/2025,16,4683,4,2592,Pep Set,Carrossel,Silica,1.1, 2.00 ,peça,1,1,24,0,48, 48 , 1 , 60 ,8/22/2025,8/26/2025
145512,8/28/2025,17,4822,1,2612,Cold Box Soprado,Sopradora,Silica, 0 , 2 ,peça,6,1,12,0, 24 , 4 , 1 , 6 ,8/22/2025,8/26/2025
145512,8/28/2025,17,4822,2,2574,Cold Box Soprado,Sopradora,Silica, 0 , 2 ,peça,6,1,12,0, 24 , 4 , 1 , 6 ,8/22/2025,8/26/2025
145967,8/28/2025,18,948,1,1211,Pep Set,Chão,Silica,22.5, 1.00 ,peça,1,1,14,0,14, 14 , 15 , 210 ,8/22/2025,8/26/2025
145761,8/28/2025,19,945,1,90,Pep Set,Carrossel,Silica, 22 , 1 ,peça,1,2,20,0, 20 , 20 , 1 , 25 ,8/22/2025,8/26/2025
145761,8/28/2025,19,945,2,91,Pep Set,Carrossel,Silica, 16 , 1 ,peça,1,2,20,0, 20 , 20 , 1 , 25 ,8/22/2025,8/26/2025
145761,8/28/2025,19,945,3,92,Pep Set,Carrossel,Silica,8.57, 1.00 ,peça,1,2,20,0,20, 20 , 1 , 25 ,8/22/2025,8/26/2025
145761,8/28/2025,19,945,4,93,Pep Set,Carrossel,Silica, 5 , 1 ,peça,1,2,20,0, 20 , 20 , 1 , 25 ,8/22/2025,8/26/2025
146097,8/28/2025,20,4193,1,2192,Cold Box Gasado,Cold Box Pequena,Silica, 5 , 1 ,peça,1,2,36,0, 36 , 36 , 3 , 90 ,8/22/2025,8/26/2025
146097,8/28/2025,20,4193,2,2320,Cold Box Gasado,Cold Box Pequena,Silica,1.879, 1.00 ,peça,1,2,36,30,6, 6 , 3 , 15 ,8/22/2025,8/26/2025
146249,8/29/2025,1,5147,1,2857,Pep Set,Carrossel,Silica,28.7, 1.00 ,peça,1,1,12,0,12, 12 , 1 , 15 ,8/25/2025,8/27/2025
146249,8/29/2025,1,5147,2,2858,Pep Set,Carrossel,Silica,1.7, 1.00 ,peça,1,1,12,0,12, 12 , 1 , 15 ,8/25/2025,8/27/2025
145645,8/29/2025,2,4689,1,113,Cold Box Gasado,Cold Box 4,Silica, 21 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/25/2025,8/27/2025
145645,8/29/2025,2,4689,2,114,Pep Set,Carrossel,Silica, 3 , 1 ,peça,2,1,8,0, 8 , 4 , 1 , 5 ,8/25/2025,8/27/2025
145645,8/29/2025,2,4689,3,115,Cold Box Gasado,Cold Box Pequena,Silica, 3 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/25/2025,8/27/2025
145645,8/29/2025,2,4689,4,386,Cold Box Soprado,Sopradora,Silica, 1 , 1 ,peça,4,1,8,0, 8 , 2 , 1 , 3 ,8/25/2025,8/27/2025
145645,8/29/2025,2,4689,20,2629,Cold Box Soprado,Sopradora,Silica, 2 , 1 ,peça,3,1,8,0, 6 , 2 , 1 , 3 ,8/25/2025,8/27/2025
145664,8/29/2025,2,4690,1,113,Cold Box Gasado,Cold Box 4,Silica, 21 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/25/2025,8/27/2025
145664,8/29/2025,2,4690,2,114,Pep Set,Carrossel,Silica, 3 , 1 ,peça,2,1,8,0, 8 , 4 , 1 , 5 ,8/25/2025,8/27/2025
145664,8/29/2025,2,4690,3,98,Cold Box Gasado,Cold Box Pequena,Silica, 3 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/25/2025,8/27/2025
145664,8/29/2025,2,4690,4,385,Cold Box Soprado,Sopradora,Silica, 1 , 1 ,peça,4,1,8,0, 8 , 2 , 1 , 3 ,8/25/2025,8/27/2025
145664,8/29/2025,2,4690,20,2629,Cold Box Soprado,Sopradora,Silica, 2 , 1 ,peça,3,1,8,0, 6 , 2 , 1 , 3 ,8/25/2025,8/27/2025
145715,8/29/2025,3,4805,3,2692,Cold Box Soprado,Sopradora,Silica, 3 , 1 ,peça,2,1,8,0, 8 , 4 , 1 , 6 ,8/25/2025,8/27/2025
145715,8/29/2025,3,4805,4,2693,Cold Box Soprado,Sopradora,Silica, 1 , 4 ,peça,4,1,8,0, 32 , 8 , 1 , 11 ,8/25/2025,8/27/2025
145715,8/29/2025,3,4805,5,2694,Pep Set,Vibrado,Silica, 77 , 1 ,peça,1,2,8,0, 8 , 8 , 28 , 224 ,8/25/2025,8/27/2025
145715,8/29/2025,3,4805,6,2695,Pep Set,Carrossel,Silica, 8 , 1 ,peça,1,1,8,0, 8 , 8 , 1 , 10 ,8/25/2025,8/27/2025
145715,8/29/2025,3,4805,7,2696,Pep Set,Carrossel,Silica,8.47, 1.00 ,peça,1,1,8,0,8, 8 , 1 , 10 ,8/25/2025,8/27/2025
145715,8/29/2025,3,4805,8,2697,Pep Set,Carrossel,Silica, 8 , 1 ,peça,1,1,8,0, 8 , 8 , 1 , 10 ,8/25/2025,8/27/2025
145715,8/29/2025,3,4805,9,2698,Pep Set,Carrossel,Silica,7.68, 1.00 ,peça,1,1,8,0,8, 8 , 1 , 10 ,8/25/2025,8/27/2025
145715,8/29/2025,3,4805,20,2629,Cold Box Soprado,Sopradora,Silica, 2 , 2 ,peça,3,1,8,0, 12 , 4 , 1 , 6 ,8/25/2025,8/27/2025
145740,8/29/2025,4,4755,1,116,Pep Set,Chão,Silica,12.5, 1.00 ,peça,1,2,20,0,20, 20 , 15 , 300 ,8/25/2025,8/27/2025
145740,8/29/2025,4,4755,2,117,Cold Box Soprado,Sopradora,Silica, 6 , 1 ,peça,2,1,20,0, 20 , 10 , 1 , 14 ,8/25/2025,8/27/2025
145740,8/29/2025,4,4755,3,2514,Cold Box Soprado,Sopradora,Silica,3.46, 1.00 ,peça,4,1,20,0,20, 5 , 1 , 7 ,8/25/2025,8/27/2025
145257,8/29/2025,5,946,1,102,Pep Set,Carrossel,Silica,9.1, 1.00 ,peça,1,1,16,0,16, 16 , 1 , 20 ,8/25/2025,8/27/2025
145257,8/29/2025,5,946,6,840,Cold Box Soprado,Sopradora,Silica, 2 , 1 ,peça,4,1,16,0, 16 , 4 , 1 , 6 ,8/25/2025,8/27/2025
145257,8/29/2025,5,946,3,104,Cold Box Soprado,Sopradora,Silica, 1 , 1 ,peça,4,1,16,0, 16 , 4 , 1 , 6 ,8/25/2025,8/27/2025
145257,8/29/2025,5,946,20,2629,Cold Box Soprado,Sopradora,Silica,1.728, 1.50 ,peça,3,1,16,0,24, 8 , 1 , 11 ,8/25/2025,8/27/2025
145922,8/29/2025,6,947,1,87,Pep Set,Carrossel,Silica, 22 , 1 ,peça,1,2,20,0, 20 , 20 , 1 , 25 ,8/25/2025,8/27/2025
145922,8/29/2025,6,947,2,88,Pep Set,Carrossel,Silica,16.1, 1.00 ,peça,1,2,20,0,20, 20 , 1 , 25 ,8/25/2025,8/27/2025
145922,8/29/2025,6,947,3,89,Pep Set,Carrossel,Silica, 9 , 1 ,peça,1,2,20,0, 20 , 20 , 1 , 25 ,8/25/2025,8/27/2025
145922,8/29/2025,6,947,4,94,Pep Set,Carrossel,Silica, 5 , 1 ,peça,1,2,20,0, 20 , 20 , 1 , 25 ,8/25/2025,8/27/2025
145770,8/29/2025,7,4054,1,828,Pep Set,Chão,Silica, 20 , 1 ,peça,1,2,12,0, 12 , 12 , 15 , 180 ,8/25/2025,8/27/2025
145770,8/29/2025,7,4054,2,829,Pep Set,Carrossel,Silica,27.4, 1.00 ,peça,1,1,12,0,12, 12 , 1 , 15 ,8/25/2025,8/27/2025
145770,8/29/2025,7,4054,3,830,Pep Set,Carrossel,Silica,6.4, 1.00 ,peça,1,1,12,6,6, 6 , 1 , 8 ,8/25/2025,8/27/2025
145770,8/29/2025,7,4054,7,834,Cold Box Soprado,Sopradora,Silica, 1 , 1 ,peça,4,1,12,0, 12 , 3 , 1 , 4 ,8/25/2025,8/27/2025
145681,8/29/2025,8,4823,1,2575,Cold Box Soprado,Sopradora,Silica, 1 , 2 ,peça,2,1,10,0, 20 , 10 , 1 , 14 ,8/25/2025,8/27/2025
145681,8/29/2025,8,4823,2,2576,Cold Box Soprado,Sopradora,Silica,0.7, 1.00 ,peça,1,1,10,0,10, 10 , 1 , 14 ,8/25/2025,8/27/2025
145681,8/29/2025,8,4823,3,2577,Cold Box Soprado,Sopradora,Silica, 1 , 2 ,peça,4,1,10,0, 20 , 5 , 1 , 7 ,8/25/2025,8/27/2025
146180,8/29/2025,9,3958,22,2906,Cold Box Gasado,Cold Box Pequena,Silica, 8 , 1 ,Molde,2,1,238,0, 17 , 9 , 3 , 21 ,8/25/2025,8/27/2025
145646,8/29/2025,10,4689,1,113,Cold Box Gasado,Cold Box 4,Silica, 21 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/25/2025,8/27/2025
145646,8/29/2025,10,4689,2,114,Pep Set,Carrossel,Silica, 3 , 1 ,peça,2,1,8,0, 8 , 4 , 1 , 5 ,8/25/2025,8/27/2025
145646,8/29/2025,10,4689,3,115,Cold Box Gasado,Cold Box Pequena,Silica, 3 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/25/2025,8/27/2025
145646,8/29/2025,10,4689,4,386,Cold Box Soprado,Sopradora,Silica, 1 , 1 ,peça,4,1,8,0, 8 , 2 , 1 , 3 ,8/25/2025,8/27/2025
145646,8/29/2025,10,4689,20,2629,Cold Box Soprado,Sopradora,Silica, 2 , 1 ,peça,3,1,8,0, 6 , 2 , 1 , 3 ,8/25/2025,8/27/2025
145665,8/29/2025,10,4690,1,113,Cold Box Gasado,Cold Box 4,Silica, 21 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/25/2025,8/27/2025
145665,8/29/2025,10,4690,2,114,Pep Set,Carrossel,Silica, 3 , 1 ,peça,2,1,8,0, 8 , 4 , 1 , 5 ,8/25/2025,8/27/2025
145665,8/29/2025,10,4690,3,98,Cold Box Gasado,Cold Box Pequena,Silica, 3 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/25/2025,8/27/2025
145665,8/29/2025,10,4690,4,385,Cold Box Soprado,Sopradora,Silica, 1 , 1 ,peça,4,1,8,0, 8 , 2 , 1 , 3 ,8/25/2025,8/27/2025
145665,8/29/2025,10,4690,20,2629,Cold Box Soprado,Sopradora,Silica, 2 , 1 ,peça,3,1,8,0, 6 , 2 , 1 , 3 ,8/25/2025,8/27/2025
145716,8/29/2025,11,4805,1,2690,Cold Box Gasado,Cold Box 4,Silica,3.294, 2.00 ,peça,1,1,8,0,16, 16 , 3 , 40 ,8/25/2025,8/27/2025
145716,8/29/2025,11,4805,2,2691,Cold Box Gasado,Cold Box 4,Silica, 3 , 2 ,peça,1,1,8,0, 16 , 16 , 3 , 40 ,8/25/2025,8/27/2025
145716,8/29/2025,11,4805,3,2692,Cold Box Soprado,Sopradora,Silica, 3 , 1 ,peça,2,1,8,0, 8 , 4 , 1 , 6 ,8/25/2025,8/27/2025
145716,8/29/2025,11,4805,4,2693,Cold Box Soprado,Sopradora,Silica, 1 , 4 ,peça,4,1,8,0, 32 , 8 , 1 , 11 ,8/25/2025,8/27/2025
145716,8/29/2025,11,4805,5,2694,Pep Set,Vibrado,Silica, 77 , 1 ,peça,1,2,8,0, 8 , 8 , 28 , 224 ,8/25/2025,8/27/2025
145716,8/29/2025,11,4805,6,2695,Pep Set,Carrossel,Silica, 8 , 1 ,peça,1,1,8,0, 8 , 8 , 1 , 10 ,8/25/2025,8/27/2025
145716,8/29/2025,11,4805,7,2696,Pep Set,Carrossel,Silica, 8 , 1 ,peça,1,1,8,0, 8 , 8 , 1 , 10 ,8/25/2025,8/27/2025
145716,8/29/2025,11,4805,8,2697,Pep Set,Carrossel,Silica, 8 , 1 ,peça,1,1,8,0, 8 , 8 , 1 , 10 ,8/25/2025,8/27/2025
145716,8/29/2025,11,4805,9,2698,Pep Set,Carrossel,Silica, 8 , 1 ,peça,1,1,8,0, 8 , 8 , 1 , 10 ,8/25/2025,8/27/2025
145716,8/29/2025,11,4805,20,2629,Cold Box Soprado,Sopradora,Silica, 2 , 2 ,peça,3,1,8,0, 12 , 4 , 1 , 6 ,8/25/2025,8/27/2025
145283,8/29/2025,12,944,1,99,Pep Set,Carrossel,Silica, 9 , 1 ,peça,1,1,16,0, 16 , 16 , 1 , 20 ,8/25/2025,8/27/2025
145283,8/29/2025,12,944,6,840,Cold Box Soprado,Sopradora,Silica, 2 , 1 ,peça,4,1,16,0, 16 , 4 , 1 , 6 ,8/25/2025,8/27/2025
145283,8/29/2025,12,944,3,101,Cold Box Soprado,Sopradora,Silica, 1 , 1 ,peça,4,1,16,0, 16 , 4 , 1 , 6 ,8/25/2025,8/27/2025
145283,8/29/2025,12,944,20,2629,Cold Box Soprado,Sopradora,Silica, 2 , 2 ,peça,3,1,16,0, 24 , 8 , 1 , 11 ,8/25/2025,8/27/2025
145959,8/29/2025,13,1008,1,668,Pep Set,Chão,Silica,56, 1.00 ,peça,1,1,7,0,7, 7 , 15 , 105 ,8/25/2025,8/27/2025
145959,8/29/2025,13,1008,2,669,Pep Set,Carrossel,Silica, 62 , 1 ,peça,1,1,7,0, 7 , 7 , 1 , 9 ,8/25/2025,8/27/2025
145959,8/29/2025,13,1008,3,670,Pep Set,Carrossel,Silica, 61 , 1 ,peça,1,1,7,0, 7 , 7 , 1 , 9 ,8/25/2025,8/27/2025
145444,8/29/2025,14,4845,1,2879,Cold Box Gasado,Cold Box 4,Silica,7.5, 1.00 ,peça,1,1,32,0,32, 32 , 3 , 80 ,8/25/2025,8/27/2025
145444,8/29/2025,14,4845,2,2880,Pep Set,Carrossel,Silica,6.5, 1.00 ,peça,1,1,32,0,32, 32 , 1 , 40 ,8/25/2025,8/27/2025
145444,8/29/2025,14,4845,3,2881,Pep Set,Carrossel,Silica, 7 , 1 ,peça,1,1,32,0, 32 , 32 , 1 , 40 ,8/25/2025,8/27/2025
145284,8/29/2025,16,944,1,99,Pep Set,Carrossel,Silica, 9 , 1 ,peça,1,1,16,0, 16 , 16 , 1 , 20 ,8/25/2025,8/27/2025
145284,8/29/2025,16,944,6,840,Cold Box Soprado,Sopradora,Silica, 2 , 1 ,peça,4,1,16,0, 16 , 4 , 1 , 6 ,8/25/2025,8/27/2025
145284,8/29/2025,16,944,3,101,Cold Box Soprado,Sopradora,Silica, 1 , 1 ,peça,4,1,16,0, 16 , 4 , 1 , 6 ,8/25/2025,8/27/2025
145284,8/29/2025,16,944,20,2629,Cold Box Soprado,Sopradora,Silica,1.728, 1.50 ,peça,3,1,16,0,24, 8 , 1 , 11 ,8/25/2025,8/27/2025
145762,8/29/2025,17,945,1,90,Pep Set,Carrossel,Silica, 22 , 1 ,peça,1,2,20,0, 20 , 20 , 1 , 25 ,8/25/2025,8/27/2025
145762,8/29/2025,17,945,2,91,Pep Set,Carrossel,Silica,16.1, 1.00 ,peça,1,2,20,0,20, 20 , 1 , 25 ,8/25/2025,8/27/2025
145762,8/29/2025,17,945,3,92,Pep Set,Carrossel,Silica, 9 , 1 ,peça,1,2,20,0, 20 , 20 , 1 , 25 ,8/25/2025,8/27/2025
145762,8/29/2025,17,945,4,93,Pep Set,Carrossel,Silica, 5 , 1 ,peça,1,2,20,0, 20 , 20 , 1 , 25 ,8/25/2025,8/27/2025
145647,8/29/2025,18,4689,1,113,Cold Box Gasado,Cold Box 4,Silica, 21 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/25/2025,8/27/2025
145647,8/29/2025,18,4689,2,114,Pep Set,Carrossel,Silica, 3 , 1 ,peça,2,1,8,0, 8 , 4 , 1 , 5 ,8/25/2025,8/27/2025
145647,8/29/2025,18,4689,3,115,Cold Box Gasado,Cold Box Pequena,Silica, 3 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/25/2025,8/27/2025
145647,8/29/2025,18,4689,4,386,Cold Box Soprado,Sopradora,Silica, 1 , 1 ,peça,4,1,8,0, 8 , 2 , 1 , 3 ,8/25/2025,8/27/2025
145647,8/29/2025,18,4689,20,2629,Cold Box Soprado,Sopradora,Silica, 2 , 1 ,peça,3,1,8,0, 6 , 2 , 1 , 3 ,8/25/2025,8/27/2025
145666,8/29/2025,18,4690,1,113,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,1,8,0,8, 8 , 3 , 20 ,8/25/2025,8/27/2025
145666,8/29/2025,18,4690,2,114,Pep Set,Carrossel,Silica, 3 , 1 ,peça,2,1,8,0, 8 , 4 , 1 , 5 ,8/25/2025,8/27/2025
145666,8/29/2025,18,4690,3,98,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8, 8 , 3 , 20 ,8/25/2025,8/27/2025
145666,8/29/2025,18,4690,4,385,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8, 2 , 1 , 3 ,8/25/2025,8/27/2025
145666,8/29/2025,18,4690,20,2629,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6, 2 , 1 , 3 ,8/25/2025,8/27/2025
146250,8/29/2025,19,4193,1,2192,Cold Box Gasado,Cold Box Pequena,Silica, 5 , 1 ,peça,1,2,36,0, 36 , 36 , 3 , 90 ,8/25/2025,8/27/2025
146250,8/29/2025,19,4193,2,2320,Cold Box Gasado,Cold Box Pequena,Silica, 2 , 1 ,peça,1,2,36,0, 36 , 36 , 3 , 90 ,8/25/2025,8/27/2025
145680,8/29/2025,20,4823,1,2575,Cold Box Soprado,Sopradora,Silica,1.04, 2.00 ,peça,2,1,10,0,20, 10 , 1 , 14 ,8/25/2025,8/27/2025
145680,8/29/2025,20,4823,2,2576,Cold Box Soprado,Sopradora,Silica, 1 , 1 ,peça,1,1,10,0, 10 , 10 , 1 , 14 ,8/25/2025,8/27/2025
145680,8/29/2025,20,4823,3,2577,Cold Box Soprado,Sopradora,Silica, 1 , 2 ,peça,4,1,10,0, 20 , 5 , 1 , 7 ,8/25/2025,8/27/2025
145817,9/1/2025,1,4689,1,113,Cold Box Gasado,Cold Box 4,Silica, 21 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/26/2025,8/28/2025
145817,9/1/2025,1,4689,2,114,Pep Set,Carrossel,Silica, 3 , 1 ,peça,2,1,8,0, 8 , 4 , 1 , 5 ,8/26/2025,8/28/2025
145817,9/1/2025,1,4689,3,115,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8, 8 , 3 , 20 ,8/26/2025,8/28/2025
145817,9/1/2025,1,4689,4,386,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8, 2 , 1 , 3 ,8/26/2025,8/28/2025
145817,9/1/2025,1,4689,20,2629,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6, 2 , 1 , 3 ,8/26/2025,8/28/2025
145850,9/1/2025,1,4689,1,113,Cold Box Gasado,Cold Box 4,Silica, 21 , 1 ,peça,1,1,8,0, 8 , 8 , 3 , 20 ,8/26/2025,8/28/2025
145850,9/1/2025,1,4689,2,114,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8, 4 , 1 , 5 ,8/26/2025,8/28/2025
145850,9/1/2025,1,4689,3,115,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8, 8 , 3 , 20 ,8/26/2025,8/28/2025
145850,9/1/2025,1,4689,4,386,Cold Box Soprado,Sopradora,Silica, 1 , 1 ,peça,4,1,8,0, 8 , 2 , 1 , 3 ,8/26/2025,8/28/2025
145850,9/1/2025,1,4689,20,2629,Cold Box Soprado,Sopradora,Silica, 2 , 1 ,peça,3,1,8,0, 6 , 2 , 1 , 3 ,8/26/2025,8/28/2025
145717,9/1/2025,2,4805,1,2690,Cold Box Gasado,Cold Box 4,Silica, 3 , 2 ,peça,1,1,8,0, 16 , 16 , 3 , 40 ,8/26/2025,8/28/2025
145717,9/1/2025,2,4805,2,2691,Cold Box Gasado,Cold Box 4,Silica,3.294, 2.00 ,peça,1,1,8,0,16, 16 , 3 , 40 ,8/26/2025,8/28/2025
145717,9/1/2025,2,4805,3,2692,Cold Box Soprado,Sopradora,Silica, 3 , 1 ,peça,2,1,8,0, 8 , 4 , 1 , 6 ,8/26/2025,8/28/2025
145717,9/1/2025,2,4805,4,2693,Cold Box Soprado,Sopradora,Silica,0.93, 4.00 ,peça,4,1,8,0,32, 8 , 1 , 11 ,8/26/2025,8/28/2025
145717,9/1/2025,2,4805,5,2694,Pep Set,Vibrado,Silica, 77 , 1 ,peça,1,2,8,0, 8 , 8 , 28 , 224 ,8/26/2025,8/28/2025
145717,9/1/2025,2,4805,6,2695,Pep Set,Carrossel,Silica,8.47, 1.00 ,peça,1,1,8,0,8, 8 , 1 , 10 ,8/26/2025,8/28/2025
145717,9/1/2025,2,4805,7,2696,Pep Set,Carrossel,Silica, 8 , 1 ,peça,1,1,8,0, 8 , 8 , 1 , 10 ,8/26/2025,8/28/2025
