_kp_producao,dataFusao,ordenacao,_kp_fichaTecnica,caixa,processo,recurso,areia,peso,qtd_machos,qtd_machosPor,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,Qtd. Moldes,Tempo de Ciclo (por molde),Tempo Total (minutos),not_before_date,deadline,c.a.,LEAD TIME (DIAS)
145088,7/23/2025,4,945,3,Pep Set,Carrossel,Silica,8.570 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/16/2025,7/21/2025, 100 , -   
145088,7/23/2025,4,945,4,Pep Set,Carrossel,Silica,5.34, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,7/16/2025,7/21/2025, 100 , -   
145416,7/23/2025,5,551,22,Cold Box Gasado,Cold Box Pequena,Silica,7.920 ,1,Molde,2,1,266,0,19,9.5,2.5, 24 ,7/16/2025,7/21/2025, 24 , -   
145417,7/23/2025,6,551,22,Cold Box Gasado,Cold Box Pequena,Silica,7.92, 1.00 ,Molde,2,1,266,0,19,9.5,2.5, 24 ,7/16/2025,7/21/2025, 24 , -   
144187,7/23/2025,7,5155,25,Pep Set,Carrossel,Silica,4.1, 1.00 ,Molde,2,1,216,0,12,6,1.25, 8 ,7/16/2025,7/21/2025, 8 , -   
144992,7/23/2025,7,4805,1,Cold Box Gasado,Cold Box 4,Silica,3.294, 2.00 ,peça,1,1,8,0,16,16,2.5, 40 ,7/16/2025,7/21/2025, 80 , -   
144992,7/23/2025,7,4805,2,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,7/16/2025,7/21/2025, 80 , -   
144992,7/23/2025,7,4805,3,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,1,8,0,8,4,1.42, 6 ,7/16/2025,7/21/2025, 23 , -   
144992,7/23/2025,7,4805,4,Cold Box Soprado,Sopradora,Silica,0.93, 4.00 ,peça,4,1,8,0,32,8,1.42, 11 ,7/16/2025,7/21/2025, 23 , -   
144992,7/23/2025,7,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,0, 8 ,8,28, 224 ,7/16/2025,7/21/2025, 264 , -   
144992,7/23/2025,7,4805,6,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/16/2025,7/21/2025, 264 , -   
144992,7/23/2025,7,4805,7,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/16/2025,7/21/2025, 264 , -   
144992,7/23/2025,7,4805,8,Pep Set,Carrossel,Silica,7.68, 1.00 ,peça,1,1,8,0,8,8,1.25, 10 ,7/16/2025,7/21/2025, 264 , -   
144992,7/23/2025,7,4805,9,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/16/2025,7/21/2025, 264 , -   
144992,7/23/2025,7,4805,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,8,0,12,4,1.42, 6 ,7/16/2025,7/21/2025, 23 , -   
144188,7/23/2025,8,5155,25,Pep Set,Carrossel,Silica,4.100 ,1,Molde,2,1,216,0,12,6,1.25, 8 ,7/16/2025,7/21/2025, 8 , -   
144802,7/23/2025,9,947,1,Pep Set,Carrossel,Silica,22.300 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/16/2025,7/21/2025, 100 , -   
144802,7/23/2025,9,947,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/16/2025,7/21/2025, 100 , -   
144802,7/23/2025,9,947,3,Pep Set,Carrossel,Silica,8.57, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,7/16/2025,7/21/2025, 100 , -   
144802,7/23/2025,9,947,4,Pep Set,Carrossel,Silica,5.34, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,7/16/2025,7/21/2025, 100 , -   
145607,7/23/2025,10,4054,1,Pep Set,Chão,Silica,20, 1.00 ,peça,1,2,12,0,12,12,15, 180 ,7/16/2025,7/21/2025, 240 , -   
145607,7/23/2025,10,4054,2,Pep Set,Carrossel,Silica,27.4, 1.00 ,peça,1,1,12,0,12,12,1.25, 15 ,7/16/2025,7/21/2025, 240 , -   
145607,7/23/2025,10,4054,3,Pep Set,Carrossel,Silica,6.400 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/16/2025,7/21/2025, 240 , -   
145607,7/23/2025,10,4054,4,Pep Set,Carrossel,Silica,6.1, 1.00 ,peça,1,1,12,0,12,12,1.25, 15 ,7/16/2025,7/21/2025, 240 , -   
145607,7/23/2025,10,4054,5,Pep Set,Carrossel,Silica,1.45, 1.00 ,peça,1,2,12,0,12,12,1.25, 15 ,7/16/2025,7/21/2025, 240 , -   
145607,7/23/2025,10,4054,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,12,0, 12 ,3,1.42, 4 ,7/16/2025,7/21/2025, 9 , -   
145607,7/23/2025,10,4054,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/16/2025,7/21/2025, 9 , -   
145229,7/23/2025,11,944,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,16,0,16,4,1.42, 6 ,7/16/2025,7/21/2025, 17 , -   
145229,7/23/2025,11,944,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,16,0,24,8,1.42, 11 ,7/16/2025,7/21/2025, 17 , -   
145028,7/23/2025,12,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/16/2025,7/21/2025, 40 , -   
145028,7/23/2025,12,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/16/2025,7/21/2025, 5 , -   
145028,7/23/2025,12,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/16/2025,7/21/2025, 40 , -   
145028,7/23/2025,12,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/16/2025,7/21/2025, 6 , -   
145028,7/23/2025,12,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/16/2025,7/21/2025, 6 , -   
145036,7/23/2025,12,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/16/2025,7/21/2025, 40 , -   
145036,7/23/2025,12,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0, 8 ,4,1.25, 5 ,7/16/2025,7/21/2025, 5 , -   
145036,7/23/2025,12,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0,8,8,2.5, 20 ,7/16/2025,7/21/2025, 40 , -   
145036,7/23/2025,12,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/16/2025,7/21/2025, 6 , -   
145036,7/23/2025,12,4690,20,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6,2,1.42, 3 ,7/16/2025,7/21/2025, 6 , -   
145323,7/23/2025,13,4755,1,Pep Set,Chão,Silica,12.500 ,1,peça,1,2,20,0,20,20,15, 300 ,7/16/2025,7/21/2025, 300 , -   
145323,7/23/2025,13,4755,2,Cold Box Soprado,Sopradora,Silica,6.400 ,1,peça,2,1,20,0,20,10,1.42, 14 ,7/16/2025,7/21/2025, 21 , -   
145323,7/23/2025,13,4755,3,Cold Box Soprado,Sopradora,Silica,3.460 ,1,peça,4,1,20,0,20,5,1.42, 7 ,7/16/2025,7/21/2025, 21 , -   
144843,7/23/2025,14,4073,1,Pep Set,Chão,Silica,20.000 ,1,peça,1,2,12,0,12,12,15, 180 ,7/16/2025,7/21/2025, 240 , -   
144843,7/23/2025,14,4073,2,Pep Set,Carrossel,Silica,27.000 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/16/2025,7/21/2025, 240 , -   
144843,7/23/2025,14,4073,3,Pep Set,Carrossel,Silica,6.400 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/16/2025,7/21/2025, 240 , -   
144843,7/23/2025,14,4073,4,Pep Set,Carrossel,Silica,6.100 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/16/2025,7/21/2025, 240 , -   
144843,7/23/2025,14,4073,5,Pep Set,Carrossel,Silica,1.45, 1.00 ,peça,1,2,12,0,12,12,1.25, 15 ,7/16/2025,7/21/2025, 240 , -   
144843,7/23/2025,14,4073,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/16/2025,7/21/2025, 9 , -   
144843,7/23/2025,14,4073,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/16/2025,7/21/2025, 9 , -   
145241,7/23/2025,15,946,1,Pep Set,Carrossel,Silica,9.100 ,1,peça,1,1,16,0,16,16,1.25, 20 ,7/16/2025,7/21/2025, 20 , -   
145241,7/23/2025,15,946,6,Cold Box Soprado,Sopradora,Silica,1.56, 1.00 ,peça,4,1,16,0,16,4,1.42, 6 ,7/16/2025,7/21/2025, 23 , -   
145241,7/23/2025,15,946,3,Cold Box Soprado,Sopradora,Silica,1.160 ,1,peça,4,1,16,0,16,4,1.42, 6 ,7/16/2025,7/21/2025, 23 , -   
145241,7/23/2025,15,946,20,Cold Box Soprado,Sopradora,Silica,1.728, 1.50 ,peça,3,1,16,0,24,8,1.42, 11 ,7/16/2025,7/21/2025, 23 , -   
145029,7/24/2025,1,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/17/2025,7/22/2025, 40 , -   
145029,7/24/2025,1,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/17/2025,7/22/2025, 5 , -   
145029,7/24/2025,1,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/17/2025,7/22/2025, 40 , -   
145029,7/24/2025,1,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/17/2025,7/22/2025, 6 , -   
145029,7/24/2025,1,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/17/2025,7/22/2025, 6 , -   
145037,7/24/2025,1,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/17/2025,7/22/2025, 40 , -   
145037,7/24/2025,1,4690,2,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,7/17/2025,7/22/2025, 5 , -   
145037,7/24/2025,1,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/17/2025,7/22/2025, 40 , -   
145037,7/24/2025,1,4690,4,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8,2,1.42, 3 ,7/17/2025,7/22/2025, 6 , -   
145037,7/24/2025,1,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/17/2025,7/22/2025, 6 , -   
144993,7/24/2025,2,4805,1,Cold Box Gasado,Cold Box 4,Silica,3.294, 2.00 ,peça,1,1,8,0,16,16,2.5, 40 ,7/17/2025,7/22/2025, 80 , -   
144993,7/24/2025,2,4805,2,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,7/17/2025,7/22/2025, 80 , -   
144993,7/24/2025,2,4805,3,Cold Box Soprado,Sopradora,Silica,3, 1.00 ,peça,2,1,8,0,8,4,1.42, 6 ,7/17/2025,7/22/2025, 17 , -   
144993,7/24/2025,2,4805,4,Cold Box Soprado,Sopradora,Silica,0.930 ,4,peça,4,1,8,0,32,8,1.42, 11 ,7/17/2025,7/22/2025, 17 , -   
144993,7/24/2025,2,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,0,8,8,28, 224 ,7/17/2025,7/22/2025, 264 , -   
144993,7/24/2025,2,4805,6,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/17/2025,7/22/2025, 264 , -   
144993,7/24/2025,2,4805,7,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/17/2025,7/22/2025, 264 , -   
144993,7/24/2025,2,4805,8,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/17/2025,7/22/2025, 264 , -   
144993,7/24/2025,2,4805,9,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/17/2025,7/22/2025, 264 , -   
145089,7/24/2025,3,945,1,Pep Set,Carrossel,Silica,22.3, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,7/17/2025,7/22/2025, 100 , -   
145089,7/24/2025,3,945,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/17/2025,7/22/2025, 100 , -   
145089,7/24/2025,3,945,3,Pep Set,Carrossel,Silica,8.570 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/17/2025,7/22/2025, 100 , -   
145089,7/24/2025,3,945,4,Pep Set,Carrossel,Silica,5.34, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,7/17/2025,7/22/2025, 100 , -   
145328,7/24/2025,4,4755,1,Pep Set,Chão,Silica,12.500 ,1,peça,1,2,20,0,20,20,15, 300 ,7/17/2025,7/22/2025, 300 , -   
145328,7/24/2025,4,4755,2,Cold Box Soprado,Sopradora,Silica,6.4, 1.00 ,peça,2,1,20,0,20,10,1.42, 14 ,7/17/2025,7/22/2025, 21 , -   
145328,7/24/2025,4,4755,3,Cold Box Soprado,Sopradora,Silica,3.46, 1.00 ,peça,4,1,20,0,20,5,1.42, 7 ,7/17/2025,7/22/2025, 21 , -   
145418,7/24/2025,5,551,22,Cold Box Gasado,Cold Box Pequena,Silica,7.920 ,1,Molde,2,1,266,0,19,9.5,2.5, 24 ,7/17/2025,7/22/2025, 24 , -   
145419,7/24/2025,6,551,22,Cold Box Gasado,Cold Box Pequena,Silica,7.920 ,1,Molde,2,1,266,0,19,9.5,2.5, 24 ,7/17/2025,7/22/2025, 24 , -   
145098,7/24/2025,7,2671,23,Cold Box Gasado,Cold Box Pequena,Silica,10.400 ,1,Molde,2,1,224,0,16,8,2.5, 20 ,7/17/2025,7/22/2025, 20 , -   
144189,7/24/2025,8,5155,25,Pep Set,Carrossel,Silica,4.100 ,1,Molde,2,1,216,0,12,6,1.25, 8 ,7/17/2025,7/22/2025, 8 , -   
145230,7/24/2025,9,944,1,Pep Set,Carrossel,Silica,9.100 ,1,peça,1,1,16,0,16,16,1.25, 20 ,7/17/2025,7/22/2025, 20 , -   
145230,7/24/2025,9,944,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,16,0,16,4,1.42, 6 ,7/17/2025,7/22/2025, 23 , -   
145230,7/24/2025,9,944,3,Cold Box Soprado,Sopradora,Silica,1.160 ,1,peça,4,1,16,0,16,4,1.42, 6 ,7/17/2025,7/22/2025, 23 , -   
145230,7/24/2025,9,944,20,Cold Box Soprado,Sopradora,Silica,1.728, 1.50 ,peça,3,1,16,0,24,8,1.42, 11 ,7/17/2025,7/22/2025, 23 , -   
144844,7/24/2025,10,4073,1,Pep Set,Chão,Silica,20.000 ,1,peça,1,2,12,0,12,12,15, 180 ,7/17/2025,7/22/2025, 240 , -   
144844,7/24/2025,10,4073,2,Pep Set,Carrossel,Silica,27.000 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/17/2025,7/22/2025, 240 , -   
144844,7/24/2025,10,4073,3,Pep Set,Carrossel,Silica,6.400 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/17/2025,7/22/2025, 240 , -   
144844,7/24/2025,10,4073,4,Pep Set,Carrossel,Silica,6.100 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/17/2025,7/22/2025, 240 , -   
144844,7/24/2025,10,4073,5,Pep Set,Carrossel,Silica,1.450 ,1,peça,1,2,12,0,12,12,1.25, 15 ,7/17/2025,7/22/2025, 240 , -   
144844,7/24/2025,10,4073,6,Cold Box Soprado,Sopradora,Silica,1.56, 1.00 ,peça,4,1,12,0,12,3,1.42, 4 ,7/17/2025,7/22/2025, 9 , -   
144844,7/24/2025,10,4073,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/17/2025,7/22/2025, 9 , -   
144994,7/24/2025,11,4805,1,Cold Box Gasado,Cold Box 4,Silica,3.294, 2.00 ,peça,1,1,8,0,16,16,2.5, 40 ,7/17/2025,7/22/2025, 80 , -   
144994,7/24/2025,11,4805,2,Cold Box Gasado,Cold Box 4,Silica,3.294, 2.00 ,peça,1,1,8,0,16,16,2.5, 40 ,7/17/2025,7/22/2025, 80 , -   
144994,7/24/2025,11,4805,3,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,1,8,0,8,4,1.42, 6 ,7/17/2025,7/22/2025, 23 , -   
144994,7/24/2025,11,4805,4,Cold Box Soprado,Sopradora,Silica,0.930 ,4,peça,4,1,8,0,32,8,1.42, 11 ,7/17/2025,7/22/2025, 23 , -   
144994,7/24/2025,11,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,0,8,8,28, 224 ,7/17/2025,7/22/2025, 264 , -   
144994,7/24/2025,11,4805,6,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/17/2025,7/22/2025, 264 , -   
144994,7/24/2025,11,4805,7,Pep Set,Carrossel,Silica,8.47, 1.00 ,peça,1,1,8,0,8,8,1.25, 10 ,7/17/2025,7/22/2025, 264 , -   
144994,7/24/2025,11,4805,8,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/17/2025,7/22/2025, 264 , -   
144994,7/24/2025,11,4805,9,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/17/2025,7/22/2025, 264 , -   
144994,7/24/2025,11,4805,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,8,0,12,4,1.42, 6 ,7/17/2025,7/22/2025, 23 , -   
145030,7/24/2025,12,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/17/2025,7/22/2025, 40 , -   
145030,7/24/2025,12,4689,2,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,7/17/2025,7/22/2025, 5 , -   
145030,7/24/2025,12,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/17/2025,7/22/2025, 40 , -   
145030,7/24/2025,12,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/17/2025,7/22/2025, 6 , -   
145030,7/24/2025,12,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/17/2025,7/22/2025, 6 , -   
145038,7/24/2025,12,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/17/2025,7/22/2025, 40 , -   
145038,7/24/2025,12,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/17/2025,7/22/2025, 5 , -   
145038,7/24/2025,12,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/17/2025,7/22/2025, 40 , -   
145038,7/24/2025,12,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/17/2025,7/22/2025, 6 , -   
145038,7/24/2025,12,4690,20,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6,2,1.42, 3 ,7/17/2025,7/22/2025, 6 , -   
144803,7/24/2025,13,947,1,Pep Set,Carrossel,Silica,22.3, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,7/17/2025,7/22/2025, 100 , -   
144803,7/24/2025,13,947,2,Pep Set,Carrossel,Silica,16.1, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,7/17/2025,7/22/2025, 100 , -   
144803,7/24/2025,13,947,3,Pep Set,Carrossel,Silica,8.570 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/17/2025,7/22/2025, 100 , -   
144803,7/24/2025,13,947,4,Pep Set,Carrossel,Silica,5.340 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/17/2025,7/22/2025, 100 , -   
145031,7/24/2025,14,4689,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,7/17/2025,7/22/2025, 40 , -   
145031,7/24/2025,14,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/17/2025,7/22/2025, 5 , -   
145031,7/24/2025,14,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/17/2025,7/22/2025, 40 , -   
145031,7/24/2025,14,4689,4,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8,2,1.42, 3 ,7/17/2025,7/22/2025, 6 , -   
145031,7/24/2025,14,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/17/2025,7/22/2025, 6 , -   
145039,7/24/2025,14,4690,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,7/17/2025,7/22/2025, 40 , -   
145039,7/24/2025,14,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/17/2025,7/22/2025, 5 , -   
145039,7/24/2025,14,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/17/2025,7/22/2025, 40 , -   
145039,7/24/2025,14,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/17/2025,7/22/2025, 6 , -   
145039,7/24/2025,14,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/17/2025,7/22/2025, 6 , -   
145608,7/24/2025,15,4054,1,Pep Set,Chão,Silica,20.000 ,1,peça,1,2,12,0,12,12,15, 180 ,7/17/2025,7/22/2025, 240 , -   
145608,7/24/2025,15,4054,2,Pep Set,Carrossel,Silica,27.400 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/17/2025,7/22/2025, 240 , -   
145608,7/24/2025,15,4054,3,Pep Set,Carrossel,Silica,6.400 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/17/2025,7/22/2025, 240 , -   
145608,7/24/2025,15,4054,4,Pep Set,Carrossel,Silica,6.100 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/17/2025,7/22/2025, 240 , -   
145608,7/24/2025,15,4054,5,Pep Set,Carrossel,Silica,1.45, 1.00 ,peça,1,2,12,0,12,12,1.25, 15 ,7/17/2025,7/22/2025, 240 , -   
145608,7/24/2025,15,4054,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/17/2025,7/22/2025, 9 , -   
145608,7/24/2025,15,4054,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/17/2025,7/22/2025, 9 , -   
145032,7/25/2025,1,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/21/2025,7/23/2025, 40 , -   
145032,7/25/2025,1,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/21/2025,7/23/2025, 5 , -   
145032,7/25/2025,1,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/21/2025,7/23/2025, 40 , -   
145032,7/25/2025,1,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/21/2025,7/23/2025, 6 , -   
145032,7/25/2025,1,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/21/2025,7/23/2025, 6 , -   
145040,7/25/2025,1,4690,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,7/21/2025,7/23/2025, 40 , -   
145040,7/25/2025,1,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/21/2025,7/23/2025, 5 , -   
145040,7/25/2025,1,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/21/2025,7/23/2025, 40 , -   
145040,7/25/2025,1,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/21/2025,7/23/2025, 6 , -   
145040,7/25/2025,1,4690,20,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6,2,1.42, 3 ,7/21/2025,7/23/2025, 6 , -   
144995,7/25/2025,2,4805,1,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,7/21/2025,7/23/2025, 80 , -   
144995,7/25/2025,2,4805,2,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,7/21/2025,7/23/2025, 80 , -   
144995,7/25/2025,2,4805,3,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,1,8,0,8,4,1.42, 6 ,7/21/2025,7/23/2025, 23 , -   
144995,7/25/2025,2,4805,4,Cold Box Soprado,Sopradora,Silica,0.930 ,4,peça,4,1,8,0,32,8,1.42, 11 ,7/21/2025,7/23/2025, 23 , -   
144995,7/25/2025,2,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,0,8,8,28, 224 ,7/21/2025,7/23/2025, 264 , -   
144995,7/25/2025,2,4805,6,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/21/2025,7/23/2025, 264 , -   
144995,7/25/2025,2,4805,7,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/21/2025,7/23/2025, 264 , -   
144995,7/25/2025,2,4805,8,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/21/2025,7/23/2025, 264 , -   
144995,7/25/2025,2,4805,9,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/21/2025,7/23/2025, 264 , -   
