_kp_producao,dataFusao,ordenacao,_kp_fichaTecnica,caixa,processo,recurso,areia,peso,qtd_machos,qtd_machosPor,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,Qtd. Moldes,Tempo de Ciclo (por molde),Tempo Total (minutos),not_before_date,deadline,c.a.,LEAD TIME (DIAS)
145043,7/21/2025,10,4054,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/14/2025,7/16/2025, 9 , -   
145043,7/21/2025,10,4054,7,Cold Box Soprado,Sopradora,Silica,1.36, 1.00 ,peça,4,1,12,0,12,3,1.42, 4 ,7/14/2025,7/16/2025, 9 , -   
145464,7/21/2025,12,5069,1,Shell,Shell,Shell b4,0.700 ,0.5,Peça,6,1,40,0,20,3.333333333,0,,7/14/2025,7/16/2025, -   , -   
145530,7/21/2025,12,4193,1,Cold Box Gasado,Cold Box Pequena,Silica,5.34, 1.00 ,peça,1,2,36,0,36,36,2.5, 90 ,7/14/2025,7/16/2025, 180 , -   
145530,7/21/2025,12,4193,2,Cold Box Gasado,Cold Box Pequena,Silica,1.879 ,1,peça,1,2,36,0,36,36,2.5, 90 ,7/14/2025,7/16/2025, 180 , -   
145508,7/21/2025,13,4823,1,Cold Box Soprado,Sopradora,Silica,1.040 ,2,peça,2,1,10,0, 20 ,10,1.42, 14 ,7/14/2025,7/16/2025, 36 , -   
145508,7/21/2025,13,4823,2,Cold Box Soprado,Sopradora,Silica,0.7, 1.00 ,peça,1,1,10,0,10,10,1.42, 14 ,7/14/2025,7/16/2025, 36 , -   
145508,7/21/2025,13,4823,3,Cold Box Soprado,Sopradora,Silica,1.148, 2.00 ,peça,4,1,10,0,20,5,1.42, 7 ,7/14/2025,7/16/2025, 36 , -   
145239,7/21/2025,14,946,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,16,0, 16 ,4,1.42, 6 ,7/14/2025,7/16/2025, 17 , -   
145239,7/21/2025,14,946,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,16,0,24,8,1.42, 11 ,7/14/2025,7/16/2025, 17 , -   
144841,7/21/2025,15,4073,1,Pep Set,Chão,Silica,20.000 ,1,peça,1,2,12,0,12,12,15, 180 ,7/14/2025,7/16/2025, 240 , -   
144841,7/21/2025,15,4073,2,Pep Set,Carrossel,Silica,27, 1.00 ,peça,1,1,12,0,12,12,1.25, 15 ,7/14/2025,7/16/2025, 240 , -   
144841,7/21/2025,15,4073,3,Pep Set,Carrossel,Silica,6.400 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/14/2025,7/16/2025, 240 , -   
144841,7/21/2025,15,4073,4,Pep Set,Carrossel,Silica,6.100 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/14/2025,7/16/2025, 240 , -   
144841,7/21/2025,15,4073,5,Pep Set,Carrossel,Silica,1.450 ,1,peça,1,2,12,0,12,12,1.25, 15 ,7/14/2025,7/16/2025, 240 , -   
144841,7/21/2025,15,4073,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/14/2025,7/16/2025, 9 , -   
144841,7/21/2025,15,4073,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/14/2025,7/16/2025, 9 , -   
145129,7/17/2025,15,3412,1,Pep Set,Chão,Cromita,, 1.00 ,peça,,0,1,0,1,0,15,,7/15/2025,7/16/2025, -   , -   
139019,7/21/2025,16,4759,1,Pep Set,Carrossel,Silica,30.000 ,1,peça,1,1,6,0,6,6,1.25, 8 ,7/14/2025,7/16/2025, 83 , -   
139019,7/21/2025,16,4759,2,Pep Set,Carrossel,Silica,29.000 ,1,peça,1,1,6,0,6,6,1.25, 8 ,7/14/2025,7/16/2025, 83 , -   
139019,7/21/2025,16,4759,3,Pep Set,Carrossel,Silica,24.000 ,1,peça,1,1,6,0,6,6,1.25, 8 ,7/14/2025,7/16/2025, 83 , -   
139019,7/21/2025,16,4759,4,Pep Set,Carrossel,Silica,14.000 ,1,peça,1,1,6,0,6,6,1.25, 8 ,7/14/2025,7/16/2025, 83 , -   
139019,7/21/2025,16,4759,5,Pep Set,Carrossel,Silica,14.500 ,1,peça,1,1,6,0,6,6,1.25, 8 ,7/14/2025,7/16/2025, 83 , -   
139019,7/21/2025,16,4759,6,Pep Set,Carrossel,Silica,12.5, 1.00 ,peça,1,1,6,0,6,6,1.25, 8 ,7/14/2025,7/16/2025, 83 , -   
139019,7/21/2025,16,4759,7,Pep Set,Carrossel,Silica,12.5, 1.00 ,peça,1,1,6,0,6,6,1.25, 8 ,7/14/2025,7/16/2025, 83 , -   
139019,7/21/2025,16,4759,8,Pep Set,Carrossel,Silica,10.800 ,1,peça,1,1,6,0,6,6,1.25, 8 ,7/14/2025,7/16/2025, 83 , -   
139019,7/21/2025,16,4759,9,Pep Set,Carrossel,Silica,10.5, 1.00 ,peça,1,1,6,0,6,6,1.25, 8 ,7/14/2025,7/16/2025, 83 , -   
139019,7/21/2025,16,4759,10,Pep Set,Carrossel,Silica,9.600 ,1,peça,1,1,6,0,6,6,1.25, 8 ,7/14/2025,7/16/2025, 83 , -   
139019,7/21/2025,16,4759,11,Pep Set,Carrossel,Silica,9.600 ,1,peça,1,1,6,0,6,6,1.25, 8 ,7/14/2025,7/16/2025, 83 , -   
139019,7/21/2025,16,4759,20,Cold Box Soprado,Sopradora,Silica,1.728 ,3,peça,3,1,6,0,18,6,1.42, 9 ,7/14/2025,7/16/2025, 9 , -   
144049,7/21/2025,17,5155,25,Pep Set,Carrossel,Silica,4.100 ,1,Molde,2,1,216,0,12,6,1.25, 8 ,7/14/2025,7/16/2025, 8 , -   
144097,7/21/2025,18,5155,25,Pep Set,Carrossel,Silica,4.100 ,1,Molde,2,1,216,0,12,6,1.25, 8 ,7/14/2025,7/16/2025, 8 , -   
145157,7/17/2025,18,4761,1,Pep Set,Chão,Cromita,, 1.00 ,peça,,1,4,0,4,0,15,,7/15/2025,7/16/2025, -   , -   
145158,7/17/2025,18,4761,1,Pep Set,Chão,Cromita,,1,peça,,1,4,0,4,0,15,,7/15/2025,7/16/2025, -   , -   
144799,7/21/2025,,947,1,Pep Set,Carrossel,Silica,22.300 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/14/2025,7/16/2025, 100 , -   
144799,7/21/2025,,947,2,Pep Set,Carrossel,Silica,16.1, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,7/14/2025,7/16/2025, 100 , -   
144799,7/21/2025,,947,3,Pep Set,Carrossel,Silica,8.570 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/14/2025,7/16/2025, 100 , -   
144799,7/21/2025,,947,4,Pep Set,Carrossel,Silica,5.34, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,7/14/2025,7/16/2025, 100 , -   
144801,7/22/2025,1,947,1,Pep Set,Carrossel,Silica,22.300 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/15/2025,7/17/2025, 100 , -   
144801,7/22/2025,1,947,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/15/2025,7/17/2025, 100 , -   
144801,7/22/2025,1,947,3,Pep Set,Carrossel,Silica,8.570 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/15/2025,7/17/2025, 100 , -   
144801,7/22/2025,1,947,4,Pep Set,Carrossel,Silica,5.340 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/15/2025,7/17/2025, 100 , -   
145014,7/22/2025,2,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/15/2025,7/17/2025, 40 , -   
145014,7/22/2025,2,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/15/2025,7/17/2025, 5 , -   
145014,7/22/2025,2,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/15/2025,7/17/2025, 40 , -   
145014,7/22/2025,2,4690,4,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8,2,1.42, 3 ,7/15/2025,7/17/2025, 6 , -   
145014,7/22/2025,2,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/15/2025,7/17/2025, 6 , -   
145024,7/22/2025,2,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/15/2025,7/17/2025, 40 , -   
145024,7/22/2025,2,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/15/2025,7/17/2025, 5 , -   
145024,7/22/2025,2,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/15/2025,7/17/2025, 40 , -   
145024,7/22/2025,2,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/15/2025,7/17/2025, 6 , -   
145024,7/22/2025,2,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/15/2025,7/17/2025, 6 , -   
144989,7/22/2025,3,4805,1,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,7/15/2025,7/17/2025, 80 , -   
144989,7/22/2025,3,4805,2,Cold Box Gasado,Cold Box 4,Silica,3.294, 2.00 ,peça,1,1,8,0,16,16,2.5, 40 ,7/15/2025,7/17/2025, 80 , -   
144989,7/22/2025,3,4805,3,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,1,8,0,8,4,1.42, 6 ,7/15/2025,7/17/2025, 23 , -   
144989,7/22/2025,3,4805,4,Cold Box Soprado,Sopradora,Silica,0.93, 4.00 ,peça,4,1,8,0,32,8,1.42, 11 ,7/15/2025,7/17/2025, 23 , -   
144989,7/22/2025,3,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,0,8,8,28, 224 ,7/15/2025,7/17/2025, 264 , -   
144989,7/22/2025,3,4805,6,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/15/2025,7/17/2025, 264 , -   
144989,7/22/2025,3,4805,7,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/15/2025,7/17/2025, 264 , -   
144989,7/22/2025,3,4805,8,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/15/2025,7/17/2025, 264 , -   
144989,7/22/2025,3,4805,9,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/15/2025,7/17/2025, 264 , -   
144989,7/22/2025,3,4805,20,Cold Box Soprado,Sopradora,Silica,1.728, 1.50 ,peça,3,1,8,0,12,4,1.42, 6 ,7/15/2025,7/17/2025, 23 , -   
145322,7/22/2025,4,4755,1,Pep Set,Chão,Silica,12.500 ,1,peça,1,2,20,0,20,20,15, 300 ,7/15/2025,7/17/2025, 300 , -   
145322,7/22/2025,4,4755,2,Cold Box Soprado,Sopradora,Silica,6.400 ,1,peça,2,1,20,0,20,10,1.42, 14 ,7/15/2025,7/17/2025, 21 , -   
145322,7/22/2025,4,4755,3,Cold Box Soprado,Sopradora,Silica,3.46, 1.00 ,peça,4,1,20,0,20,5,1.42, 7 ,7/15/2025,7/17/2025, 21 , -   
145087,7/22/2025,5,945,1,Pep Set,Carrossel,Silica,22.3, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,7/15/2025,7/17/2025, 100 , -   
145087,7/22/2025,5,945,2,Pep Set,Carrossel,Silica,16.1, 1.00 ,peça,1,2,20,0,20,20,1.25, 25 ,7/15/2025,7/17/2025, 100 , -   
145087,7/22/2025,5,945,3,Pep Set,Carrossel,Silica,8.570 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/15/2025,7/17/2025, 100 , -   
145087,7/22/2025,5,945,4,Pep Set,Carrossel,Silica,5.340 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/15/2025,7/17/2025, 100 , -   
145025,7/22/2025,6,4689,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,7/15/2025,7/17/2025, 40 , -   
145025,7/22/2025,6,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/15/2025,7/17/2025, 5 , -   
145025,7/22/2025,6,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,7/15/2025,7/17/2025, 40 , -   
145025,7/22/2025,6,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/15/2025,7/17/2025, 6 , -   
145025,7/22/2025,6,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0, 6 ,2,1.42, 3 ,7/15/2025,7/17/2025, 6 , -   
145033,7/22/2025,6,4690,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,7/15/2025,7/17/2025, 40 , -   
145033,7/22/2025,6,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/15/2025,7/17/2025, 5 , -   
145033,7/22/2025,6,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/15/2025,7/17/2025, 40 , -   
145033,7/22/2025,6,4690,4,Cold Box Soprado,Sopradora,Silica,0.625, 1.00 ,peça,4,1,8,0,8,2,1.42, 3 ,7/15/2025,7/17/2025, 6 , -   
145033,7/22/2025,6,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/15/2025,7/17/2025, 6 , -   
144990,7/22/2025,7,4805,1,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,7/15/2025,7/17/2025, 80 , -   
144990,7/22/2025,7,4805,2,Cold Box Gasado,Cold Box 4,Silica,3.294, 2.00 ,peça,1,1,8,0,16,16,2.5, 40 ,7/15/2025,7/17/2025, 80 , -   
144990,7/22/2025,7,4805,3,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,1,8,0,8,4,1.42, 6 ,7/15/2025,7/17/2025, 23 , -   
144990,7/22/2025,7,4805,4,Cold Box Soprado,Sopradora,Silica,0.930 ,4,peça,4,1,8,0,32,8,1.42, 11 ,7/15/2025,7/17/2025, 23 , -   
144990,7/22/2025,7,4805,5,Pep Set,Vibrado,Silica,76.500 ,1,peça,1,2,8,0,8,8,28, 224 ,7/15/2025,7/17/2025, 264 , -   
144990,7/22/2025,7,4805,6,Pep Set,Carrossel,Silica,8.47, 1.00 ,peça,1,1,8,0,8,8,1.25, 10 ,7/15/2025,7/17/2025, 264 , -   
144990,7/22/2025,7,4805,7,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/15/2025,7/17/2025, 264 , -   
144990,7/22/2025,7,4805,8,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/15/2025,7/17/2025, 264 , -   
144990,7/22/2025,7,4805,9,Pep Set,Carrossel,Silica,7.680 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/15/2025,7/17/2025, 264 , -   
144990,7/22/2025,7,4805,20,Cold Box Soprado,Sopradora,Silica,1.728, 1.50 ,peça,3,1,8,0,12,4,1.42, 6 ,7/15/2025,7/17/2025, 23 , -   
145404,7/22/2025,8,551,22,Cold Box Gasado,Cold Box Pequena,Silica,7.92, 1.00 ,Molde,2,1,266,0,19,9.5,2.5, 24 ,7/15/2025,7/17/2025, 24 , -   
144186,7/22/2025,9,5155,25,Pep Set,Carrossel,Silica,4.100 ,1,Molde,2,1,216,0,12,6,1.25, 8 ,7/15/2025,7/17/2025, 8 , -   
145606,7/22/2025,10,4054,1,Pep Set,Chão,Silica,20, 1.00 ,peça,1,2,12,0,12,12,15, 180 ,7/15/2025,7/17/2025, 240 , -   
145606,7/22/2025,10,4054,2,Pep Set,Carrossel,Silica,27.400 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/15/2025,7/17/2025, 240 , -   
145606,7/22/2025,10,4054,3,Pep Set,Carrossel,Silica,6.4, 1.00 ,peça,1,1,12,0,12,12,1.25, 15 ,7/15/2025,7/17/2025, 240 , -   
145606,7/22/2025,10,4054,4,Pep Set,Carrossel,Silica,6.100 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/15/2025,7/17/2025, 240 , -   
145606,7/22/2025,10,4054,5,Pep Set,Carrossel,Silica,1.45, 1.00 ,peça,1,2,12,0,12,12,1.25, 15 ,7/15/2025,7/17/2025, 240 , -   
145606,7/22/2025,10,4054,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/15/2025,7/17/2025, 9 , -   
145606,7/22/2025,10,4054,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/15/2025,7/17/2025, 9 , -   
145240,7/22/2025,11,946,1,Pep Set,Carrossel,Silica,9.1, 1.00 ,peça,1,1,16,0,16,16,1.25, 20 ,7/15/2025,7/17/2025, 20 , -   
145240,7/22/2025,11,946,6,Cold Box Soprado,Sopradora,Silica,1.56, 1.00 ,peça,4,1,16,0,16,4,1.42, 6 ,7/15/2025,7/17/2025, 23 , -   
145240,7/22/2025,11,946,3,Cold Box Soprado,Sopradora,Silica,1.16, 1.00 ,peça,4,1,16,0,16,4,1.42, 6 ,7/15/2025,7/17/2025, 23 , -   
145240,7/22/2025,11,946,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,16,0,24,8,1.42, 11 ,7/15/2025,7/17/2025, 23 , -   
145228,7/22/2025,12,944,6,Cold Box Soprado,Sopradora,Silica,1.560 ,1,peça,4,1,16,0,16,4,1.42, 6 ,7/15/2025,7/17/2025, 17 , -   
145228,7/22/2025,12,944,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,16,0,24,8,1.42, 11 ,7/15/2025,7/17/2025, 17 , -   
145111,7/22/2025,13,4588,1,Cold Box Gasado,Cold Box Pequena,Silica,0.530 ,1,peça,1,2,360,0,360,360,2.5, 900 ,7/15/2025,7/17/2025, 900 , -   
145026,7/22/2025,14,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/15/2025,7/17/2025, 40 , -   
145026,7/22/2025,14,4689,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/15/2025,7/17/2025, 5 , -   
145026,7/22/2025,14,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,7/15/2025,7/17/2025, 40 , -   
145026,7/22/2025,14,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/15/2025,7/17/2025, 6 , -   
145026,7/22/2025,14,4689,20,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6,2,1.42, 3 ,7/15/2025,7/17/2025, 6 , -   
145034,7/22/2025,14,4690,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/15/2025,7/17/2025, 40 , -   
145034,7/22/2025,14,4690,2,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,7/15/2025,7/17/2025, 5 , -   
145034,7/22/2025,14,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,7/15/2025,7/17/2025, 40 , -   
145034,7/22/2025,14,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/15/2025,7/17/2025, 6 , -   
145034,7/22/2025,14,4690,20,Cold Box Soprado,Sopradora,Silica,1.728, 0.75 ,peça,3,1,8,0,6,2,1.42, 3 ,7/15/2025,7/17/2025, 6 , -   
144842,7/22/2025,15,4073,1,Pep Set,Chão,Silica,20.000 ,1,peça,1,2,12,0,12,12,15, 180 ,7/15/2025,7/17/2025, 240 , -   
144842,7/22/2025,15,4073,2,Pep Set,Carrossel,Silica,27.000 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/15/2025,7/17/2025, 240 , -   
144842,7/22/2025,15,4073,3,Pep Set,Carrossel,Silica,6.400 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/15/2025,7/17/2025, 240 , -   
144842,7/22/2025,15,4073,4,Pep Set,Carrossel,Silica,6.100 ,1,peça,1,1,12,0,12,12,1.25, 15 ,7/15/2025,7/17/2025, 240 , -   
144842,7/22/2025,15,4073,5,Pep Set,Carrossel,Silica,1.45, 1.00 ,peça,1,2,12,0,12,12,1.25, 15 ,7/15/2025,7/17/2025, 240 , -   
144842,7/22/2025,15,4073,6,Cold Box Soprado,Sopradora,Silica,1.56, 1.00 ,peça,4,1,12,0,12,3,1.42, 4 ,7/15/2025,7/17/2025, 9 , -   
144842,7/22/2025,15,4073,7,Cold Box Soprado,Sopradora,Silica,1.360 ,1,peça,4,1,12,0,12,3,1.42, 4 ,7/15/2025,7/17/2025, 9 , -   
144596,7/22/2025,17,4845,1,Cold Box Gasado,Cold Box 4,Silica,7.500 ,1,peça,1,1,32,0,32,32,2.5, 80 ,7/15/2025,7/17/2025, 80 , -   
144596,7/22/2025,17,4845,2,Pep Set,Carrossel,Silica,6.500 ,1,peça,1,1,32,30,2,2,1.25, 3 ,7/15/2025,7/17/2025, 5 , -   
144596,7/22/2025,17,4845,3,Pep Set,Carrossel,Silica,6.800 ,1,peça,1,1,32,30,2,2,1.25, 3 ,7/15/2025,7/17/2025, 5 , -   
145027,7/23/2025,1,4689,1,Cold Box Gasado,Cold Box 4,Silica,21.000 ,1,peça,1,2,8,0,8,8,2.5, 20 ,7/16/2025,7/21/2025, 40 , -   
145027,7/23/2025,1,4689,2,Pep Set,Carrossel,Silica,2.665, 1.00 ,peça,2,1,8,0,8,4,1.25, 5 ,7/16/2025,7/21/2025, 5 , -   
145027,7/23/2025,1,4689,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025 ,1,peça,1,1,8,0,8,8,2.5, 20 ,7/16/2025,7/21/2025, 40 , -   
145027,7/23/2025,1,4689,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/16/2025,7/21/2025, 6 , -   
145027,7/23/2025,1,4689,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/16/2025,7/21/2025, 6 , -   
145035,7/23/2025,1,4690,1,Cold Box Gasado,Cold Box 4,Silica,21, 1.00 ,peça,1,2,8,0,8,8,2.5, 20 ,7/16/2025,7/21/2025, 40 , -   
145035,7/23/2025,1,4690,2,Pep Set,Carrossel,Silica,2.665 ,1,peça,2,1,8,0,8,4,1.25, 5 ,7/16/2025,7/21/2025, 5 , -   
145035,7/23/2025,1,4690,3,Cold Box Gasado,Cold Box Pequena,Silica,3.025, 1.00 ,peça,1,1,8,0,8,8,2.5, 20 ,7/16/2025,7/21/2025, 40 , -   
145035,7/23/2025,1,4690,4,Cold Box Soprado,Sopradora,Silica,0.625 ,1,peça,4,1,8,0,8,2,1.42, 3 ,7/16/2025,7/21/2025, 6 , -   
145035,7/23/2025,1,4690,20,Cold Box Soprado,Sopradora,Silica,1.728 ,0.75,peça,3,1,8,0,6,2,1.42, 3 ,7/16/2025,7/21/2025, 6 , -   
144991,7/23/2025,2,4805,1,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,7/16/2025,7/21/2025, 80 , -   
144991,7/23/2025,2,4805,2,Cold Box Gasado,Cold Box 4,Silica,3.294 ,2,peça,1,1,8,0,16,16,2.5, 40 ,7/16/2025,7/21/2025, 80 , -   
144991,7/23/2025,2,4805,3,Cold Box Soprado,Sopradora,Silica,3.000 ,1,peça,2,1,8,0,8,4,1.42, 6 ,7/16/2025,7/21/2025, 23 , -   
144991,7/23/2025,2,4805,4,Cold Box Soprado,Sopradora,Silica,0.930 ,4,peça,4,1,8,0,32,8,1.42, 11 ,7/16/2025,7/21/2025, 23 , -   
144991,7/23/2025,2,4805,5,Pep Set,Vibrado,Silica,76.5, 1.00 ,peça,1,2,8,0,8,8,28, 224 ,7/16/2025,7/21/2025, 264 , -   
144991,7/23/2025,2,4805,6,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/16/2025,7/21/2025, 264 , -   
144991,7/23/2025,2,4805,7,Pep Set,Carrossel,Silica,8.470 ,1,peça,1,1,8,0,8,8,1.25, 10 ,7/16/2025,7/21/2025, 264 , -   
144991,7/23/2025,2,4805,8,Pep Set,Carrossel,Silica,7.68, 1.00 ,peça,1,1,8,0,8,8,1.25, 10 ,7/16/2025,7/21/2025, 264 , -   
144991,7/23/2025,2,4805,9,Pep Set,Carrossel,Silica,7.68, 1.00 ,peça,1,1,8,0,8,8,1.25, 10 ,7/16/2025,7/21/2025, 264 , -   
144991,7/23/2025,2,4805,20,Cold Box Soprado,Sopradora,Silica,1.728 ,1.5,peça,3,1,8,0,12,4,1.42, 6 ,7/16/2025,7/21/2025, 23 , -   
144883,7/23/2025,3,4758,1,Pep Set,Carrossel,Silica,24, 1.00 ,peça,1,1,14,0,14,14,1.25, 18 ,7/16/2025,7/21/2025, 123 , -   
144883,7/23/2025,3,4758,2,Pep Set,Carrossel,Silica,31.5, 1.00 ,peça,1,1,14,0,14,14,1.25, 18 ,7/16/2025,7/21/2025, 123 , -   
144883,7/23/2025,3,4758,3,Pep Set,Carrossel,Silica,23.000 ,1,peça,1,1,14,0,14,14,1.25, 18 ,7/16/2025,7/21/2025, 123 , -   
144883,7/23/2025,3,4758,4,Pep Set,Carrossel,Silica,11.000 ,1,peça,1,1,14,0,14,14,1.25, 18 ,7/16/2025,7/21/2025, 123 , -   
144883,7/23/2025,3,4758,5,Pep Set,Carrossel,Silica,9.5, 1.00 ,peça,1,1,14,0,14,14,1.25, 18 ,7/16/2025,7/21/2025, 123 , -   
144883,7/23/2025,3,4758,6,Pep Set,Carrossel,Silica,9.5, 1.00 ,peça,1,1,14,0,14,14,1.25, 18 ,7/16/2025,7/21/2025, 123 , -   
144883,7/23/2025,3,4758,7,Pep Set,Carrossel,Silica,4.000 ,1,peça,1,1,14,0,14,14,1.25, 18 ,7/16/2025,7/21/2025, 123 , -   
144883,7/23/2025,3,4758,20,Cold Box Soprado,Sopradora,Silica,1.728, 1.50 ,peça,3,1,14,0,21,7,1.42, 10 ,7/16/2025,7/21/2025, 10 , -   
145088,7/23/2025,4,945,1,Pep Set,Carrossel,Silica,22.300 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/16/2025,7/21/2025, 100 , -   
145088,7/23/2025,4,945,2,Pep Set,Carrossel,Silica,16.100 ,1,peça,1,2,20,0,20,20,1.25, 25 ,7/16/2025,7/21/2025, 100 , -   
