OP,caixa,_kf_macho,maquina,fim,not_before_date,Deadline,config,tempo_processamento,inicio,status_integration_id,obs
146411,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 07:18:00,2025-09-30,2025-10-01,A,2,2025-09-30 07:16:00,15,
146412,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 07:20:00,2025-09-30,2025-10-01,A,2,2025-09-30 07:18:00,15,
146413,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 07:22:00,2025-09-30,2025-10-01,A,2,2025-09-30 07:20:00,15,
146414,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 07:24:00,2025-09-30,2025-10-01,A,2,2025-09-30 07:22:00,15,
146462,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 07:28:00,2025-09-30,2025-10-01,A,4,2025-09-30 07:24:00,15,
146463,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 07:32:00,2025-09-30,2025-10-01,A,4,2025-09-30 07:28:00,15,
146464,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 07:36:00,2025-09-30,2025-10-01,A,4,2025-09-30 07:32:00,15,
145799,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 07:42:00,2025-09-30,2025-10-01,A,6,2025-09-30 07:36:00,15,
145269,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 07:50:00,2025-09-30,2025-10-01,A,8,2025-09-30 07:42:00,15,
146056,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 07:58:00,2025-09-30,2025-10-01,A,8,2025-09-30 07:50:00,15,
146057,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 08:08:00,2025-09-30,2025-10-01,A,10,2025-09-30 07:58:00,15,
146136,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 08:18:00,2025-09-30,2025-10-01,A,10,2025-09-30 08:08:00,15,
146056,7.0,841.0,coldboxsoprado_sopradora,2025-09-30 08:32:00,2025-09-30,2025-10-01,A,4,2025-09-30 08:28:00,15,
146243,2.0,117.0,coldboxsoprado_sopradora,2025-09-30 08:52:00,2025-09-30,2025-10-01,A,20,2025-09-30 08:32:00,15,
146377,4.0,386.0,coldboxsoprado_sopradora,2025-09-30 08:54:00,2025-09-30,2025-10-01,A,2,2025-09-30 08:52:00,15,
146378,4.0,386.0,coldboxsoprado_sopradora,2025-09-30 08:56:00,2025-09-30,2025-10-01,A,2,2025-09-30 08:54:00,15,
146379,4.0,386.0,coldboxsoprado_sopradora,2025-09-30 08:58:00,2025-09-30,2025-10-01,A,2,2025-09-30 08:56:00,15,
146415,4.0,385.0,coldboxsoprado_sopradora,2025-09-30 09:00:00,2025-09-30,2025-10-01,A,2,2025-09-30 08:58:00,15,
146416,4.0,385.0,coldboxsoprado_sopradora,2025-09-30 09:47:00,2025-09-30,2025-10-01,A,2,2025-09-30 09:45:00,15,
146417,4.0,385.0,coldboxsoprado_sopradora,2025-09-30 09:49:00,2025-09-30,2025-10-01,A,2,2025-09-30 09:47:00,15,
146377,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 10:01:00,2025-09-30,2025-10-01,A,2,2025-09-30 09:59:00,15,
146378,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 10:03:00,2025-09-30,2025-10-01,A,2,2025-09-30 10:01:00,15,
146379,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 10:05:00,2025-09-30,2025-10-01,A,2,2025-09-30 10:03:00,15,
146415,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 10:07:00,2025-09-30,2025-10-01,A,2,2025-09-30 10:05:00,15,
146416,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 10:09:00,2025-09-30,2025-10-01,A,2,2025-09-30 10:07:00,15,
146417,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 10:11:00,2025-09-30,2025-10-01,A,2,2025-09-30 10:09:00,15,
146465,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 10:15:00,2025-09-30,2025-10-01,A,4,2025-09-30 10:11:00,15,
146466,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 10:19:00,2025-09-30,2025-10-01,A,4,2025-09-30 10:15:00,15,
146467,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 10:23:00,2025-09-30,2025-10-01,A,4,2025-09-30 10:19:00,15,
145270,20.0,2629.0,coldboxsoprado_sopradora,2025-09-30 10:31:00,2025-09-30,2025-10-01,A,8,2025-09-30 10:23:00,15,
145775,6.0,840.0,coldboxsoprado_sopradora,2025-09-30 10:44:00,2025-09-30,2025-10-01,A,3,2025-09-30 10:41:00,15,
145775,7.0,834.0,coldboxsoprado_sopradora,2025-09-30 10:57:00,2025-09-30,2025-10-01,A,3,2025-09-30 10:54:00,15,
146244,2.0,117.0,coldboxsoprado_sopradora,2025-09-30 11:17:00,2025-09-30,2025-10-01,A,20,2025-09-30 10:57:00,15,
146244,3.0,2514.0,coldboxsoprado_sopradora,2025-09-30 11:52:00,2025-09-30,2025-10-01,B,5,2025-09-30 11:47:00,15,
146301,1.0,2302.0,coldboxsoprado_sopradora,2025-09-30 12:50:00,2025-09-30,2025-10-01,B,58,2025-09-30 11:52:00,15,
146380,4.0,386.0,coldboxsoprado_sopradora,2025-10-01 04:02:00,2025-10-01,2025-10-02,A,2,2025-10-01 04:00:00,15,
146381,4.0,386.0,coldboxsoprado_sopradora,2025-10-01 04:04:00,2025-10-01,2025-10-02,A,2,2025-10-01 04:02:00,15,
146418,4.0,385.0,coldboxsoprado_sopradora,2025-10-01 04:06:00,2025-10-01,2025-10-02,A,2,2025-10-01 04:04:00,15,
146419,4.0,385.0,coldboxsoprado_sopradora,2025-10-01 04:08:00,2025-10-01,2025-10-02,A,2,2025-10-01 04:06:00,15,
146380,20.0,2629.0,coldboxsoprado_sopradora,2025-10-01 04:20:00,2025-10-01,2025-10-02,A,2,2025-10-01 04:18:00,15,
146381,20.0,2629.0,coldboxsoprado_sopradora,2025-10-01 04:22:00,2025-10-01,2025-10-02,A,2,2025-10-01 04:20:00,15,
146418,20.0,2629.0,coldboxsoprado_sopradora,2025-10-01 04:24:00,2025-10-01,2025-10-02,A,2,2025-10-01 04:22:00,15,
146419,20.0,2629.0,coldboxsoprado_sopradora,2025-10-01 04:26:00,2025-10-01,2025-10-02,A,2,2025-10-01 04:24:00,15,
145271,20.0,2629.0,coldboxsoprado_sopradora,2025-10-01 04:34:00,2025-10-01,2025-10-02,A,8,2025-10-01 04:26:00,15,
146173,20.0,2629.0,coldboxsoprado_sopradora,2025-10-01 04:42:00,2025-10-01,2025-10-02,A,8,2025-10-01 04:34:00,15,
145271,6.0,840.0,coldboxsoprado_sopradora,2025-10-01 04:56:00,2025-10-01,2025-10-02,A,4,2025-10-01 04:52:00,15,
146173,6.0,840.0,coldboxsoprado_sopradora,2025-10-01 05:00:00,2025-10-01,2025-10-02,A,4,2025-10-01 04:56:00,15,
145271,7.0,834.0,coldboxsoprado_sopradora,2025-10-01 05:14:00,2025-10-01,2025-10-02,A,4,2025-10-01 05:10:00,15,
146173,7.0,841.0,coldboxsoprado_sopradora,2025-10-01 05:28:00,2025-10-01,2025-10-02,A,4,2025-10-01 05:24:00,15,
146314,2.0,2736.0,coldboxsoprado_sopradora,2025-10-01 05:46:00,2025-10-01,2025-10-02,A,8,2025-10-01 05:38:00,15,
146840,2.0,2736.0,coldboxsoprado_sopradora,2025-10-01 05:54:00,2025-10-01,2025-10-02,A,8,2025-10-01 05:46:00,15,
146527,2.0,117.0,coldboxsoprado_sopradora,2025-10-01 06:14:00,2025-10-01,2025-10-02,A,10,2025-10-01 06:04:00,15,
146814,1.0,2707.0,coldboxsoprado_sopradora,2025-10-01 06:34:00,2025-10-01,2025-10-02,A,10,2025-10-01 06:24:00,15,
146833,1.0,2715.0,coldboxsoprado_sopradora,2025-10-01 06:44:00,2025-10-01,2025-10-02,A,10,2025-10-01 06:34:00,15,
146814,2.0,2708.0,coldboxsoprado_sopradora,2025-10-01 07:14:00,2025-10-01,2025-10-02,A,20,2025-10-01 06:54:00,15,
146814,3.0,2709.0,coldboxsoprado_sopradora,2025-10-01 07:34:00,2025-10-01,2025-10-02,A,20,2025-10-01 07:14:00,15,
146833,2.0,2708.0,coldboxsoprado_sopradora,2025-10-01 07:54:00,2025-10-01,2025-10-02,A,20,2025-10-01 07:34:00,15,
146833,3.0,2709.0,coldboxsoprado_sopradora,2025-10-01 08:24:00,2025-10-01,2025-10-02,A,30,2025-10-01 07:54:00,15,
146314,1.0,2735.0,coldboxsoprado_sopradora,2025-10-01 08:59:00,2025-10-01,2025-10-02,B,5,2025-10-01 08:54:00,15,
146840,1.0,2735.0,coldboxsoprado_sopradora,2025-10-01 09:04:00,2025-10-01,2025-10-02,B,5,2025-10-01 08:59:00,15,
146527,3.0,2514.0,coldboxsoprado_sopradora,2025-10-01 09:19:00,2025-10-01,2025-10-02,B,5,2025-10-01 09:14:00,15,
146507,1.0,1755.0,coldboxsoprado_sopradora,2025-10-01 10:41:00,2025-10-01,2025-10-02,B,82,2025-10-01 09:19:00,15,
147266,20.0,2629.0,coldboxsoprado_sopradora,2025-10-02 04:01:00,2025-10-02,2025-10-03,A,1,2025-10-02 04:00:00,15,
147267,20.0,2629.0,coldboxsoprado_sopradora,2025-10-02 04:02:00,2025-10-02,2025-10-03,A,1,2025-10-02 04:01:00,15,
146382,20.0,2629.0,coldboxsoprado_sopradora,2025-10-02 04:04:00,2025-10-02,2025-10-03,A,2,2025-10-02 04:02:00,15,
146383,20.0,2629.0,coldboxsoprado_sopradora,2025-10-02 04:06:00,2025-10-02,2025-10-03,A,2,2025-10-02 04:04:00,15,
146420,20.0,2629.0,coldboxsoprado_sopradora,2025-10-02 04:08:00,2025-10-02,2025-10-03,A,2,2025-10-02 04:06:00,15,
146421,20.0,2629.0,coldboxsoprado_sopradora,2025-10-02 04:10:00,2025-10-02,2025-10-03,A,2,2025-10-02 04:08:00,15,
145800,20.0,2629.0,coldboxsoprado_sopradora,2025-10-02 04:14:00,2025-10-02,2025-10-03,A,4,2025-10-02 04:10:00,15,
146468,20.0,2629.0,coldboxsoprado_sopradora,2025-10-02 04:18:00,2025-10-02,2025-10-03,A,4,2025-10-02 04:14:00,15,
146469,20.0,2629.0,coldboxsoprado_sopradora,2025-10-02 04:22:00,2025-10-02,2025-10-03,A,4,2025-10-02 04:18:00,15,
146382,4.0,386.0,coldboxsoprado_sopradora,2025-10-02 04:34:00,2025-10-02,2025-10-03,A,2,2025-10-02 04:32:00,15,
146383,4.0,386.0,coldboxsoprado_sopradora,2025-10-02 04:36:00,2025-10-02,2025-10-03,A,2,2025-10-02 04:34:00,15,
146420,4.0,385.0,coldboxsoprado_sopradora,2025-10-02 04:38:00,2025-10-02,2025-10-03,A,2,2025-10-02 04:36:00,15,
146421,4.0,385.0,coldboxsoprado_sopradora,2025-10-02 04:40:00,2025-10-02,2025-10-03,A,2,2025-10-02 04:38:00,15,
146468,3.0,2692.0,coldboxsoprado_sopradora,2025-10-02 04:54:00,2025-10-02,2025-10-03,A,4,2025-10-02 04:50:00,15,
146469,3.0,2692.0,coldboxsoprado_sopradora,2025-10-02 04:58:00,2025-10-02,2025-10-03,A,4,2025-10-02 04:54:00,15,
146468,4.0,2693.0,coldboxsoprado_sopradora,2025-10-02 05:16:00,2025-10-02,2025-10-03,A,8,2025-10-02 05:08:00,15,
146469,4.0,2693.0,coldboxsoprado_sopradora,2025-10-02 05:24:00,2025-10-02,2025-10-03,A,8,2025-10-02 05:16:00,15,
146841,2.0,2736.0,coldboxsoprado_sopradora,2025-10-02 05:42:00,2025-10-02,2025-10-03,A,8,2025-10-02 05:34:00,15,
146846,2.0,2736.0,coldboxsoprado_sopradora,2025-10-02 05:50:00,2025-10-02,2025-10-03,A,8,2025-10-02 05:42:00,15,
146528,2.0,117.0,coldboxsoprado_sopradora,2025-10-02 06:10:00,2025-10-02,2025-10-03,A,10,2025-10-02 06:00:00,15,
146815,1.0,2707.0,coldboxsoprado_sopradora,2025-10-02 06:30:00,2025-10-02,2025-10-03,A,10,2025-10-02 06:20:00,15,
146834,1.0,2715.0,coldboxsoprado_sopradora,2025-10-02 06:40:00,2025-10-02,2025-10-03,A,10,2025-10-02 06:30:00,15,
146815,2.0,2708.0,coldboxsoprado_sopradora,2025-10-02 07:10:00,2025-10-02,2025-10-03,A,20,2025-10-02 06:50:00,15,
146815,3.0,2709.0,coldboxsoprado_sopradora,2025-10-02 07:30:00,2025-10-02,2025-10-03,A,20,2025-10-02 07:10:00,15,
146834,2.0,2708.0,coldboxsoprado_sopradora,2025-10-02 07:50:00,2025-10-02,2025-10-03,A,20,2025-10-02 07:30:00,15,
146834,3.0,2709.0,coldboxsoprado_sopradora,2025-10-02 08:20:00,2025-10-02,2025-10-03,A,30,2025-10-02 07:50:00,15,
146528,3.0,2514.0,coldboxsoprado_sopradora,2025-10-02 08:55:00,2025-10-02,2025-10-03,B,5,2025-10-02 08:50:00,15,
146841,1.0,2735.0,coldboxsoprado_sopradora,2025-10-02 09:10:00,2025-10-02,2025-10-03,B,5,2025-10-02 09:05:00,15,
146846,1.0,2735.0,coldboxsoprado_sopradora,2025-10-02 09:15:00,2025-10-02,2025-10-03,B,5,2025-10-02 09:10:00,15,
146302,1.0,2302.0,coldboxsoprado_sopradora,2025-10-02 10:13:00,2025-10-02,2025-10-03,B,58,2025-10-02 09:15:00,15,
146384,4.0,386.0,coldboxsoprado_sopradora,2025-10-03 04:02:00,2025-10-03,2025-10-04,A,2,2025-10-03 04:00:00,15,
146385,4.0,386.0,coldboxsoprado_sopradora,2025-10-03 04:04:00,2025-10-03,2025-10-04,A,2,2025-10-03 04:02:00,15,
146422,4.0,385.0,coldboxsoprado_sopradora,2025-10-03 04:06:00,2025-10-03,2025-10-04,A,2,2025-10-03 04:04:00,15,
146423,4.0,385.0,coldboxsoprado_sopradora,2025-10-03 04:08:00,2025-10-03,2025-10-04,A,2,2025-10-03 04:06:00,15,
146384,20.0,2629.0,coldboxsoprado_sopradora,2025-10-03 04:20:00,2025-10-03,2025-10-04,A,2,2025-10-03 04:18:00,15,
146385,20.0,2629.0,coldboxsoprado_sopradora,2025-10-03 04:22:00,2025-10-03,2025-10-04,A,2,2025-10-03 04:20:00,15,
146422,20.0,2629.0,coldboxsoprado_sopradora,2025-10-03 04:24:00,2025-10-03,2025-10-04,A,2,2025-10-03 04:22:00,15,
146423,20.0,2629.0,coldboxsoprado_sopradora,2025-10-03 04:26:00,2025-10-03,2025-10-04,A,2,2025-10-03 04:24:00,15,
146971,20.0,2629.0,coldboxsoprado_sopradora,2025-10-03 04:28:00,2025-10-03,2025-10-04,A,2,2025-10-03 04:26:00,15,
147296,20.0,2629.0,coldboxsoprado_sopradora,2025-10-03 04:30:00,2025-10-03,2025-10-04,A,2,2025-10-03 04:28:00,15,
146470,20.0,2629.0,coldboxsoprado_sopradora,2025-10-03 04:34:00,2025-10-03,2025-10-04,A,4,2025-10-03 04:30:00,15,
146471,20.0,2629.0,coldboxsoprado_sopradora,2025-10-03 04:38:00,2025-10-03,2025-10-04,A,4,2025-10-03 04:34:00,15,
146470,3.0,2692.0,coldboxsoprado_sopradora,2025-10-03 04:52:00,2025-10-03,2025-10-04,A,4,2025-10-03 04:48:00,15,
146471,3.0,2692.0,coldboxsoprado_sopradora,2025-10-03 04:56:00,2025-10-03,2025-10-04,A,4,2025-10-03 04:52:00,15,
146470,4.0,2693.0,coldboxsoprado_sopradora,2025-10-03 05:14:00,2025-10-03,2025-10-04,A,8,2025-10-03 05:06:00,15,
146471,4.0,2693.0,coldboxsoprado_sopradora,2025-10-03 05:22:00,2025-10-03,2025-10-04,A,8,2025-10-03 05:14:00,15,
146842,2.0,2736.0,coldboxsoprado_sopradora,2025-10-03 05:40:00,2025-10-03,2025-10-04,A,8,2025-10-03 05:32:00,15,
146847,2.0,2736.0,coldboxsoprado_sopradora,2025-10-03 05:48:00,2025-10-03,2025-10-04,A,8,2025-10-03 05:40:00,15,
146816,1.0,2707.0,coldboxsoprado_sopradora,2025-10-03 06:08:00,2025-10-03,2025-10-04,A,10,2025-10-03 05:58:00,15,
146835,1.0,2715.0,coldboxsoprado_sopradora,2025-10-03 06:18:00,2025-10-03,2025-10-04,A,10,2025-10-03 06:08:00,15,
146816,2.0,2708.0,coldboxsoprado_sopradora,2025-10-03 06:48:00,2025-10-03,2025-10-04,A,20,2025-10-03 06:28:00,15,
146816,3.0,2709.0,coldboxsoprado_sopradora,2025-10-03 07:08:00,2025-10-03,2025-10-04,A,20,2025-10-03 06:48:00,15,
146835,2.0,2708.0,coldboxsoprado_sopradora,2025-10-03 07:28:00,2025-10-03,2025-10-04,A,20,2025-10-03 07:08:00,15,
146835,3.0,2709.0,coldboxsoprado_sopradora,2025-10-03 07:58:00,2025-10-03,2025-10-04,A,30,2025-10-03 07:28:00,15,
146842,1.0,2735.0,coldboxsoprado_sopradora,2025-10-03 08:33:00,2025-10-03,2025-10-04,B,5,2025-10-03 08:28:00,15,
146847,1.0,2735.0,coldboxsoprado_sopradora,2025-10-03 08:48:00,2025-10-03,2025-10-04,B,15,2025-10-03 08:33:00,15,
146973,3.0,0.0,coldboxgasado_coldboxpequena,,2025-10-01,2025-10-01,,0,,15,"erro, algum dado faltando, operação não será considerada."
145776,1.0,828.0,pepset_chao,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145776,2.0,829.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145776,3.0,830.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145776,4.0,831.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145776,5.0,839.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145776,6.0,840.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145776,7.0,834.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145788,1.0,835.0,pepset_chao,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145788,2.0,836.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145788,3.0,837.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145788,4.0,838.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145788,5.0,839.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145788,6.0,840.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145788,7.0,841.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145942,1.0,2675.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145942,2.0,2676.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145942,3.0,2677.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145942,4.0,2678.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145942,5.0,2679.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145942,6.0,2680.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145942,7.0,2681.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145942,8.0,2682.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145942,9.0,2683.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145942,10.0,2684.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145942,11.0,2685.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
145942,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146298,1.0,2647.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146356,1.0,90.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146356,2.0,91.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146356,3.0,92.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146356,4.0,93.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146357,1.0,90.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146357,2.0,91.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146357,3.0,92.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146357,4.0,93.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146386,1.0,113.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146386,2.0,114.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146386,3.0,115.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146386,4.0,386.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146386,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146387,1.0,113.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146387,2.0,114.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146387,3.0,115.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146387,4.0,386.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146387,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146388,1.0,113.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146388,2.0,114.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146388,3.0,115.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146388,4.0,386.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146388,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146389,1.0,113.0,coldboxgasado_coldbox4,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146389,2.0,114.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146389,3.0,115.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146389,4.0,386.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146389,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146390,1.0,113.0,coldboxgasado_coldbox4,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146390,2.0,114.0,pepset_carrossel,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146390,3.0,115.0,coldboxgasado_coldboxpequena,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146390,4.0,386.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146390,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-07,2025-10-07,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146424,1.0,113.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146424,2.0,114.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146424,3.0,98.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146424,4.0,385.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146424,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146425,1.0,113.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146425,2.0,114.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146425,3.0,98.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146425,4.0,385.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146425,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146426,1.0,113.0,coldboxgasado_coldbox4,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146426,2.0,114.0,pepset_carrossel,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146426,3.0,98.0,coldboxgasado_coldboxpequena,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146426,4.0,385.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
146426,20.0,2629.0,coldboxsoprado_sopradora,,2025-10-06,2025-10-06,,0,,15,"erro, not before date posterior a sexta feira, operação não será considerada."
