id,_kf_producao,dataFusao,ordenacao,_kf_FichaTecnica,caixa,_kf_macho,processo,recurso,areia,peso,qtd_machos,qtd_machos_por,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,qtd_moldes,tempo_ciclo,Tempo Total (minutos),not_before_date,deadline,dataHoraProcess,_kf_statusIntegration,status_integration_id,status_create_date,dt,machine_name,lateness,obs
7854,146428,2025-10-09,8,4690,4,385,coldboxsoprado,sopradora,Silica,1,1,peça,4,1,8,0,8,2,1,3,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7855,146428,2025-10-09,8,4690,20,2629,coldboxsoprado,sopradora,Silica,2,1,peça,3,1,8,0,6,2,1,3,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7856,146438,2025-10-08,15,947,1,87,pepset,carrossel,Silica,22,1,peça,1,2,20,0,20,20,1,25,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7857,146438,2025-10-08,15,947,2,88,pepset,carrossel,Silica,16,1,peça,1,2,20,0,20,20,1,25,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7858,146438,2025-10-08,15,947,3,89,pepset,carrossel,Silica,9,1,peça,1,2,20,0,20,20,1,25,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7859,146438,2025-10-08,15,947,4,94,pepset,carrossel,Silica,5,1,peça,1,2,20,0,20,20,1,25,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7860,146439,2025-10-09,12,947,1,87,pepset,carrossel,Silica,22,1,peça,1,2,20,0,20,20,1,25,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7861,146439,2025-10-09,12,947,2,88,pepset,carrossel,Silica,16,1,peça,1,2,20,0,20,20,1,25,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7862,146439,2025-10-09,12,947,3,89,pepset,carrossel,Silica,9,1,peça,1,2,20,0,20,20,1,25,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7863,146439,2025-10-09,12,947,4,94,pepset,carrossel,Silica,5,1,peça,1,2,20,0,20,20,1,25,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7917,146472,2025-10-08,2,4805,1,2690,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldbox4,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7918,146472,2025-10-08,2,4805,2,2691,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldbox4,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7919,146472,2025-10-08,2,4805,3,2692,coldboxsoprado,sopradora,Silica,3,1,peça,2,1,8,0,8,4,1,6,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7920,146472,2025-10-08,2,4805,4,2693,coldboxsoprado,sopradora,Silica,1,4,peça,4,1,8,0,32,8,1,11,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7921,146472,2025-10-08,2,4805,5,2694,pepset,vibrado,Silica,77,1,peça,1,2,8,0,8,8,28,224,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_vibrado,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7922,146472,2025-10-08,2,4805,6,2695,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7923,146472,2025-10-08,2,4805,7,2696,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7924,146472,2025-10-08,2,4805,8,2697,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7925,146472,2025-10-08,2,4805,9,2698,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7926,146472,2025-10-08,2,4805,20,2629,coldboxsoprado,sopradora,Silica,2,2,peça,3,1,8,0,12,4,1,6,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7927,146473,2025-10-08,8,4805,1,2690,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldbox4,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7928,146473,2025-10-08,8,4805,2,2691,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldbox4,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7929,146473,2025-10-08,8,4805,3,2692,coldboxsoprado,sopradora,Silica,3,1,peça,2,1,8,0,8,4,1,6,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7930,146473,2025-10-08,8,4805,4,2693,coldboxsoprado,sopradora,Silica,1,4,peça,4,1,8,0,32,8,1,11,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7931,146473,2025-10-08,8,4805,5,2694,pepset,vibrado,Silica,77,1,peça,1,2,8,0,8,8,28,224,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_vibrado,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7932,146473,2025-10-08,8,4805,6,2695,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7933,146473,2025-10-08,8,4805,7,2696,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7934,146473,2025-10-08,8,4805,8,2697,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7935,146473,2025-10-08,8,4805,9,2698,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7936,146473,2025-10-08,8,4805,20,2629,coldboxsoprado,sopradora,Silica,2,2,peça,3,1,8,0,12,4,1,6,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7937,146474,2025-10-09,2,4805,1,2690,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldbox4,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7938,146474,2025-10-09,2,4805,2,2691,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldbox4,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7939,146474,2025-10-09,2,4805,3,2692,coldboxsoprado,sopradora,Silica,3,1,peça,2,1,8,0,8,4,1,6,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7940,146474,2025-10-09,2,4805,4,2693,coldboxsoprado,sopradora,Silica,1,4,peça,4,1,8,0,32,8,1,11,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7941,146474,2025-10-09,2,4805,5,2694,pepset,vibrado,Silica,77,1,peça,1,2,8,0,8,8,28,224,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_vibrado,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7942,146474,2025-10-09,2,4805,6,2695,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7943,146474,2025-10-09,2,4805,7,2696,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7944,146474,2025-10-09,2,4805,8,2697,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7945,146474,2025-10-09,2,4805,9,2698,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7946,146474,2025-10-09,2,4805,20,2629,coldboxsoprado,sopradora,Silica,2,2,peça,3,1,8,0,12,4,1,6,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7947,146475,2025-10-09,5,4805,1,2690,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldbox4,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7948,146475,2025-10-09,5,4805,2,2691,coldboxgasado,coldbox4,Silica,3,2,peça,1,1,8,0,16,16,3,40,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldbox4,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7949,146475,2025-10-09,5,4805,3,2692,coldboxsoprado,sopradora,Silica,3,1,peça,2,1,8,0,8,4,1,6,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7950,146475,2025-10-09,5,4805,4,2693,coldboxsoprado,sopradora,Silica,1,4,peça,4,1,8,0,32,8,1,11,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7951,146475,2025-10-09,5,4805,5,2694,pepset,vibrado,Silica,77,1,peça,1,2,8,0,8,8,28,224,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_vibrado,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7952,146475,2025-10-09,5,4805,6,2695,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7953,146475,2025-10-09,5,4805,7,2696,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7954,146475,2025-10-09,5,4805,8,2697,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7955,146475,2025-10-09,5,4805,9,2698,pepset,carrossel,Silica,8,1,peça,1,1,8,0,8,8,1,10,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7956,146475,2025-10-09,5,4805,20,2629,coldboxsoprado,sopradora,Silica,2,2,peça,3,1,8,0,12,4,1,6,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7968,146661,2025-10-08,11,3509,1,2066,pepset,vibrado,Cromita,1,1,peça,4,1,192,0,192,48,28,1344,2025-10-06,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_vibrado,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7969,146661,2025-10-08,11,3509,30,2926,pepset,carrossel,Silica,,1,Lote,1,1,192,0,1,1,1,1,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7970,146668,2025-10-08,14,285,1,190,pepset,chao,Silica areia nova,2,1,peça,1,1,13,0,13,13,15,195,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_chao,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7971,146668,2025-10-08,14,285,29,2925,pepset,carrossel,Silica,,1,Lote,1,1,13,0,1,1,1,1,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7974,146688,2025-10-09,16,4855,1,2779,pepset,carrossel,Silica,67,1,peça,1,1,4,0,4,4,1,5,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7990,146817,2025-10-08,9,4835,1,2707,coldboxsoprado,sopradora,Silica,4,1,peça,4,2,40,0,40,10,1,14,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7991,146817,2025-10-08,9,4835,2,2708,coldboxsoprado,sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7992,146817,2025-10-08,9,4835,3,2709,coldboxsoprado,sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7993,146818,2025-10-09,9,4835,1,2707,coldboxsoprado,sopradora,Silica,4,1,peça,4,2,40,0,40,10,1,14,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7994,146818,2025-10-09,9,4835,2,2708,coldboxsoprado,sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
7995,146818,2025-10-09,9,4835,3,2709,coldboxsoprado,sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8005,146836,2025-10-08,10,4836,1,2715,coldboxsoprado,sopradora,Silica,4,1,peça,4,2,40,0,40,10,1,14,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8006,146836,2025-10-08,10,4836,2,2708,coldboxsoprado,sopradora,Silica,3,1,peça,2,2,40,0,40,20,1,28,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8007,146836,2025-10-08,10,4836,3,2709,coldboxsoprado,sopradora,Silica,1,1,peça,2,1,40,0,40,20,1,28,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8014,146843,2025-10-08,12,4858,1,2735,coldboxsoprado,sopradora,Silica,1,1,peça,14,1,70,0,70,5,1,7,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8015,146843,2025-10-08,12,4858,2,2736,coldboxsoprado,sopradora,Silica,0,1,peça,9,1,70,0,70,8,1,11,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8016,146844,2025-10-09,10,4858,1,2735,coldboxsoprado,sopradora,Silica,1,1,peça,14,1,70,0,70,5,1,7,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8017,146844,2025-10-09,10,4858,2,2736,coldboxsoprado,sopradora,Silica,0,1,peça,9,1,70,0,70,8,1,11,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8022,146848,2025-10-08,13,4859,1,2735,coldboxsoprado,sopradora,Silica,1,1,peça,14,1,70,0,70,5,1,7,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8023,146848,2025-10-08,13,4859,2,2736,coldboxsoprado,sopradora,Silica,0,1,peça,9,1,70,0,70,8,1,11,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8024,146849,2025-10-09,11,4859,1,2735,coldboxsoprado,sopradora,Silica,1,1,peça,14,1,70,0,70,5,1,7,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8025,146849,2025-10-09,11,4859,2,2736,coldboxsoprado,sopradora,Silica,0,1,peça,9,1,70,0,70,8,1,11,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxsoprado_sopradora,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8026,146868,2025-10-08,14,4843,1,2882,coldboxgasado,coldboxpequena,Silica areia nova,1,1,peça,4,1,8,0,8,2,3,5,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldboxpequena,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8027,146868,2025-10-08,14,4843,2,2883,coldboxgasado,coldboxpequena,Silica areia nova,1,1,peça,4,1,8,0,8,2,3,5,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldboxpequena,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8028,146868,2025-10-08,14,4843,3,2884,pepset,chao,Silica areia nova,24,1,peça,1,1,8,0,8,8,15,120,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_chao,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8029,146868,2025-10-08,14,4843,29,2925,pepset,carrossel,Silica,,1,Lote,1,1,8,0,1,1,1,1,2025-10-06,2025-10-06,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8031,146884,2025-10-09,3,4696,1,2601,coldboxgasado,coldboxpequena,Silica,8,1,peça,1,1,12,0,12,12,3,30,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldboxpequena,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8032,146884,2025-10-09,3,4696,2,2631,pepset,carrossel,Silica,2,1,peça,1,1,12,0,12,12,1,15,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8033,146884,2025-10-09,3,4696,3,2632,pepset,carrossel,Silica,2,1,peça,1,1,12,0,12,12,1,15,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8034,146885,2025-10-09,3,4695,1,2601,coldboxgasado,coldboxpequena,Silica,8,1,peça,1,1,12,0,12,12,3,30,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldboxpequena,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8035,146885,2025-10-09,3,4695,2,2623,pepset,carrossel,Silica,3,1,peça,1,1,12,0,12,12,1,15,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8036,146885,2025-10-09,3,4695,3,2624,pepset,carrossel,Silica,3,1,peça,1,1,12,0,12,12,1,15,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8037,146886,2025-10-09,3,4694,1,2601,coldboxgasado,coldboxpequena,Silica,8,1,peça,1,1,12,0,12,12,3,30,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldboxpequena,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8038,146886,2025-10-09,3,4694,2,2618,pepset,carrossel,Silica,3,1,peça,1,1,12,0,12,12,1,15,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8039,146886,2025-10-09,3,4694,3,2619,pepset,carrossel,Silica,4,1,peça,1,1,12,0,12,12,1,15,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8040,146887,2025-10-09,3,4701,1,2654,coldboxgasado,coldboxpequena,Silica,4,1,peça,2,1,4,0,4,2,3,5,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,coldboxgasado_coldboxpequena,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8041,146887,2025-10-09,3,4701,2,2662,pepset,carrossel,Silica,2,1,peça,1,1,4,0,4,4,1,5,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
8042,146887,2025-10-09,3,4701,3,2663,pepset,carrossel,Silica,2,1,peça,1,1,4,0,4,4,1,5,2025-10-07,2025-10-07,30/09/2025 07:59:16,15,15,2025-09-30 07:59:16.973333,2025-09-30,pepset_carrossel,0,"erro, not before date posterior a sexta feira, operação não será considerada."
