op,caixa,kp,_kf_macho,maquina,inicio,fim,not_before_date,deadline,config,sub_machine,has_lateness,dia,delay,tempo_processamento_minutos_total
146846,1,4859,2735,0,2025-10-02 09:10:00,2025-10-02 09:15:00,2025-10-02,2025-10-03,B,0,0,2025-10-02,0,5.0
146302,1,4396,2302,0,2025-10-02 09:15:00,2025-10-02 10:13:00,2025-10-02,2025-10-03,B,0,0,2025-10-02,0,58.0
146384,4,4689,386,0,2025-10-03 04:00:00,2025-10-03 04:02:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146385,4,4689,386,0,2025-10-03 04:02:00,2025-10-03 04:04:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146422,4,4690,385,0,2025-10-03 04:04:00,2025-10-03 04:06:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146423,4,4690,385,0,2025-10-03 04:06:00,2025-10-03 04:08:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146384,20,4689,2629,0,2025-10-03 04:18:00,2025-10-03 04:20:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146385,20,4689,2629,0,2025-10-03 04:20:00,2025-10-03 04:22:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146422,20,4690,2629,0,2025-10-03 04:22:00,2025-10-03 04:24:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146423,20,4690,2629,0,2025-10-03 04:24:00,2025-10-03 04:26:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146971,20,3272,2629,0,2025-10-03 04:26:00,2025-10-03 04:28:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
147296,20,3272,2629,0,2025-10-03 04:28:00,2025-10-03 04:30:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,2.0
146470,20,4805,2629,0,2025-10-03 04:30:00,2025-10-03 04:34:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,4.0
146471,20,4805,2629,0,2025-10-03 04:34:00,2025-10-03 04:38:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,4.0
146470,3,4805,2692,0,2025-10-03 04:48:00,2025-10-03 04:52:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,4.0
146471,3,4805,2692,0,2025-10-03 04:52:00,2025-10-03 04:56:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,4.0
146470,4,4805,2693,0,2025-10-03 05:06:00,2025-10-03 05:14:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,8.0
146471,4,4805,2693,0,2025-10-03 05:14:00,2025-10-03 05:22:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,8.0
146842,2,4858,2736,0,2025-10-03 05:32:00,2025-10-03 05:40:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,8.0
146847,2,4859,2736,0,2025-10-03 05:40:00,2025-10-03 05:48:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,8.0
146816,1,4835,2707,0,2025-10-03 05:58:00,2025-10-03 06:08:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,10.0
146835,1,4836,2715,0,2025-10-03 06:08:00,2025-10-03 06:18:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,10.0
146816,2,4835,2708,0,2025-10-03 06:28:00,2025-10-03 06:48:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,20.0
146816,3,4835,2709,0,2025-10-03 06:48:00,2025-10-03 07:08:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,20.0
146835,2,4836,2708,0,2025-10-03 07:08:00,2025-10-03 07:28:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,20.0
146835,3,4836,2709,0,2025-10-03 07:28:00,2025-10-03 07:58:00,2025-10-03,2025-10-04,A,0,0,2025-10-03,0,30.0
146842,1,4858,2735,0,2025-10-03 08:28:00,2025-10-03 08:33:00,2025-10-03,2025-10-04,B,0,0,2025-10-03,0,5.0
146847,1,4859,2735,0,2025-10-03 08:33:00,2025-10-03 08:48:00,2025-10-03,2025-10-04,B,0,0,2025-10-03,0,15.0
