op,caixa,kp,_kf_macho,maquina,inicio,fim,not_before_date,deadline,config,sub_machine,has_lateness,dia,delay,tempo_processamento_minutos_total
146206,20,4690,2629,coldboxsoprado_sopradora,2025-09-15 10:29:00,2025-09-15 10:31:00,2025-09-15,2025-09-16,A,0,0,2025-09-15,0,2.0
146207,20,4690,2629,coldboxsoprado_sopradora,2025-09-15 10:31:00,2025-09-15 10:33:00,2025-09-15,2025-09-17,A,0,0,2025-09-15,0,2.0
146208,20,4690,2629,coldboxsoprado_sopradora,2025-09-15 10:33:00,2025-09-15 10:35:00,2025-09-15,2025-09-17,A,0,0,2025-09-15,0,2.0
146209,20,4690,2629,coldboxsoprado_sopradora,2025-09-15 10:35:00,2025-09-15 10:37:00,2025-09-15,2025-09-18,A,0,0,2025-09-15,0,2.0
146210,20,4690,2629,coldboxsoprado_sopradora,2025-09-15 10:37:00,2025-09-15 10:39:00,2025-09-15,2025-09-18,A,0,0,2025-09-15,0,2.0
146211,20,4690,2629,coldboxsoprado_sopradora,2025-09-15 10:39:00,2025-09-15 10:41:00,2025-09-15,2025-09-18,A,0,0,2025-09-15,0,2.0
146212,20,4690,2629,coldboxsoprado_sopradora,2025-09-15 10:41:00,2025-09-15 10:43:00,2025-09-15,2025-09-19,A,0,0,2025-09-15,0,2.0
146213,20,4690,2629,coldboxsoprado_sopradora,2025-09-15 10:43:00,2025-09-15 10:45:00,2025-09-15,2025-09-19,A,0,0,2025-09-15,0,2.0
146214,20,4690,2629,coldboxsoprado_sopradora,2025-09-15 10:45:00,2025-09-15 10:47:00,2025-09-15,2025-09-19,A,0,0,2025-09-15,0,2.0
146234,20,4805,2629,coldboxsoprado_sopradora,2025-09-15 10:47:00,2025-09-15 10:51:00,2025-09-15,2025-09-16,A,0,0,2025-09-15,0,4.0
146237,20,4805,2629,coldboxsoprado_sopradora,2025-09-15 10:51:00,2025-09-15 10:55:00,2025-09-15,2025-09-18,A,0,0,2025-09-15,0,4.0
146252,20,4805,2629,coldboxsoprado_sopradora,2025-09-15 10:55:00,2025-09-15 10:59:00,2025-09-15,2025-09-18,A,0,0,2025-09-15,0,4.0
146253,20,4805,2629,coldboxsoprado_sopradora,2025-09-15 10:59:00,2025-09-15 11:03:00,2025-09-15,2025-09-19,A,0,0,2025-09-15,0,4.0
146254,20,4805,2629,coldboxsoprado_sopradora,2025-09-15 11:03:00,2025-09-15 11:07:00,2025-09-15,2025-09-19,A,0,0,2025-09-15,0,4.0
145798,20,4621,2629,coldboxsoprado_sopradora,2025-09-15 11:07:00,2025-09-15 11:13:00,2025-09-15,2025-09-18,A,0,0,2025-09-15,0,6.0
146512,6,4337,840,coldboxsoprado_sopradora,2025-09-15 11:23:00,2025-09-15 11:26:00,2025-09-15,2025-09-19,A,0,0,2025-09-15,0,3.0
145291,6,5135,840,coldboxsoprado_sopradora,2025-09-15 11:26:00,2025-09-15 11:30:00,2025-09-15,2025-09-19,A,0,0,2025-09-15,0,4.0
146512,7,4337,841,coldboxsoprado_sopradora,2025-09-15 11:40:00,2025-09-15 11:43:00,2025-09-15,2025-09-19,A,0,0,2025-09-15,0,3.0
145291,7,5135,841,coldboxsoprado_sopradora,2025-09-15 11:43:00,2025-09-15 11:47:00,2025-09-15,2025-09-19,A,0,0,2025-09-15,0,4.0
146233,3,4805,2692,coldboxsoprado_sopradora,2025-09-15 11:57:00,2025-09-15 12:01:00,2025-09-15,2025-09-16,A,0,0,2025-09-15,0,4.0
146234,3,4805,2692,coldboxsoprado_sopradora,2025-09-15 12:01:00,2025-09-15 12:05:00,2025-09-15,2025-09-16,A,0,0,2025-09-15,0,4.0
146235,3,4805,2692,coldboxsoprado_sopradora,2025-09-15 12:05:00,2025-09-15 12:09:00,2025-09-15,2025-09-17,A,0,0,2025-09-15,0,4.0
146236,3,4805,2692,coldboxsoprado_sopradora,2025-09-15 12:09:00,2025-09-15 12:13:00,2025-09-15,2025-09-17,A,0,0,2025-09-15,0,4.0
146237,3,4805,2692,coldboxsoprado_sopradora,2025-09-15 12:13:00,2025-09-15 12:17:00,2025-09-15,2025-09-18,A,0,0,2025-09-15,0,4.0
146254,3,4805,2692,coldboxsoprado_sopradora,2025-09-15 12:17:00,2025-09-15 12:21:00,2025-09-15,2025-09-19,A,0,0,2025-09-15,0,4.0
146233,4,4805,2693,coldboxsoprado_sopradora,2025-09-15 12:31:00,2025-09-15 12:39:00,2025-09-15,2025-09-16,A,0,0,2025-09-15,0,8.0
146237,4,4805,2693,coldboxsoprado_sopradora,2025-09-15 12:39:00,2025-09-15 12:47:00,2025-09-15,2025-09-18,A,0,0,2025-09-15,0,8.0
146306,2,4858,2736,coldboxsoprado_sopradora,2025-09-15 12:57:00,2025-09-15 13:05:00,2025-09-15,2025-09-17,A,0,0,2025-09-15,0,8.0
146307,2,4858,2736,coldboxsoprado_sopradora,2025-09-15 13:05:00,2025-09-15 13:13:00,2025-09-15,2025-09-18,A,0,0,2025-09-15,0,8.0
146312,2,4859,2736,coldboxsoprado_sopradora,2025-09-15 13:13:00,2025-09-15 13:21:00,2025-09-15,2025-09-17,A,0,0,2025-09-15,0,8.0
146313,2,4859,2736,coldboxsoprado_sopradora,2025-09-15 13:30:00,2025-09-15 13:48:00,2025-09-15,2025-09-18,A,0,0,2025-09-15,0,18.0
145864,4,4689,386,coldboxsoprado_sopradora,2025-09-16 04:00:00,2025-09-16 04:02:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,2.0
145865,4,4689,386,coldboxsoprado_sopradora,2025-09-16 04:02:00,2025-09-16 04:04:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,2.0
146215,4,4690,385,coldboxsoprado_sopradora,2025-09-16 04:04:00,2025-09-16 04:06:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,2.0
146216,4,4690,385,coldboxsoprado_sopradora,2025-09-16 04:06:00,2025-09-16 04:08:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,2.0
145864,20,4689,2629,coldboxsoprado_sopradora,2025-09-16 04:18:00,2025-09-16 04:20:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,2.0
145865,20,4689,2629,coldboxsoprado_sopradora,2025-09-16 04:20:00,2025-09-16 04:22:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,2.0
146215,20,4690,2629,coldboxsoprado_sopradora,2025-09-16 04:22:00,2025-09-16 04:24:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,2.0
146216,20,4690,2629,coldboxsoprado_sopradora,2025-09-16 04:24:00,2025-09-16 04:26:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,2.0
146255,20,4805,2629,coldboxsoprado_sopradora,2025-09-16 04:26:00,2025-09-16 04:30:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,4.0
146256,20,4805,2629,coldboxsoprado_sopradora,2025-09-16 04:30:00,2025-09-16 04:34:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,4.0
145264,20,5134,2629,coldboxsoprado_sopradora,2025-09-16 04:34:00,2025-09-16 04:42:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,8.0
145291,20,5135,2629,coldboxsoprado_sopradora,2025-09-16 04:42:00,2025-09-16 04:50:00,2025-09-15,2025-09-19,A,0,0,2025-09-16,0,8.0
146518,6,4339,840,coldboxsoprado_sopradora,2025-09-16 05:00:00,2025-09-16 05:03:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,3.0
145264,6,5134,840,coldboxsoprado_sopradora,2025-09-16 05:03:00,2025-09-16 05:07:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,4.0
146518,7,4339,834,coldboxsoprado_sopradora,2025-09-16 05:17:00,2025-09-16 05:20:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,3.0
145264,7,5134,834,coldboxsoprado_sopradora,2025-09-16 05:20:00,2025-09-16 05:24:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,4.0
146252,3,4805,2692,coldboxsoprado_sopradora,2025-09-16 05:34:00,2025-09-16 05:38:00,2025-09-15,2025-09-18,A,0,0,2025-09-16,0,4.0
146253,3,4805,2692,coldboxsoprado_sopradora,2025-09-16 05:38:00,2025-09-16 05:42:00,2025-09-15,2025-09-19,A,0,0,2025-09-16,0,4.0
146255,3,4805,2692,coldboxsoprado_sopradora,2025-09-16 05:42:00,2025-09-16 05:46:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,4.0
146256,3,4805,2692,coldboxsoprado_sopradora,2025-09-16 05:46:00,2025-09-16 05:50:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,4.0
145676,1,4822,2612,coldboxsoprado_sopradora,2025-09-16 06:00:00,2025-09-16 06:08:00,2025-09-15,2025-09-17,A,0,0,2025-09-16,0,8.0
145676,2,4822,2574,coldboxsoprado_sopradora,2025-09-16 06:08:00,2025-09-16 06:16:00,2025-09-15,2025-09-17,A,0,0,2025-09-16,0,8.0
145677,1,4822,2612,coldboxsoprado_sopradora,2025-09-16 06:16:00,2025-09-16 06:24:00,2025-09-15,2025-09-18,A,0,0,2025-09-16,0,8.0
145677,2,4822,2574,coldboxsoprado_sopradora,2025-09-16 06:24:00,2025-09-16 06:32:00,2025-09-15,2025-09-18,A,0,0,2025-09-16,0,8.0
146126,1,4822,2612,coldboxsoprado_sopradora,2025-09-16 06:32:00,2025-09-16 06:40:00,2025-09-15,2025-09-19,A,0,0,2025-09-16,0,8.0
146126,2,4822,2574,coldboxsoprado_sopradora,2025-09-16 06:40:00,2025-09-16 06:48:00,2025-09-15,2025-09-19,A,0,0,2025-09-16,0,8.0
146127,1,4822,2612,coldboxsoprado_sopradora,2025-09-16 06:48:00,2025-09-16 06:56:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,8.0
146127,2,4822,2574,coldboxsoprado_sopradora,2025-09-16 06:56:00,2025-09-16 07:04:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,8.0
146128,1,4822,2612,coldboxsoprado_sopradora,2025-09-16 07:04:00,2025-09-16 07:12:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,8.0
146128,2,4822,2574,coldboxsoprado_sopradora,2025-09-16 07:12:00,2025-09-16 07:20:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,8.0
146234,4,4805,2693,coldboxsoprado_sopradora,2025-09-16 07:30:00,2025-09-16 07:38:00,2025-09-15,2025-09-16,A,0,0,2025-09-16,0,8.0
146235,4,4805,2693,coldboxsoprado_sopradora,2025-09-16 07:38:00,2025-09-16 07:46:00,2025-09-15,2025-09-17,A,0,0,2025-09-16,0,8.0
146236,4,4805,2693,coldboxsoprado_sopradora,2025-09-16 07:46:00,2025-09-16 07:54:00,2025-09-15,2025-09-17,A,0,0,2025-09-16,0,8.0
146252,4,4805,2693,coldboxsoprado_sopradora,2025-09-16 07:54:00,2025-09-16 08:02:00,2025-09-15,2025-09-18,A,0,0,2025-09-16,0,8.0
146253,4,4805,2693,coldboxsoprado_sopradora,2025-09-16 08:02:00,2025-09-16 08:10:00,2025-09-15,2025-09-19,A,0,0,2025-09-16,0,8.0
146254,4,4805,2693,coldboxsoprado_sopradora,2025-09-16 08:10:00,2025-09-16 08:18:00,2025-09-15,2025-09-19,A,0,0,2025-09-16,0,8.0
146255,4,4805,2693,coldboxsoprado_sopradora,2025-09-16 08:18:00,2025-09-16 08:26:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,8.0
146256,4,4805,2693,coldboxsoprado_sopradora,2025-09-16 08:26:00,2025-09-16 08:34:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,8.0
146308,2,4858,2736,coldboxsoprado_sopradora,2025-09-16 08:44:00,2025-09-16 08:52:00,2025-09-15,2025-09-19,A,0,0,2025-09-16,0,8.0
145745,2,4755,117,coldboxsoprado_sopradora,2025-09-16 09:55:00,2025-09-16 10:05:00,2025-09-15,2025-09-16,A,0,0,2025-09-16,0,10.0
146122,2,4755,117,coldboxsoprado_sopradora,2025-09-16 10:05:00,2025-09-16 10:15:00,2025-09-15,2025-09-17,A,0,0,2025-09-16,0,10.0
146238,2,4755,117,coldboxsoprado_sopradora,2025-09-16 10:15:00,2025-09-16 10:25:00,2025-09-15,2025-09-19,A,0,0,2025-09-16,0,10.0
146239,2,4755,117,coldboxsoprado_sopradora,2025-09-16 10:25:00,2025-09-16 10:35:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,10.0
146805,1,4835,2707,coldboxsoprado_sopradora,2025-09-16 10:45:00,2025-09-16 10:55:00,2025-09-15,2025-09-17,A,0,0,2025-09-16,0,10.0
146806,1,4835,2707,coldboxsoprado_sopradora,2025-09-16 10:55:00,2025-09-16 11:05:00,2025-09-15,2025-09-18,A,0,0,2025-09-16,0,10.0
146807,1,4835,2707,coldboxsoprado_sopradora,2025-09-16 11:05:00,2025-09-16 11:15:00,2025-09-15,2025-09-19,A,0,0,2025-09-16,0,10.0
146808,1,4835,2707,coldboxsoprado_sopradora,2025-09-16 11:15:00,2025-09-16 11:25:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,10.0
146824,1,4836,2715,coldboxsoprado_sopradora,2025-09-16 11:25:00,2025-09-16 11:35:00,2025-09-15,2025-09-17,A,0,0,2025-09-16,0,10.0
146825,1,4836,2715,coldboxsoprado_sopradora,2025-09-16 11:35:00,2025-09-16 11:45:00,2025-09-15,2025-09-18,A,0,0,2025-09-16,0,10.0
146826,1,4836,2715,coldboxsoprado_sopradora,2025-09-16 11:45:00,2025-09-16 11:55:00,2025-09-15,2025-09-19,A,0,0,2025-09-16,0,10.0
146827,1,4836,2715,coldboxsoprado_sopradora,2025-09-16 11:55:00,2025-09-16 12:05:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,10.0
146804,2,4835,2708,coldboxsoprado_sopradora,2025-09-16 12:15:00,2025-09-16 12:35:00,2025-09-15,2025-09-16,A,0,0,2025-09-16,0,20.0
146804,3,4835,2709,coldboxsoprado_sopradora,2025-09-16 12:35:00,2025-09-16 12:55:00,2025-09-15,2025-09-16,A,0,0,2025-09-16,0,20.0
146805,2,4835,2708,coldboxsoprado_sopradora,2025-09-16 12:55:00,2025-09-16 13:15:00,2025-09-15,2025-09-17,A,0,0,2025-09-16,0,20.0
146806,2,4835,2708,coldboxsoprado_sopradora,2025-09-16 13:30:00,2025-09-16 13:50:00,2025-09-15,2025-09-18,A,0,0,2025-09-16,0,20.0
146806,3,4835,2709,coldboxsoprado_sopradora,2025-09-16 13:50:00,2025-09-16 14:10:00,2025-09-15,2025-09-18,A,0,0,2025-09-16,0,20.0
146808,2,4835,2708,coldboxsoprado_sopradora,2025-09-16 14:10:00,2025-09-16 14:30:00,2025-09-16,2025-09-20,A,0,0,2025-09-16,0,20.0
146823,2,4836,2708,coldboxsoprado_sopradora,2025-09-16 14:30:00,2025-09-16 14:50:00,2025-09-15,2025-09-16,A,0,0,2025-09-16,0,20.0
146823,3,4836,2709,coldboxsoprado_sopradora,2025-09-16 14:50:00,2025-09-16 15:10:00,2025-09-15,2025-09-16,A,0,0,2025-09-16,0,20.0
146825,2,4836,2708,coldboxsoprado_sopradora,2025-09-16 15:10:00,2025-09-16 15:30:00,2025-09-15,2025-09-18,A,0,0,2025-09-16,0,20.0
146825,3,4836,2709,coldboxsoprado_sopradora,2025-09-16 15:30:00,2025-09-16 16:00:00,2025-09-15,2025-09-18,A,0,0,2025-09-16,0,30.0
145745,3,4755,2514,coldboxsoprado_sopradora,2025-09-16 16:30:00,2025-09-16 16:35:00,2025-09-15,2025-09-16,B,0,0,2025-09-16,0,5.0
146122,3,4755,2514,coldboxsoprado_sopradora,2025-09-16 16:35:00,2025-09-16 16:40:00,2025-09-15,2025-09-17,B,0,0,2025-09-16,0,5.0
146238,3,4755,2514,coldboxsoprado_sopradora,2025-09-16 16:40:00,2025-09-16 16:45:00,2025-09-15,2025-09-19,B,0,0,2025-09-16,0,5.0
146239,3,4755,2514,coldboxsoprado_sopradora,2025-09-16 16:45:00,2025-09-16 16:50:00,2025-09-16,2025-09-20,B,0,0,2025-09-16,0,5.0
146306,1,4858,2735,coldboxsoprado_sopradora,2025-09-16 17:00:00,2025-09-16 17:05:00,2025-09-15,2025-09-17,B,0,0,2025-09-16,0,5.0
146307,1,4858,2735,coldboxsoprado_sopradora,2025-09-16 17:05:00,2025-09-16 17:10:00,2025-09-15,2025-09-18,B,0,0,2025-09-16,0,5.0
146308,1,4858,2735,coldboxsoprado_sopradora,2025-09-16 17:10:00,2025-09-16 17:15:00,2025-09-15,2025-09-19,B,0,0,2025-09-16,0,5.0
146313,1,4859,2735,coldboxsoprado_sopradora,2025-09-16 17:15:00,2025-09-16 17:30:00,2025-09-15,2025-09-18,B,0,0,2025-09-16,0,15.0
146805,3,4835,2709,coldboxsoprado_sopradora,2025-09-17 04:00:00,2025-09-17 04:20:00,2025-09-15,2025-09-17,A,0,0,2025-09-17,0,20.0
146807,2,4835,2708,coldboxsoprado_sopradora,2025-09-17 04:20:00,2025-09-17 04:40:00,2025-09-15,2025-09-19,A,0,0,2025-09-17,0,20.0
146807,3,4835,2709,coldboxsoprado_sopradora,2025-09-17 04:40:00,2025-09-17 05:00:00,2025-09-15,2025-09-19,A,0,0,2025-09-17,0,20.0
146808,3,4835,2709,coldboxsoprado_sopradora,2025-09-17 05:00:00,2025-09-17 05:20:00,2025-09-16,2025-09-20,A,0,0,2025-09-17,0,20.0
146824,2,4836,2708,coldboxsoprado_sopradora,2025-09-17 05:20:00,2025-09-17 05:40:00,2025-09-15,2025-09-17,A,0,0,2025-09-17,0,20.0
146824,3,4836,2709,coldboxsoprado_sopradora,2025-09-17 05:40:00,2025-09-17 06:00:00,2025-09-15,2025-09-17,A,0,0,2025-09-17,0,20.0
146826,2,4836,2708,coldboxsoprado_sopradora,2025-09-17 06:00:00,2025-09-17 06:20:00,2025-09-15,2025-09-19,A,0,0,2025-09-17,0,20.0
146826,3,4836,2709,coldboxsoprado_sopradora,2025-09-17 06:20:00,2025-09-17 06:40:00,2025-09-15,2025-09-19,A,0,0,2025-09-17,0,20.0
