_kp_producao,dataFusao,ordenacao,_kp_fichaTecnica,caixa,processo,tipoMaquina,areia,peso,qtd_machos,qtd_machosPor,figuras,qtd_replicas,qtd_op,qtd_realizada,qtd_pendente,Qtd. Moldes,Tempo de Ciclo (por molde),Tempo Total (minutos),not_before_date,deadline,Data e Hora de Início,Data e Hora de Fim
144696,6/25/2025,6,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,8.00,8.00,8.00,2.50,20.00,6/24/2025,6/23/2025,,
144696,6/25/2025,6,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,7.00,9.00,9.00,2.50,23.00,6/24/2025,6/23/2025,,
144696,6/25/2025,6,4805,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,8,0.00,12.00,4.00,1.42,6.00,6/24/2025,6/23/2025,,
144440,6/25/2025,7,4689,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,6/24/2025,6/23/2025,,
144440,6/25/2025,7,4689,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,6/24/2025,6/23/2025,,
144458,6/25/2025,9,4821,22,Cold Box GASADO,Cold Box Pequena,Silica,7.92,1,Molde,2,1,36,0.00,3.00,1.50,2.50,4.00,6/24/2025,6/23/2025,,
144755,6/25/2025,9,1793,22,Cold box GASADO,Cold Box Pequena,Silica,7.92,1,Molde,2,1,266,0.00,19.00,9.50,2.50,24.00,6/24/2025,6/23/2025,,
144437,6/25/2025,10,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/24/2025,6/23/2025,,
144442,6/25/2025,10,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/24/2025,6/23/2025,,
143976,6/25/2025,16,198,1,Cura Frio Chão,Pep Set 7t,Silica,27,1,peça,1,2,24,9.00,15.00,15.00,15.00,225.00,6/24/2025,6/23/2025,,
144441,6/26/2025,1,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/25/2025,6/24/2025,,
144443,6/26/2025,1,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/25/2025,6/24/2025,,
144697,6/26/2025,2,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,6/25/2025,6/24/2025,,
144808,6/26/2025,3,4755,1,Cura Frio Chão,Pep Set 7t,Silica,12.5,1,peça,1,2,20,0.00,20.00,20.00,15.00,300.00,6/25/2025,6/24/2025,,
144808,6/26/2025,3,4755,3,Cold Box SOPRADO,Gevitec,Silica,3.46,1,peça,4,1,20,0.00,20.00,5.00,1.42,7,6/25/2025,6/24/2025,,
144655,6/26/2025,4,5179,25,Cold Box GASADO,Cold Box Pequena,Silica,7.6,1,Molde,2,1,70,0.00,7.00,3.50,2.50,9.00,6/25/2025,6/24/2025,,
144656,6/26/2025,4,5180,25,Cold Box GASADO,Cold Box Pequena,Silica,7.6,1,Molde,2,1,70,0.00,7.00,3.50,2.50,9.00,6/25/2025,6/24/2025,,
144657,6/26/2025,4,5181,25,Cold Box GASADO,Cold Box Pequena,Silica,7.6,1,Molde,2,1,70,0.00,7.00,3.50,2.50,9.00,6/25/2025,6/24/2025,,
144658,6/26/2025,4,5178,25,Cold Box GASADO,Cold Box Pequena,Silica,7.6,1,Molde,2,1,140,0.00,7.00,3.50,2.50,9.00,6/25/2025,6/24/2025,,
144729,6/26/2025,4,4497,1,Cold Box GASADO,Cold Box Pequena,Silica areia nova,0.54,1,peça,1,2,48,0.00,48.00,48.00,2.50,120.00,6/25/2025,6/24/2025,,
144729,6/26/2025,4,4497,2,Cold Box GASADO,Cold Box Pequena,Silica areia nova,0.125,1,peça,4,2,48,0.00,48.00,12.00,2.50,30.00,6/25/2025,6/24/2025,,
144730,6/26/2025,4,4496,1,Cold Box GASADO,Cold Box Pequena,Silica areia nova,0.54,1,peça,1,2,56,0.00,56.00,56.00,2.50,140.00,6/25/2025,6/24/2025,,
144730,6/26/2025,4,4496,2,Cold Box GASADO,Cold Box Pequena,Silica areia nova,0.125,1,peça,4,2,56,0.00,56.00,14.00,2.50,35.00,6/25/2025,6/24/2025,,
144544,6/26/2025,6,151,1,Cold box GASADO,Cold Box Pequena,Silica,0.62,0.5,peça,2,2,224,0.00,112.00,56.00,2.50,140.00,6/25/2025,6/24/2025,,
144544,6/26/2025,6,151,2,Cold box GASADO,Cold Box Pequena,Silica,0.62,0.5,peça,2,2,224,0.00,112.00,56.00,2.50,140.00,6/25/2025,6/24/2025,,
143772,6/26/2025,7,2671,23,Cold box GASADO,Cold Box Pequena,Silica,10.4,1,Molde,2,1,252,0.00,18.00,9.00,2.50,23.00,6/25/2025,6/24/2025,,
144444,6/26/2025,8,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/25/2025,6/24/2025,,
144453,6/26/2025,8,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/25/2025,6/24/2025,,
144698,6/26/2025,10,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/25/2025,6/24/2025,,
144698,6/26/2025,10,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/25/2025,6/24/2025,,
144698,6/26/2025,10,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,6/25/2025,6/24/2025,,
144330,6/26/2025,14,944,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,16,0.00,16.00,4.00,1.42,6.00,6/25/2025,6/24/2025,,
144330,6/26/2025,14,944,3,Cold Box SOPRADO,Gevitec,Silica,1.16,1,peça,4,1,16,0.00,16.00,4.00,1.42,6.00,6/25/2025,6/24/2025,,
144330,6/26/2025,14,944,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,16,0.00,24.00,8.00,1.42,11.00,6/25/2025,6/24/2025,,
145395,6/26/2025,16,5037,1,Cura Frio Chão,Pep Set 7t,Silica,63,1,peça,1,1,20,0.00,20.00,20.00,15.00,300.00,6/25/2025,6/24/2025,,
144699,6/26/2025,17,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/25/2025,6/24/2025,,
144699,6/26/2025,17,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/25/2025,6/24/2025,,
144699,6/26/2025,17,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,6/25/2025,6/24/2025,,
144643,6/27/2025,1,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/26/2025,6/25/2025,,
144648,6/27/2025,1,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/26/2025,6/25/2025,,
144700,6/27/2025,2,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/26/2025,6/25/2025,,
144700,6/27/2025,2,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/26/2025,6/25/2025,,
144700,6/27/2025,2,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,6/26/2025,6/25/2025,,
144726,6/27/2025,3,945,1,Cura Frio Mesa,Pep Set 7t,Silica,22.3,1,peça,1,2,20,5.00,15.00,15.00,1.25,19.00,6/26/2025,6/25/2025,,
144726,6/27/2025,3,945,4,Cura Frio Mesa,Pep Set 7t,Silica,5.34,1,peça,1,2,20,6.00,14.00,14.00,1.25,18.00,6/26/2025,6/25/2025,,
144745,6/27/2025,4,947,1,Cura Frio Mesa,Pep Set 7t,Silica,22.3,1,peça,1,2,20,13.00,7.00,7.00,1.25,9.00,6/26/2025,6/25/2025,,
144745,6/27/2025,4,947,2,Cura Frio Mesa,Pep Set 7t,Silica,16.1,1,peça,1,2,20,12.00,8.00,8.00,1.25,10.00,6/26/2025,6/25/2025,,
143775,6/27/2025,5,2673,23,Cold box GASADO,Cold Box Pequena,Silica,10.4,1,Molde,2,1,190,0.00,19.00,9.50,2.50,24.00,6/26/2025,6/25/2025,,
143773,6/27/2025,6,2671,23,Cold box GASADO,Cold Box Pequena,Silica,10.4,1,Molde,2,1,252,0.00,18.00,9.00,2.50,23.00,6/26/2025,6/25/2025,,
143559,6/27/2025,7,4999,1,Cura Frio Chão,Pep Set 7t,Silica,55.2,1,peça,1,1,10,0.00,10.00,10.00,15.00,150.00,6/26/2025,6/25/2025,,
144701,6/27/2025,8,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/26/2025,6/25/2025,,
144701,6/27/2025,8,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/26/2025,6/25/2025,,
144701,6/27/2025,8,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,6/26/2025,6/25/2025,,
144644,6/27/2025,9,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/26/2025,6/25/2025,,
144649,6/27/2025,9,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/26/2025,6/25/2025,,
143550,6/27/2025,10,5000,1,Cura Frio Chão,Pep Set 7t,Silica,55.2,1,peça,1,1,10,0.00,10.00,10.00,15.00,150.00,6/26/2025,6/25/2025,,
144809,6/27/2025,11,4755,1,Cura Frio Chão,Pep Set 7t,Silica,12.5,1,peça,1,2,20,0.00,20.00,20.00,15.00,300.00,6/26/2025,6/25/2025,,
144809,6/27/2025,11,4755,2,Cold Box SOPRADO,Gevitec,Silica,6.4,1,peça,2,1,20,0.00,20.00,10.00,1.42,14.00,6/26/2025,6/25/2025,,
144809,6/27/2025,11,4755,3,Cold Box SOPRADO,Gevitec,Silica,3.46,1,peça,4,1,20,0.00,20.00,5.00,1.42,7.00,6/26/2025,6/25/2025,,
144828,6/27/2025,12,946,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,16,0.00,16.00,4.00,1.42,6.00,6/26/2025,6/25/2025,,
144828,6/27/2025,12,946,3,Cold Box SOPRADO,Gevitec,Silica,1.16,1,peça,4,1,16,0.00,16.00,4.00,1.42,6.00,6/26/2025,6/25/2025,,
144828,6/27/2025,12,946,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,16,0.00,24.00,8.00,1.42,11.00,6/26/2025,6/25/2025,,
144641,6/27/2025,14,5063,1,Cold Box GASADO,Cold Box Pequena,Silica,0.5,1,peça,4,1,48,0.00,48.00,12.00,2.50,30.00,6/26/2025,6/25/2025,,
144641,6/27/2025,14,5063,25,Cold Box GASADO,Cold Box Pequena,Silica,7.8,1,Molde,2,1,48,0.00,4.00,2.00,2.50,5.00,6/26/2025,6/25/2025,,
144654,6/27/2025,14,5177,25,Cold Box GASADO,Cold Box Pequena,Silica,7.6,0.025,peça,2,1,160,0.00,4.00,2.00,2.50,5.00,6/26/2025,6/25/2025,,
145214,6/27/2025,14,4276,25,Cold Box GASADO,Cold Box Pequena,Silica,7.8,1,Molde,2,1,128,0.00,4.00,2.00,2.50,5.00,6/26/2025,6/25/2025,,
144565,6/27/2025,15,4748,1,Cold Box GASADO,Cold Box 4,Silica,13.6,1,peça,1,1,32,0.00,32.00,32.00,2.50,80.00,6/26/2025,6/25/2025,,
144670,6/27/2025,16,4822,1,Cold Box SOPRADO,Gevitec,Silica,0.192,2,peça,6,1,12,0.00,24.00,4.00,1.42,6.00,6/26/2025,6/25/2025,,
144670,6/27/2025,16,4822,2,Cold Box SOPRADO,Gevitec,Silica,0.196,2,peça,6,1,12,0.00,24.00,4.00,1.42,6.00,6/26/2025,6/25/2025,,
144613,6/27/2025,18,5154,1,Cura Frio Mesa,Pep Set 7t,Silica,3.6,3,peça,1,1,1,0.00,3.00,3.00,12.50,38.00,6/26/2025,6/25/2025,,
144645,6/30/2025,1,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/27/2025,6/26/2025,,
144645,6/30/2025,1,4689,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,6/27/2025,6/26/2025,,
144645,6/30/2025,1,4689,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,6/27/2025,6/26/2025,,
144645,6/30/2025,1,4689,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,6/27/2025,6/26/2025,,
144645,6/30/2025,1,4689,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,6/27/2025,6/26/2025,,
144650,6/30/2025,1,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/27/2025,6/26/2025,,
144650,6/30/2025,1,4690,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,6/27/2025,6/26/2025,,
144650,6/30/2025,1,4690,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,6/27/2025,6/26/2025,,
144650,6/30/2025,1,4690,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,6/27/2025,6/26/2025,,
144650,6/30/2025,1,4690,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,6/27/2025,6/26/2025,,
144702,6/30/2025,2,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/27/2025,6/26/2025,,
144702,6/30/2025,2,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/27/2025,6/26/2025,,
144702,6/30/2025,2,4805,3,Cold Box SOPRADO,Gevitec,Silica,3,1,peça,2,1,8,0.00,8.00,4.00,1.42,6.00,6/27/2025,6/26/2025,,
144702,6/30/2025,2,4805,4,Cold Box SOPRADO,Gevitec,Silica,0.93,4,peça,4,1,8,0.00,32.00,8.00,1.42,11.00,6/27/2025,6/26/2025,,
144702,6/30/2025,2,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,6/27/2025,6/26/2025,,
144702,6/30/2025,2,4805,6,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/27/2025,6/26/2025,,
144702,6/30/2025,2,4805,7,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/27/2025,6/26/2025,,
144702,6/30/2025,2,4805,8,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/27/2025,6/26/2025,,
144702,6/30/2025,2,4805,9,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/27/2025,6/26/2025,,
144702,6/30/2025,2,4805,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,8,0.00,12.00,4.00,1.42,6.00,6/27/2025,6/26/2025,,
144861,6/30/2025,3,4755,1,Cura Frio Chão,Pep Set 7t,Silica,12.5,1,peça,1,2,20,0.00,20.00,20.00,15.00,300.00,6/27/2025,6/26/2025,,
144861,6/30/2025,3,4755,2,Cold Box SOPRADO,Gevitec,Silica,6.4,1,peça,2,1,20,0.00,20.00,10.00,1.42,14.00,6/27/2025,6/26/2025,,
144861,6/30/2025,3,4755,3,Cold Box SOPRADO,Gevitec,Silica,3.46,1,peça,4,1,20,0.00,20.00,5.00,1.42,7.00,6/27/2025,6/26/2025,,
144746,6/30/2025,4,947,1,Cura Frio Mesa,Pep Set 7t,Silica,22.3,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/27/2025,6/26/2025,,
144746,6/30/2025,4,947,2,Cura Frio Mesa,Pep Set 7t,Silica,16.1,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/27/2025,6/26/2025,,
144746,6/30/2025,4,947,3,Cura Frio Mesa,Pep Set 7t,Silica,8.57,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/27/2025,6/26/2025,,
144746,6/30/2025,4,947,4,Cura Frio Mesa,Pep Set 7t,Silica,5.34,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/27/2025,6/26/2025,,
144834,6/30/2025,5,4073,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,0.00,12.00,12.00,15.00,180.00,6/27/2025,6/26/2025,,
144834,6/30/2025,5,4073,2,Cura Frio Mesa,Pep Set 7t,Silica,27,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144834,6/30/2025,5,4073,3,Cura Frio Mesa,Pep Set 7t,Silica,6.4,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144834,6/30/2025,5,4073,4,Cura Frio Mesa,Pep Set 7t,Silica,6.1,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144834,6/30/2025,5,4073,5,Cura Frio Mesa,Pep Set 7t,Silica,1.45,1,peça,1,2,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144834,6/30/2025,5,4073,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,6/27/2025,6/26/2025,,
144834,6/30/2025,5,4073,7,Cold Box SOPRADO,Gevitec,Silica,1.36,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,6/27/2025,6/26/2025,,
144829,6/30/2025,6,946,1,Cura Frio Mesa,Pep Set 7t,Silica,9.1,1,peça,1,1,16,0.00,16.00,16.00,1.25,20.00,6/27/2025,6/26/2025,,
144829,6/30/2025,6,946,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,16,0.00,16.00,4.00,1.42,6.00,6/27/2025,6/26/2025,,
144829,6/30/2025,6,946,3,Cold Box SOPRADO,Gevitec,Silica,1.16,1,peça,4,1,16,0.00,16.00,4.00,1.42,6.00,6/27/2025,6/26/2025,,
144829,6/30/2025,6,946,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,16,0.00,24.00,8.00,1.42,11.00,6/27/2025,6/26/2025,,
144971,6/30/2025,7,4193,1,Cold box GASADO,Cold Box Pequena,Silica,5.34,1,peça,1,2,36,0.00,36.00,36.00,2.50,90.00,6/27/2025,6/26/2025,,
144971,6/30/2025,7,4193,2,Cold box GASADO,Cold Box Pequena,Silica,1.879,1,peça,1,2,36,0.00,36.00,36.00,2.50,90.00,6/27/2025,6/26/2025,,
144703,6/30/2025,8,4805,1,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/27/2025,6/26/2025,,
144703,6/30/2025,8,4805,2,Cold Box GASADO,Cold Box 4,Silica,3.294,2,peça,1,1,8,0.00,16.00,16.00,2.50,40.00,6/27/2025,6/26/2025,,
144703,6/30/2025,8,4805,3,Cold Box SOPRADO,Gevitec,Silica,3,1,peça,2,1,8,0.00,8.00,4.00,1.42,6.00,6/27/2025,6/26/2025,,
144703,6/30/2025,8,4805,4,Cold Box SOPRADO,Gevitec,Silica,0.93,4,peça,4,1,8,0.00,32.00,8.00,1.42,11.00,6/27/2025,6/26/2025,,
144703,6/30/2025,8,4805,5,Cura Frio vibrado,Pep Set 7t,Silica,76.5,1,peça,1,2,8,0.00,8.00,8.00,28.00,224.00,6/27/2025,6/26/2025,,
144703,6/30/2025,8,4805,6,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/27/2025,6/26/2025,,
144703,6/30/2025,8,4805,7,Cura Frio Mesa,Pep Set 7t,Silica,8.47,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/27/2025,6/26/2025,,
144703,6/30/2025,8,4805,8,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/27/2025,6/26/2025,,
144703,6/30/2025,8,4805,9,Cura Frio Mesa,Pep Set 7t,Silica,7.68,1,peça,1,1,8,0.00,8.00,8.00,1.25,10.00,6/27/2025,6/26/2025,,
144703,6/30/2025,8,4805,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,8,0.00,12.00,4.00,1.42,6.00,6/27/2025,6/26/2025,,
144846,6/30/2025,9,4054,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,0.00,12.00,12.00,15.00,180.00,6/27/2025,6/26/2025,,
144846,6/30/2025,9,4054,2,Cura Frio Mesa,Pep Set 7t,Silica,27.4,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144846,6/30/2025,9,4054,3,Cura Frio Mesa,Pep Set 7t,Silica,6.4,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144846,6/30/2025,9,4054,4,Cura Frio Mesa,Pep Set 7t,Silica,6.1,1,peça,1,1,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144846,6/30/2025,9,4054,5,Cura Frio Mesa,Pep Set 7t,Silica,1.45,1,peça,1,2,12,0.00,12.00,12.00,1.25,15.00,6/27/2025,6/26/2025,,
144846,6/30/2025,9,4054,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,6/27/2025,6/26/2025,,
144846,6/30/2025,9,4054,7,Cold Box SOPRADO,Gevitec,Silica,1.36,1,peça,4,1,12,0.00,12.00,3.00,1.42,4.00,6/27/2025,6/26/2025,,
143717,6/30/2025,10,4292,1,Cold Box SOPRADO,Gevitec,Silica,12,1,peça,1,1,72,0.00,72.00,72.00,1.42,102.00,6/27/2025,6/26/2025,,
144646,6/30/2025,11,4689,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/27/2025,6/26/2025,,
144646,6/30/2025,11,4689,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,6/27/2025,6/26/2025,,
144646,6/30/2025,11,4689,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,6/27/2025,6/26/2025,,
144646,6/30/2025,11,4689,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,6/27/2025,6/26/2025,,
144646,6/30/2025,11,4689,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,6/27/2025,6/26/2025,,
144651,6/30/2025,11,4690,1,Cold Box GASADO,Cold Box 4,Silica,21,1,peça,1,2,8,0.00,8.00,8.00,2.50,20.00,6/27/2025,6/26/2025,,
144651,6/30/2025,11,4690,2,Cura Frio Mesa,Pep Set 7t,Silica,2.665,1,peça,2,1,8,0.00,8.00,4.00,1.25,5.00,6/27/2025,6/26/2025,,
144651,6/30/2025,11,4690,3,Cold Box GASADO,Cold Box Pequena,Silica,3.025,1,peça,1,1,8,0.00,8.00,8.00,2.50,20.00,6/27/2025,6/26/2025,,
144651,6/30/2025,11,4690,4,Cold Box SOPRADO,Gevitec,Silica,0.625,1,peça,4,1,8,0.00,8.00,2.00,1.42,3.00,6/27/2025,6/26/2025,,
144651,6/30/2025,11,4690,20,Cold Box SOPRADO,Gevitec,Silica,1.728,0.75,peça,3,1,8,0.00,6.00,2.00,1.42,3.00,6/27/2025,6/26/2025,,
144899,6/30/2025,12,944,1,Cura Frio Mesa,Pep Set 7t,Silica,9.1,1,peça,1,1,16,0.00,16.00,16.00,1.25,20.00,6/27/2025,6/26/2025,,
144899,6/30/2025,12,944,6,Cold Box SOPRADO,Gevitec,Silica,1.56,1,peça,4,1,16,0.00,16.00,4.00,1.42,6.00,6/27/2025,6/26/2025,,
144899,6/30/2025,12,944,3,Cold Box SOPRADO,Gevitec,Silica,1.16,1,peça,4,1,16,0.00,16.00,4.00,1.42,6.00,6/27/2025,6/26/2025,,
144899,6/30/2025,12,944,20,Cold Box SOPRADO,Gevitec,Silica,1.728,1.5,peça,3,1,16,0.00,24.00,8.00,1.42,11.00,6/27/2025,6/26/2025,,
144822,6/30/2025,13,4359,23,Cold Box GASADO,Cold Box Pequena,Silica,10.4,1,Molde,2,1,405,0.00,15.00,7.50,2.50,19.00,6/27/2025,6/26/2025,,
144490,6/30/2025,14,1573,22,Cold box GASADO,Cold Box Pequena,Silica,7.92,1,Molde,2,1,154,0.00,11.00,5.50,2.50,14.00,6/27/2025,6/26/2025,,
144759,6/30/2025,14,553,1,Cold box GASADO,Cold Box Pequena,Silica,0.2,2,peça,2,1,15,0.00,30.00,15.00,2.50,38.00,6/27/2025,6/26/2025,,
144727,6/30/2025,15,945,1,Cura Frio Mesa,Pep Set 7t,Silica,22.3,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/27/2025,6/26/2025,,
144727,6/30/2025,15,945,2,Cura Frio Mesa,Pep Set 7t,Silica,16.1,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/27/2025,6/26/2025,,
144727,6/30/2025,15,945,3,Cura Frio Mesa,Pep Set 7t,Silica,8.57,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/27/2025,6/26/2025,,
144727,6/30/2025,15,945,4,Cura Frio Mesa,Pep Set 7t,Silica,5.34,1,peça,1,2,20,0.00,20.00,20.00,1.25,25.00,6/27/2025,6/26/2025,,
144622,6/30/2025,16,4748,1,Cold Box GASADO,Cold Box 4,Silica,13.6,1,peça,1,1,32,0.00,32.00,32.00,2.50,80.00,6/27/2025,6/26/2025,,
145396,6/30/2025,17,5037,1,Cura Frio Chão,Pep Set 7t,Silica,63,1,peça,1,1,20,0.00,20.00,20.00,15.00,300.00,6/27/2025,6/26/2025,,
144332,6/28/2025,,4073,1,Cura Frio Chão,Pep Set 7t,Silica,20,1,peça,1,2,12,7.00,5.00,5.00,15.00,75.00,6/27/2025,6/26/2025,,
